time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/n_updates,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
9635,-44.33766149,0.10557173192501068,856800,856699,100.0,88,8568,49.00436782836914,0.001,,
,,0.1338643729686737,857000,856899,,,,49.28938293457031,0.001,-47.420419360000004,100.0
9640,-44.15370317,0.09840698540210724,857200,857099,100.0,88,8572,49.35993194580078,0.001,,
,,0.09046455472707748,857500,857399,,,,49.39342498779297,0.001,-47.90009828,100.0
9644,-44.26022026,0.091344453394413,857600,857499,100.0,88,8576,49.46460723876953,0.001,,
,,0.10534375160932541,858000,857899,,,,49.552467346191406,0.001,-48.47060254,100.0
9649,-43.45819688,,858000,,100.0,88,8580,,,,
9651,-43.48411152000001,0.10872965306043625,858400,858299,100.0,88,8584,49.18235397338867,0.001,,
,,0.10473375022411346,858500,858399,,,,49.312591552734375,0.001,-46.68595671999999,100.0
9655,-43.66824463999999,0.12261343002319336,858800,858699,100.0,88,8588,49.7618293762207,0.001,,
,,0.09891998767852783,859000,858899,,,,49.2650032043457,0.001,-49.58537434,100.0
9659,-43.50302233999999,0.13012845814228058,859200,859099,100.0,88,8592,50.168968200683594,0.001,,
,,0.10465674847364426,859500,859399,,,,50.1153450012207,0.001,-48.83018292,100.0
9664,-43.07722784,0.16709516942501068,859600,859499,100.0,88,8596,49.8570671081543,0.001,,
,,0.1369425356388092,860000,859899,,,,50.569557189941406,0.001,-50.85682864,100.0
9668,-43.38047914999999,,860000,,100.0,88,8600,,,,
9670,-43.82125688000001,0.12332962453365326,860400,860299,100.0,88,8604,49.77346420288086,0.001,,
,,0.13474351167678833,860500,860399,,,,49.71996307373047,0.001,-63.360289800000004,100.0
9675,-43.72013322000001,0.1271580010652542,860800,860699,100.0,88,8608,50.36342239379883,0.001,,
,,0.22757351398468018,861000,860899,,,,50.272377014160156,0.001,-62.501937399999996,100.0
9679,-43.84710046000001,0.17522235214710236,861200,861099,100.0,88,8612,49.783756256103516,0.001,,
,,0.17897695302963257,861500,861399,,,,50.02438735961914,0.001,-56.46484866,100.0
9684,-43.86747835,0.13776971399784088,861600,861499,100.0,88,8616,50.773475646972656,0.001,,
,,0.14789029955863953,862000,861899,,,,50.93251037597656,0.001,-58.29131480000001,100.0
9688,-43.7420631,,862000,,100.0,88,8620,,,,
9690,-44.87065863,0.2040436863899231,862400,862299,100.0,88,8624,50.17735290527344,0.001,,
,,0.15690374374389648,862500,862399,,,,49.54490661621094,0.001,-65.9391893,100.0
9695,-45.408015610000014,0.20075690746307373,862800,862699,100.0,88,8628,50.480438232421875,0.001,,
,,0.19064323604106903,863000,862899,,,,50.83064651489258,0.001,-55.25352156000001,100.0
9699,-46.082515949999994,0.14744392037391663,863200,863099,100.0,88,8632,50.26806640625,0.001,,
,,0.15860942006111145,863500,863399,,,,50.48259735107422,0.001,-57.69782592000001,100.0
9703,-46.29739419,0.19184614717960358,863600,863499,100.0,88,8636,50.949981689453125,0.001,,
,,0.23705562949180603,864000,863899,,,,51.32304000854492,0.001,-51.32493446,100.0
9708,-45.96882823,,864000,,100.0,88,8640,,,,
9710,-45.94456256,0.17953187227249146,864400,864299,100.0,89,8644,50.697784423828125,0.001,,
,,0.19617584347724915,864500,864399,,,,50.262290954589844,0.001,-54.33458262,100.0
9714,-46.22048304,0.16141413152217865,864800,864699,100.0,89,8648,50.59661102294922,0.001,,
,,0.18382814526557922,865000,864899,,,,50.709014892578125,0.001,-53.07223336,100.0
9719,-46.32581102999998,0.20464786887168884,865200,865099,100.0,89,8652,50.249977111816406,0.001,,
,,0.171227365732193,865500,865399,,,,50.98260498046875,0.001,-53.88314418,100.0
9723,-46.274424769999996,0.1490689516067505,865600,865499,100.0,89,8656,50.516178131103516,0.001,,
,,0.200016051530838,866000,865899,,,,50.7701416015625,0.001,-52.630869280000006,100.0
9727,-46.176348080000004,,866000,,100.0,89,8660,,,,
9729,-46.35464613,0.14890536665916443,866400,866299,100.0,89,8664,50.908966064453125,0.001,,
,,0.12307687103748322,866500,866399,,,,51.23365020751953,0.001,-47.81318201999999,100.0
9734,-46.73747534,0.13795150816440582,866800,866699,100.0,89,8668,50.697750091552734,0.001,,
,,0.13569849729537964,867000,866899,,,,50.49304962158203,0.001,-47.77107210000001,100.0
9738,-47.12954385,0.17347148060798645,867200,867099,100.0,89,8672,51.5634765625,0.001,,
,,0.14092403650283813,867500,867399,,,,51.02859115600586,0.001,-46.55432114,100.0
9743,-47.12192895000001,0.13277436792850494,867600,867499,100.0,89,8676,50.90438461303711,0.001,,
,,0.15595969557762146,868000,867899,,,,50.979331970214844,0.001,-48.15545776000001,100.0
9747,-47.41585894999999,,868000,,100.0,89,8680,,,,
9749,-47.65434537,0.11522769927978516,868400,868299,100.0,89,8684,51.45525360107422,0.001,,
,,0.10944455862045288,868500,868399,,,,51.10453796386719,0.001,-52.04158960000001,100.0
9753,-48.17187903999999,0.14961397647857666,868800,868699,100.0,89,8688,50.95214080810547,0.001,,
,,0.10602423548698425,869000,868899,,,,50.69076919555664,0.001,-47.94991972,100.0
9758,-48.622133240000004,0.1303030252456665,869200,869099,100.0,89,8692,50.63894271850586,0.001,,
,,0.13644474744796753,869500,869399,,,,51.39446258544922,0.001,-44.58504198,100.0
9762,-48.77362800000001,0.1207767128944397,869600,869499,100.0,89,8696,50.92115783691406,0.001,,
,,0.15012505650520325,870000,869899,,,,51.126731872558594,0.001,-48.18705382,100.0
9767,-48.77897262000001,,870000,,100.0,89,8700,,,,
9769,-48.530916080000004,0.10775137692689896,870400,870299,100.0,89,8704,51.13513946533203,0.001,,
,,0.10464347153902054,870500,870399,,,,51.43683624267578,0.001,-47.694108539999995,100.0
9774,-48.603984370000006,0.11936074495315552,870800,870699,100.0,89,8708,51.58219528198242,0.001,,
,,0.1047692745923996,871000,870899,,,,51.31242752075195,0.001,-47.06633352,100.0
9779,-48.8181704,0.1157768964767456,871200,871099,100.0,89,8712,51.08100891113281,0.001,,
,,0.23286700248718262,871500,871399,,,,50.86841583251953,0.001,-47.20458841999999,100.0
9783,-49.007483199999996,0.09999610483646393,871600,871499,100.0,89,8716,51.55830764770508,0.001,,
,,0.12849637866020203,872000,871899,,,,50.941795349121094,0.001,-49.05148992,100.0
9788,-49.28752668,,872000,,100.0,89,8720,,,,
9790,-48.33728741,0.09238410741090775,872400,872299,100.0,89,8724,50.933441162109375,0.001,,
,,0.10563547909259796,872500,872399,,,,51.74475860595703,0.001,-49.91946,100.0
9794,-48.14819474,0.12121014297008514,872800,872699,100.0,89,8728,51.12948989868164,0.001,,
,,0.098356693983078,873000,872899,,,,51.7363166809082,0.001,-50.31462560000001,100.0
9799,-47.398779780000005,0.09998106956481934,873200,873099,100.0,89,8732,51.396766662597656,0.001,,
,,0.08548194169998169,873500,873399,,,,51.005714416503906,0.001,-47.83064742,100.0
9804,-47.44817608000001,0.1026332825422287,873600,873499,100.0,89,8736,51.59373474121094,0.001,,
,,0.12467045336961746,874000,873899,,,,51.57682800292969,0.001,-49.337231380000006,100.0
9808,-47.926101339999995,,874000,,100.0,89,8740,,,,
9810,-48.32655312000001,0.11972542107105255,874400,874299,100.0,89,8744,51.867645263671875,0.001,,
,,0.12463317811489105,874500,874399,,,,51.80427169799805,0.001,-46.63161596,100.0
9815,-48.304303950000005,0.09072219580411911,874800,874699,100.0,89,8748,50.90259552001953,0.001,,
,,0.09351752698421478,875000,874899,,,,51.45697021484375,0.001,-46.916095379999994,100.0
9819,-48.263565220000004,0.09205683320760727,875200,875099,100.0,89,8752,51.33978271484375,0.001,,
,,0.10611507296562195,875500,875399,,,,51.846160888671875,0.001,-45.110155840000004,100.0
9824,-48.312538350000004,0.09427744150161743,875600,875499,100.0,89,8756,51.81139373779297,0.001,,
,,0.09713934361934662,876000,875899,,,,51.185569763183594,0.001,-43.995469140000004,100.0
9828,-48.183374689999994,,876000,,100.0,89,8760,,,,
9830,-48.136196349999985,0.11321952939033508,876400,876299,100.0,89,8764,50.96449661254883,0.001,,
,,0.13060235977172852,876500,876399,,,,51.27095031738281,0.001,-46.44714274,100.0
9835,-47.828286399999996,0.09877674281597137,876800,876699,100.0,89,8768,50.743186950683594,0.001,,
,,0.13635997474193573,877000,876899,,,,51.57365036010742,0.001,-50.4118571,100.0
9839,-47.52201251999999,0.08979880809783936,877200,877099,100.0,89,8772,51.41706085205078,0.001,,
,,0.10292281955480576,877500,877399,,,,51.26670837402344,0.001,-44.36301838,100.0
9844,-47.52251550000001,0.12255217134952545,877600,877499,100.0,89,8776,51.67222213745117,0.001,,
,,0.11845879256725311,878000,877899,,,,50.84621810913086,0.001,-43.93035194,100.0
9848,-47.26689490999999,,878000,,100.0,89,8780,,,,
9850,-47.37143517,0.10990161448717117,878400,878299,100.0,89,8784,50.839515686035156,0.001,,
,,0.10160215944051743,878500,878399,,,,50.89740753173828,0.001,-50.45878877999999,100.0
9854,-46.84132355999999,0.13076406717300415,878800,878699,100.0,89,8788,50.430824279785156,0.001,,
,,0.10690784454345703,879000,878899,,,,51.347312927246094,0.001,-47.34429378,100.0
9859,-46.43357274000001,0.10333379358053207,879200,879099,100.0,89,8792,51.57297134399414,0.001,,
,,0.12323349714279175,879500,879399,,,,51.2712516784668,0.001,-46.53101578,100.0
9863,-46.369792770000004,0.1816560924053192,879600,879499,100.0,89,8796,50.806236267089844,0.001,,
,,0.13476377725601196,880000,879899,,,,51.096473693847656,0.001,-45.97009417999999,100.0
9868,-46.05179644,,880000,,100.0,89,8800,,,,
9870,-45.99676369000001,0.09233851730823517,880400,880299,100.0,89,8804,50.766700744628906,0.001,,
,,0.09935496747493744,880500,880399,,,,50.16936492919922,0.001,-42.69195074,100.0
9874,-45.860642659999996,0.0657278522849083,880800,880699,100.0,89,8808,50.89293670654297,0.001,,
,,0.11100353300571442,881000,880899,,,,50.718055725097656,0.001,-45.680302819999994,100.0
9879,-45.38552874999999,0.06552822887897491,881200,881099,100.0,89,8812,50.19453048706055,0.001,,
,,0.07108922302722931,881500,881399,,,,51.630149841308594,0.001,-45.75546026,100.0
9883,-45.21889557999999,0.090653195977211,881600,881499,100.0,89,8816,51.52950668334961,0.001,,
,,0.10906614363193512,882000,881899,,,,50.815406799316406,0.001,-48.26931431999999,100.0
9888,-44.812820380000005,,882000,,100.0,89,8820,,,,
9889,-44.71178157,0.07898062467575073,882400,882299,100.0,89,8824,50.73731994628906,0.001,,
,,0.07700084894895554,882500,882399,,,,51.1558723449707,0.001,-43.499935099999995,100.0
9894,-44.70472314,0.0740804448723793,882800,882699,100.0,89,8828,50.394229888916016,0.001,,
,,0.0733853429555893,883000,882899,,,,50.84855651855469,0.001,-47.468480220000004,100.0
9899,-44.541478979999994,0.08677708357572556,883200,883099,100.0,89,8832,50.781578063964844,0.001,,
,,0.07407242059707642,883500,883399,,,,50.916690826416016,0.001,-56.748811960000005,100.0
9903,-44.51679571,0.0807388573884964,883600,883499,100.0,89,8836,50.773193359375,0.001,,
,,0.0773652046918869,884000,883899,,,,51.021141052246094,0.001,-53.64203638000001,100.0
9907,-44.27105454999999,,884000,,100.0,89,8840,,,,
9909,-44.682333150000005,0.07974256575107574,884400,884299,100.0,89,8844,50.85255432128906,0.001,,
,,0.11035623401403427,884500,884399,,,,51.020469665527344,0.001,-55.614782840000004,100.0
9914,-45.045674950000006,0.12060253322124481,884800,884699,100.0,89,8848,50.67847442626953,0.001,,
,,0.08845612406730652,885000,884899,,,,50.692176818847656,0.001,-46.90804666,100.0
9918,-45.12077844,0.09833308309316635,885200,885099,100.0,89,8852,50.67557144165039,0.001,,
,,0.0885288417339325,885500,885399,,,,50.846073150634766,0.001,-45.08534248,100.0
9923,-45.04276803999999,0.0813433900475502,885600,885499,100.0,89,8856,50.37181091308594,0.001,,
,,0.08887116611003876,886000,885899,,,,50.7487907409668,0.001,-41.832566820000004,100.0
9927,-45.019056049999996,,886000,,100.0,89,8860,,,,
9929,-44.90966093,0.0728781521320343,886400,886299,100.0,89,8864,51.02751541137695,0.001,,
,,0.07741841673851013,886500,886399,,,,50.9636116027832,0.001,-46.82853144,100.0
9934,-44.60311533,0.07863657176494598,886800,886699,100.0,89,8868,50.688655853271484,0.001,,
,,0.08469628542661667,887000,886899,,,,50.63311004638672,0.001,-43.889519019999994,100.0
9938,-44.921101480000004,0.10405051708221436,887200,887099,100.0,89,8872,51.174034118652344,0.001,,
,,0.1106007844209671,887500,887399,,,,51.972572326660156,0.001,-45.33661032,100.0
9943,-45.23918766999999,0.07609739154577255,887600,887499,100.0,89,8876,51.04137420654297,0.001,,
,,0.0881032943725586,888000,887899,,,,50.88542938232422,0.001,-48.1051486,100.0
9947,-45.20123901000001,,888000,,100.0,89,8880,,,,
9949,-44.92431404,0.0832279846072197,888400,888299,100.0,89,8884,50.98077392578125,0.001,,
,,0.08910303562879562,888500,888399,,,,50.22100067138672,0.001,-44.38300389999999,100.0
9953,-44.756331270000004,0.10434845834970474,888800,888699,100.0,89,8888,51.162109375,0.001,,
,,0.08967181295156479,889000,888899,,,,50.87272644042969,0.001,-44.061726580000006,100.0
9958,-44.909005949999994,0.09043963253498077,889200,889099,100.0,89,8892,51.02174758911133,0.001,,
,,0.11889301985502243,889500,889399,,,,51.05461120605469,0.001,-45.37648600000001,100.0
9962,-44.940140740000004,0.08578202873468399,889600,889499,100.0,89,8896,50.68815231323242,0.001,,
,,0.12316837906837463,890000,889899,,,,50.559837341308594,0.001,-43.02994734000001,100.0
9966,-45.77757188999999,,890000,,100.0,89,8900,,,,
9968,-45.46128363999999,0.1055707335472107,890400,890299,100.0,89,8904,50.39849853515625,0.001,,
,,0.08761809021234512,890500,890399,,,,50.838905334472656,0.001,-41.787101039999996,100.0
9973,-45.48184323,0.09832669049501419,890800,890699,100.0,89,8908,51.16341781616211,0.001,,
,,0.13974402844905853,891000,890899,,,,51.09178924560547,0.001,-46.23913984,100.0
9977,-45.54278987,0.09194716811180115,891200,891099,100.0,89,8912,51.122196197509766,0.001,,
,,0.1511985808610916,891500,891399,,,,50.955322265625,0.001,-43.24605774,100.0
9982,-45.39673304,0.1193067878484726,891600,891499,100.0,89,8916,51.31359100341797,0.001,,
,,0.10897225141525269,892000,891899,,,,51.09130096435547,0.001,-42.435323100000005,100.0
9986,-45.361738540000005,,892000,,100.0,89,8920,,,,
9988,-45.18099083999999,0.11095379292964935,892400,892299,100.0,89,8924,51.4714469909668,0.001,,
,,0.13531391322612762,892500,892399,,,,51.411827087402344,0.001,-48.99776172,100.0
9993,-44.56959382,0.1219589114189148,892800,892699,100.0,89,8928,51.05782699584961,0.001,,
,,0.11970333009958267,893000,892899,,,,51.26074981689453,0.001,-46.84468074,100.0
9997,-44.69570582,0.13398301601409912,893200,893099,100.0,89,8932,51.932151794433594,0.001,,
,,0.14349164068698883,893500,893399,,,,51.140140533447266,0.001,-39.75041024,100.0
10001,-44.409354000000015,0.12127851694822311,893600,893499,100.0,89,8936,50.773094177246094,0.001,,
,,0.1304301917552948,894000,893899,,,,51.187889099121094,0.001,-41.03299082,100.0
10006,-43.849802930000024,,894000,,100.0,89,8940,,,,
10007,-43.15929298999998,0.11049580574035645,894400,894299,100.0,89,8944,51.67781066894531,0.001,,
,,0.11365698277950287,894500,894399,,,,51.76532745361328,0.001,-42.738730659999995,100.0
10012,-42.47712289999998,0.12536394596099854,894800,894699,100.0,89,8948,51.05144500732422,0.001,,
,,0.1463375687599182,895000,894899,,,,51.5518798828125,0.001,-44.737221840000004,100.0
10016,-41.97693333,0.1244078129529953,895200,895099,100.0,89,8952,51.234214782714844,0.001,,
,,0.1053139716386795,895500,895399,,,,51.39691925048828,0.001,-41.554799519999996,100.0
10021,-42.11001496,0.12846525013446808,895600,895499,100.0,89,8956,51.7442626953125,0.001,,
,,0.13053643703460693,896000,895899,,,,51.723052978515625,0.001,-44.528259639999995,100.0
10025,-42.09866400000001,,896000,,100.0,89,8960,,,,
10027,-42.205205170000006,0.10562115162611008,896400,896299,100.0,89,8964,52.3545036315918,0.001,,
,,0.12445961683988571,896500,896399,,,,52.046871185302734,0.001,-44.39503702,100.0
10031,-43.02034558,0.11014609783887863,896800,896699,100.0,89,8968,51.741127014160156,0.001,,
,,0.10385830700397491,897000,896899,,,,51.47475051879883,0.001,-50.50873609999999,100.0
10036,-42.75942269000001,0.08724793046712875,897200,897099,100.0,89,8972,51.31690979003906,0.001,,
,,0.1066221371293068,897500,897399,,,,50.87361145019531,0.001,-47.18567016,100.0
10040,-42.38090993,0.1577913761138916,897600,897499,100.0,89,8976,51.40673065185547,0.001,,
,,0.18068353831768036,898000,897899,,,,51.575138092041016,0.001,-45.3827524,100.0
10045,-42.25756791,,898000,,100.0,89,8980,,,,
10047,-42.59113585000001,0.11123311519622803,898400,898299,100.0,89,8984,52.08827209472656,0.001,,
,,0.11170975863933563,898500,898399,,,,51.44902801513672,0.001,-44.42900107999999,100.0
10051,-42.97208154,0.12499289959669113,898800,898699,100.0,89,8988,50.915138244628906,0.001,,
,,0.1203196719288826,899000,898899,,,,51.452232360839844,0.001,-42.93488182,100.0
10056,-43.23480287000001,0.1102224588394165,899200,899099,100.0,89,8992,51.387733459472656,0.001,,
,,0.1158343106508255,899500,899399,,,,51.48350524902344,0.001,-43.70961686,100.0
10060,-43.14382864000001,0.12212300300598145,899600,899499,100.0,89,8996,51.68492126464844,0.001,,
,,0.11114834249019623,900000,899899,,,,50.511817932128906,0.001,-44.332694319999995,100.0
10065,-42.6079065,,900000,,100.0,89,9000,,,,
10067,-42.67780879,0.18512201309204102,900400,900299,100.0,89,9004,51.75261306762695,0.001,,
,,0.13329103589057922,900500,900399,,,,51.2376708984375,0.001,-43.208909999999996,100.0
10071,-42.673776600000004,0.12465622276067734,900800,900699,100.0,89,9008,51.76140213012695,0.001,,
,,0.2128915786743164,901000,900899,,,,52.25724411010742,0.001,-44.0985971,100.0
10075,-42.83149504000001,0.1062835156917572,901200,901099,100.0,89,9012,51.506195068359375,0.001,,
,,0.10624605417251587,901500,901399,,,,51.324005126953125,0.001,-43.5982311,100.0
10080,-42.82338293,0.11621122062206268,901600,901499,100.0,89,9016,50.91401290893555,0.001,,
,,0.12457872927188873,902000,901899,,,,51.29127883911133,0.001,-41.699604640000004,100.0
10084,-42.93604882999999,,902000,,100.0,89,9020,,,,
10086,-43.172515980000014,0.10345795750617981,902400,902299,100.0,89,9024,51.24836349487305,0.001,,
,,0.16247612237930298,902500,902399,,,,51.42689895629883,0.001,-43.569931100000005,100.0
10091,-43.152137669999995,0.13291411101818085,902800,902699,100.0,89,9028,51.56121063232422,0.001,,
,,0.11292186379432678,903000,902899,,,,51.40753936767578,0.001,-44.74922310000001,100.0
10095,-43.59563302000001,0.11814690381288528,903200,903099,100.0,89,9032,50.889801025390625,0.001,,
,,0.15910795331001282,903500,903399,,,,51.514461517333984,0.001,-39.76107128,100.0
10099,-43.56396283000001,0.09527958184480667,903600,903499,100.0,89,9036,51.46426010131836,0.001,,
,,0.10589911043643951,904000,903899,,,,51.281105041503906,0.001,-39.44220244,100.0
10104,-43.81176706,,904000,,100.0,89,9040,,,,
10106,-43.62030814,0.12310564517974854,904400,904299,100.0,89,9044,51.49627685546875,0.001,,
,,0.10966537892818451,904500,904399,,,,51.403900146484375,0.001,-38.68878144,100.0
10110,-43.52668227,0.11920762062072754,904800,904699,100.0,89,9048,51.32383728027344,0.001,,
,,0.11819970607757568,905000,904899,,,,52.09505081176758,0.001,-38.24265148,100.0
10114,-43.67856907,0.10500440001487732,905200,905099,100.0,89,9052,51.16338348388672,0.001,,
,,0.11401677876710892,905500,905399,,,,50.749671936035156,0.001,-42.856136460000016,100.0
10119,-43.380139959999994,0.09591519832611084,905600,905499,100.0,89,9056,51.97914123535156,0.001,,
,,0.11981628835201263,906000,905899,,,,50.60377502441406,0.001,-43.421256199999995,100.0
10123,-43.211954989999995,,906000,,100.0,89,9060,,,,
10125,-43.0275987,0.09258849918842316,906400,906299,100.0,89,9064,51.0762939453125,0.001,,
,,0.10023471713066101,906500,906399,,,,50.93383026123047,0.001,-43.98645886,100.0
10129,-42.14967119999999,0.08295223116874695,906800,906699,100.0,89,9068,51.66743469238281,0.001,,
,,0.11564360558986664,907000,906899,,,,51.078712463378906,0.001,-40.82448616,100.0
10134,-41.67096935999999,0.0840318575501442,907200,907099,100.0,89,9072,51.505409240722656,0.001,,
,,0.10087212920188904,907500,907399,,,,51.548377990722656,0.001,-40.322220339999994,100.0
10138,-41.51374343,0.1346893012523651,907600,907499,100.0,89,9076,51.9607048034668,0.001,,
,,0.13064095377922058,908000,907899,,,,51.65808868408203,0.001,-43.02761294,100.0
10143,-41.53624729,,908000,,100.0,89,9080,,,,
10145,-41.20596866000001,0.12072914838790894,908400,908299,100.0,89,9084,50.71363830566406,0.001,,
,,0.13941915333271027,908500,908399,,,,51.29789733886719,0.001,-40.28554948000001,100.0
10149,-40.858922629999995,0.08483848720788956,908800,908699,100.0,89,9088,51.33990478515625,0.001,,
,,0.14421865344047546,909000,908899,,,,51.37250518798828,0.001,-41.28195546,100.0
10153,-40.65156975,0.1116151213645935,909200,909099,100.0,89,9092,51.754356384277344,0.001,,
,,0.09907320141792297,909500,909399,,,,51.03563690185547,0.001,-39.13046507999999,100.0
10158,-40.61941959,0.11122741550207138,909600,909499,100.0,89,9096,51.92290115356445,0.001,,
,,0.10782363265752792,910000,909899,,,,51.696861267089844,0.001,-39.96027539999999,100.0
10162,-40.439306200000004,,910000,,100.0,89,9100,,,,
10164,-40.35010454,0.11678794026374817,910400,910299,100.0,89,9104,51.6771240234375,0.001,,
,,0.12020733952522278,910500,910399,,,,51.954078674316406,0.001,-39.02836828,100.0
10169,-40.41700427,0.10339748859405518,910800,910699,100.0,89,9108,50.48042678833008,0.001,,
,,0.10982266813516617,911000,910899,,,,51.525848388671875,0.001,-39.48617342,100.0
10173,-40.36333936,0.11493123322725296,911200,911099,100.0,89,9112,51.702571868896484,0.001,,
,,0.13080143928527832,911500,911399,,,,51.085575103759766,0.001,-38.707280020000006,100.0
10178,-40.18002365,0.12234815955162048,911600,911499,100.0,89,9116,52.422874450683594,0.001,,
,,0.10308074206113815,912000,911899,,,,51.16315460205078,0.001,-38.11323516,100.0
10182,-40.13588025,,912000,,100.0,89,9120,,,,
10184,-39.77414683,0.1016768142580986,912400,912299,100.0,89,9124,51.896827697753906,0.001,,
,,0.1430400013923645,912500,912399,,,,51.55332946777344,0.001,-38.74311410000001,100.0
10189,-39.725900460000005,0.13044950366020203,912800,912699,100.0,89,9128,51.90095520019531,0.001,,
,,0.10965130478143692,913000,912899,,,,51.94816970825195,0.001,-38.92256728,100.0
10193,-39.123672739999996,0.1573847532272339,913200,913099,100.0,89,9132,51.34027099609375,0.001,,
,,0.09387402981519699,913500,913399,,,,51.2811279296875,0.001,-41.45256682,100.0
10198,-39.08676088,0.12602214515209198,913600,913499,100.0,89,9136,51.36552810668945,0.001,,
,,0.13397444784641266,914000,913899,,,,51.98407745361328,0.001,-38.72749984,100.0
10202,-39.06797494,,914000,,100.0,89,9140,,,,
10204,-39.106597289999996,0.11102281510829926,914400,914299,100.0,89,9144,52.246971130371094,0.001,,
,,0.09992916136980057,914500,914399,,,,52.487152099609375,0.001,-39.11840152,100.0
10209,-39.28395563,0.1231011301279068,914800,914699,100.0,89,9148,52.19767761230469,0.001,,
,,0.12737727165222168,915000,914899,,,,52.27904510498047,0.001,-38.52406542,100.0
10213,-39.04678609,0.09969811141490936,915200,915099,100.0,89,9152,52.14896011352539,0.001,,
,,0.15263071656227112,915500,915399,,,,52.18486022949219,0.001,-40.622174179999995,100.0
10217,-39.13502584,0.08637546002864838,915600,915499,100.0,89,9156,52.80333709716797,0.001,,
,,0.08713871985673904,916000,915899,,,,51.481990814208984,0.001,-40.95330018,100.0
10222,-39.25119119,,916000,,100.0,89,9160,,,,
10224,-39.3022557,0.1390208899974823,916400,916299,100.0,89,9164,52.59807205200195,0.001,,
,,0.10169431567192078,916500,916399,,,,52.015960693359375,0.001,-38.826526279999996,100.0
10228,-39.24583497,0.12488912791013718,916800,916699,100.0,89,9168,52.49641036987305,0.001,,
,,0.08425576984882355,917000,916899,,,,51.70368957519531,0.001,-42.58616242000001,100.0
10233,-39.50315194000001,0.10039867460727692,917200,917099,100.0,89,9172,52.4127311706543,0.001,,
,,0.16557005047798157,917500,917399,,,,52.5614013671875,0.001,-39.60213664,100.0
10237,-39.418973140000006,0.11848531663417816,917600,917499,100.0,89,9176,51.753623962402344,0.001,,
,,0.10577791929244995,918000,917899,,,,52.08613586425781,0.001,-39.520666340000005,100.0
10242,-39.12231852,,918000,,100.0,89,9180,,,,
10244,-38.915477440000004,0.10766960680484772,918400,918299,100.0,89,9184,53.270084381103516,0.001,,
,,0.11329557001590729,918500,918399,,,,52.73237609863281,0.001,-38.96962236,100.0
10248,-38.78695044,0.15944603085517883,918800,918699,100.0,89,9188,53.53276824951172,0.001,,
,,0.1225222796201706,919000,918899,,,,52.61692810058594,0.001,-41.145792760000006,100.0
10253,-38.50567268,0.11076739430427551,919200,919099,100.0,89,9192,52.71028137207031,0.001,,
,,0.1382332295179367,919500,919399,,,,52.367942810058594,0.001,-41.7482609,100.0
10257,-38.457238339999996,0.1477356106042862,919600,919499,100.0,89,9196,52.48691177368164,0.001,,
,,0.1855945587158203,920000,919899,,,,52.32876968383789,0.001,-46.91100428,100.0
10262,-38.5279639,,920000,,100.0,89,9200,,,,
10264,-39.15190907,0.1574104130268097,920400,920299,100.0,89,9204,52.601871490478516,0.001,,
,,0.14461547136306763,920500,920399,,,,53.513832092285156,0.001,-43.48860142,100.0
10269,-39.53288817,0.13414397835731506,920800,920699,100.0,89,9208,52.577667236328125,0.001,,
,,0.11849640309810638,921000,920899,,,,52.21821594238281,0.001,-45.247738139999996,100.0
10273,-39.408547399999996,0.15581858158111572,921200,921099,100.0,89,9212,52.570823669433594,0.001,,
,,0.14698413014411926,921500,921399,,,,53.189666748046875,0.001,-45.16012559999999,100.0
10278,-39.28518306,0.17961367964744568,921600,921499,100.0,89,9216,53.27933883666992,0.001,,
,,0.13755223155021667,922000,921899,,,,52.83769226074219,0.001,-46.013562900000004,100.0
10282,-39.52873402,,922000,,100.0,89,9220,,,,
10284,-40.07469672999999,0.16463088989257812,922400,922299,100.0,89,9224,52.733646392822266,0.001,,
,,0.14527855813503265,922500,922399,,,,52.93377685546875,0.001,-45.48029858000001,100.0
10288,-40.21855315,0.1471632719039917,922800,922699,100.0,89,9228,52.89589309692383,0.001,,
,,0.1493261605501175,923000,922899,,,,53.15143585205078,0.001,-42.27949028,100.0
10293,-40.53242761,0.1668369472026825,923200,923099,100.0,89,9232,53.1077880859375,0.001,,
,,0.16190335154533386,923500,923399,,,,53.630592346191406,0.001,-42.253016120000005,100.0
10297,-40.47279707,0.18825960159301758,923600,923499,100.0,89,9236,53.637901306152344,0.001,,
,,0.18353614211082458,924000,923899,,,,53.554683685302734,0.001,-41.698276480000004,100.0
10301,-40.61051514,,924000,,100.0,89,9240,,,,
10303,-40.88047426,0.14084270596504211,924400,924299,100.0,89,9244,53.34945297241211,0.001,,
,,0.2551758885383606,924500,924399,,,,53.194000244140625,0.001,-44.1656234,100.0
10308,-41.05613627999999,0.154057577252388,924800,924699,100.0,89,9248,53.19223403930664,0.001,,
,,0.17735326290130615,925000,924899,,,,52.97492980957031,0.001,-43.56410871999999,100.0
10312,-41.41469279,0.15438824892044067,925200,925099,100.0,89,9252,53.360862731933594,0.001,,
,,0.13025078177452087,925500,925399,,,,53.723045349121094,0.001,-62.38873718,100.0
10316,-41.563916899999995,0.1500273197889328,925600,925499,100.0,89,9256,52.98092269897461,0.001,,
