time/episodes,rollout/ep_len_mean,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
5756,100.0,52.12297439575195,0.001,-41.32533661,575600,0.09819512814283371,70,8162,575499,,
,,52.409515380859375,0.001,,576000,0.1387641429901123,,,575899,100.0,-43.45235622
5760,100.0,,,-41.53725793999999,576000,,70,8168,,,
5764,100.0,52.42601013183594,0.001,-41.51219678000001,576400,0.13727310299873352,70,8171,576299,,
,,52.740013122558594,0.001,,576500,0.21681278944015503,,,576399,100.0,-42.80396007999999
5768,100.0,52.56231689453125,0.001,-41.77067999999999,576800,0.08475559204816818,70,8177,576699,,
,,52.64808654785156,0.001,,577000,0.1299593448638916,,,576899,100.0,-40.14403058
5772,100.0,52.679420471191406,0.001,-41.60324378999999,577200,0.1113140732049942,70,8184,577099,,
,,52.27485656738281,0.001,,577500,0.18649926781654358,,,577399,100.0,-43.976323119999996
5776,100.0,52.74728775024414,0.001,-41.454793050000006,577600,0.15536251664161682,70,8190,577499,,
,,52.37884521484375,0.001,,578000,0.11760669946670532,,,577899,100.0,-43.660158659999986
5780,100.0,,,-41.49283585999999,578000,,70,8196,,,
5784,100.0,52.263038635253906,0.001,-41.28866283,578400,0.13387221097946167,70,8199,578299,,
,,52.484771728515625,0.001,,578500,0.14647775888442993,,,578399,100.0,-42.05958648
5788,100.0,52.26256561279297,0.001,-41.61033128,578800,0.12808169424533844,70,8206,578699,,
,,53.43291091918945,0.001,,579000,0.1900373101234436,,,578899,100.0,-46.931089560000004
5792,100.0,52.249122619628906,0.001,-41.844317430000004,579200,0.13334059715270996,70,8212,579099,,
,,52.540374755859375,0.001,,579500,0.18664181232452393,,,579399,100.0,-47.454072399999994
5796,100.0,52.6411018371582,0.001,-41.711461820000004,579600,0.15063925087451935,70,8218,579499,,
,,53.07948684692383,0.001,,580000,0.1611729860305786,,,579899,100.0,-42.44045426
5800,100.0,,,-41.58958869,580000,,70,8225,,,
5804,100.0,53.02775573730469,0.001,-41.593092289999994,580400,0.18938280642032623,70,8227,580299,,
,,52.38896179199219,0.001,,580500,0.19365334510803223,,,580399,100.0,-43.09859856
5808,100.0,52.50166702270508,0.001,-41.38086835,580800,0.1730121672153473,70,8234,580699,,
,,52.853694915771484,0.001,,581000,0.2344149947166443,,,580899,100.0,-48.072236440000005
5812,100.0,52.80636978149414,0.001,-41.619177879999995,581200,0.12472540140151978,70,8240,581099,,
,,52.08905792236328,0.001,,581500,0.1871049404144287,,,581399,100.0,-43.942349039999996
5816,100.0,52.51056671142578,0.001,-42.093809629999996,581600,0.41027265787124634,70,8247,581499,,
,,52.298545837402344,0.001,,582000,0.1809844821691513,,,581899,100.0,-43.81508208
5820,100.0,,,-42.32650527999999,582000,,70,8253,,,
5824,100.0,52.254642486572266,0.001,-42.55084955,582400,0.19438539445400238,70,8256,582299,,
,,52.68781661987305,0.001,,582500,0.22035673260688782,,,582399,100.0,-45.49519359999999
5828,100.0,52.76764678955078,0.001,-42.819096869999996,582800,0.18409299850463867,70,8262,582699,,
,,52.97543716430664,0.001,,583000,0.19872444868087769,,,582899,100.0,-44.561406739999995
5832,100.0,52.397987365722656,0.001,-42.62932654,583200,0.14748500287532806,70,8268,583099,,
,,52.579959869384766,0.001,,583500,0.19583344459533691,,,583399,100.0,-43.81712619999999
5836,100.0,52.5562858581543,0.001,-42.64377157999999,583600,0.26599448919296265,70,8275,583499,,
,,52.78749465942383,0.001,,584000,0.13439206779003143,,,583899,100.0,-49.082212819999995
5840,100.0,,,-42.75861847000001,584000,,70,8281,,,
5844,100.0,52.66083908081055,0.001,-42.99747821000001,584400,0.1981225311756134,70,8284,584299,,
,,52.782859802246094,0.001,,584500,0.31662172079086304,,,584399,100.0,-45.064028099999994
5848,100.0,52.827850341796875,0.001,-43.16225829000001,584800,0.17257320880889893,70,8290,584699,,
,,52.381290435791016,0.001,,585000,0.1565004289150238,,,584899,100.0,-44.91547806
5852,100.0,52.68337631225586,0.001,-42.94003830999999,585200,0.18106308579444885,70,8297,585099,,
,,53.03501892089844,0.001,,585500,0.16915367543697357,,,585399,100.0,-44.723228639999995
5856,100.0,52.818416595458984,0.001,-42.92095207000001,585600,0.19604814052581787,70,8303,585499,,
,,52.96925354003906,0.001,,586000,0.1531146615743637,,,585899,100.0,-41.82341592000001
5860,100.0,,,-42.81304270999999,586000,,70,8309,,,
5864,100.0,52.25952911376953,0.001,-42.74300725,586400,0.20785042643547058,70,8312,586299,,
,,52.946144104003906,0.001,,586500,0.15892383456230164,,,586399,100.0,-42.7364477
5868,100.0,52.216407775878906,0.001,-42.40617203000001,586800,0.1618252396583557,70,8319,586699,,
,,52.860870361328125,0.001,,587000,0.16598550975322723,,,586899,100.0,-43.674283800000005
5872,100.0,52.7310905456543,0.001,-42.56963312,587200,0.14579914510250092,70,8325,587099,,
,,53.24516677856445,0.001,,587500,0.23927626013755798,,,587399,100.0,-43.002343120000006
5876,100.0,52.828651428222656,0.001,-42.589000379999995,587600,0.12634143233299255,70,8331,587499,,
,,53.051841735839844,0.001,,588000,0.19708581268787384,,,587899,100.0,-42.28326256
5880,100.0,,,-42.48985186,588000,,70,8338,,,
5884,100.0,52.78271484375,0.001,-42.49131404,588400,0.13647529482841492,70,8340,588299,,
,,52.82019805908203,0.001,,588500,0.1522272229194641,,,588399,100.0,-40.957614539999994
5888,100.0,52.80910110473633,0.001,-42.054288539999995,588800,0.16048330068588257,70,8347,588699,,
,,52.89155197143555,0.001,,589000,0.1995972990989685,,,588899,100.0,-43.30994155999999
5892,100.0,52.589111328125,0.001,-42.03460628,589200,0.18837422132492065,70,8353,589099,,
,,52.36583709716797,0.001,,589500,0.15555372834205627,,,589399,100.0,-42.55085972
5896,100.0,52.9051399230957,0.001,-42.11017792,589600,0.15147802233695984,70,8360,589499,,
,,53.1636962890625,0.001,,590000,0.19845940172672272,,,589899,100.0,-42.74466474
5900,100.0,,,-42.07374974,590000,,70,8366,,,
5904,100.0,53.070682525634766,0.001,-42.06007578999999,590400,0.1566578447818756,70,8369,590299,,
,,52.98100280761719,0.001,,590500,0.15825501084327698,,,590399,100.0,-42.10043816
5908,100.0,52.87555694580078,0.001,-42.04192022,590800,0.21286381781101227,70,8375,590699,,
,,53.22688674926758,0.001,,591000,0.17181801795959473,,,590899,100.0,-42.368872780000004
5912,100.0,53.15908432006836,0.001,-41.53012926,591200,0.22548706829547882,70,8382,591099,,
,,52.8414306640625,0.001,,591500,0.13417689502239227,,,591399,100.0,-42.02293650000001
5916,100.0,52.868324279785156,0.001,-41.08480275000001,591600,0.2094515860080719,70,8388,591499,,
,,52.88035202026367,0.001,,592000,0.17833799123764038,,,591899,100.0,-41.812615539999996
5920,100.0,,,-40.766738409999995,592000,,70,8395,,,
5924,100.0,53.205833435058594,0.001,-40.54320382,592400,0.17022296786308289,70,8397,592299,,
,,53.10665512084961,0.001,,592500,0.1858796626329422,,,592399,100.0,-43.65484888
5928,100.0,52.432891845703125,0.001,-40.27040399,592800,0.1687992513179779,70,8404,592699,,
,,53.052947998046875,0.001,,593000,0.19272834062576294,,,592899,100.0,-41.43313318
5932,100.0,52.98615646362305,0.001,-40.19979403,593200,0.13424468040466309,70,8410,593099,,
,,53.54779815673828,0.001,,593500,0.13773983716964722,,,593399,100.0,-41.31876006
5936,100.0,52.63375473022461,0.001,-40.077063579999994,593600,0.14093683660030365,70,8416,593499,,
,,53.00131607055664,0.001,,594000,0.16772910952568054,,,593899,100.0,-43.73520893999999
5940,100.0,,,-39.94791487,594000,,70,8423,,,
5944,100.0,52.685028076171875,0.001,-40.08262393,594400,0.1381564736366272,70,8426,594299,,
,,52.94963073730469,0.001,,594500,0.1310918629169464,,,594399,100.0,-43.652347459999994
5948,100.0,53.749610900878906,0.001,-40.04859886,594800,0.18945369124412537,70,8432,594699,,
,,52.69835662841797,0.001,,595000,0.15123310685157776,,,594899,100.0,-43.780701500000006
5952,100.0,53.42023468017578,0.001,-40.03900537,595200,0.13711483776569366,70,8438,595099,,
,,53.060264587402344,0.001,,595500,0.1297302097082138,,,595399,100.0,-45.796066319999994
5956,100.0,52.993221282958984,0.001,-40.04177364,595600,0.12478284537792206,70,8445,595499,,
,,53.24323654174805,0.001,,596000,0.1575126051902771,,,595899,100.0,-46.99845533999999
5960,100.0,,,-39.975243379999995,596000,,70,8451,,,
5964,100.0,53.141998291015625,0.001,-39.929919829999996,596400,0.11347024142742157,70,8454,596299,,
,,53.14039611816406,0.001,,596500,0.1011970192193985,,,596399,100.0,-45.718406800000004
5968,100.0,53.61079406738281,0.001,-40.438593139999995,596800,0.13004013895988464,70,8460,596699,,
,,53.648529052734375,0.001,,597000,0.14078585803508759,,,596899,100.0,-47.49389234
5972,100.0,53.24409866333008,0.001,-40.90476958,597200,0.15000919997692108,70,8467,597099,,
,,53.365028381347656,0.001,,597500,0.1086118072271347,,,597399,100.0,-53.53037408
5976,100.0,53.96717071533203,0.001,-41.40086263999999,597600,0.1545005440711975,70,8473,597499,,
,,53.33293151855469,0.001,,598000,0.13612842559814453,,,597899,100.0,-46.25749820000001
5980,100.0,,,-41.81201830999999,598000,,70,8480,,,
5984,100.0,53.56891632080078,0.001,-42.202481639999995,598400,0.17052879929542542,70,8482,598299,,
,,53.18507766723633,0.001,,598500,0.09808917343616486,,,598399,100.0,-49.70511302
5988,100.0,53.03211212158203,0.001,-42.643770169999996,598800,0.13298462331295013,70,8489,598699,,
,,53.523250579833984,0.001,,599000,0.16418348252773285,,,598899,100.0,-49.38942306
5992,100.0,53.64601516723633,0.001,-43.07980544,599200,0.2600114941596985,70,8495,599099,,
,,53.420902252197266,0.001,,599500,0.1334240585565567,,,599399,100.0,-45.24981328
5996,100.0,54.07304763793945,0.001,-43.252184019999994,599600,0.12398035824298859,70,8502,599499,,
,,53.75757598876953,0.001,,600000,0.1454184651374817,,,599899,100.0,-49.61490867999999
6000,100.0,,,-43.356657070000004,600000,,70,8508,,,
6004,100.0,53.70502853393555,0.001,-43.59985504,600400,0.1095401793718338,70,8511,600299,,
,,53.421852111816406,0.001,,600500,0.12128789722919464,,,600399,100.0,-44.916167480000006
6008,100.0,53.54759216308594,0.001,-44.15974045000001,600800,0.10687725245952606,70,8517,600699,,
,,54.166099548339844,0.001,,601000,0.12755393981933594,,,600899,100.0,-46.6076709
6012,100.0,53.87019348144531,0.001,-44.44207852,601200,0.11956220865249634,70,8524,601099,,
,,53.453697204589844,0.001,,601500,0.10930326581001282,,,601399,100.0,-53.24894569999999
6016,100.0,53.685394287109375,0.001,-44.61614781,601600,0.08923164755105972,70,8530,601499,,
,,53.47615051269531,0.001,,602000,0.09982987493276596,,,601899,100.0,-47.93526192000001
6020,100.0,,,-44.95013827999999,602000,,70,8537,,,
6024,100.0,53.63555908203125,0.001,-45.33245796999999,602400,0.09069347381591797,70,8539,602299,,
,,54.2254524230957,0.001,,602500,0.0837797299027443,,,602399,100.0,-50.74723331999999
6028,100.0,54.620521545410156,0.001,-45.50171859,602800,0.14254097640514374,70,8546,602699,,
,,53.57625198364258,0.001,,603000,0.11010000109672546,,,602899,100.0,-48.724197919999995
6032,100.0,53.76140594482422,0.001,-45.96902180000001,603200,0.09305690973997116,70,8552,603099,,
,,53.9699821472168,0.001,,603500,0.098481185734272,,,603399,100.0,-48.32636274000001
6036,100.0,53.86668395996094,0.001,-46.44466332,603600,0.1185159757733345,70,8558,603499,,
,,53.96014404296875,0.001,,604000,0.09461504220962524,,,603899,100.0,-48.60459827999999
6040,100.0,,,-46.75419129,604000,,70,8565,,,
6044,100.0,54.14080810546875,0.001,-46.7360898,604400,0.11011750996112823,70,8568,604299,,
,,53.92902374267578,0.001,,604500,0.15818294882774353,,,604399,100.0,-48.61712529999999
6048,100.0,53.851531982421875,0.001,-47.12067142000001,604800,0.12065792828798294,70,8574,604699,,
,,54.496864318847656,0.001,,605000,0.11401002109050751,,,604899,100.0,-48.42986300000001
6052,100.0,54.06072998046875,0.001,-47.15992204,605200,0.21966415643692017,70,8581,605099,,
,,54.51898193359375,0.001,,605500,0.16080622375011444,,,605399,100.0,-47.70846452
6056,100.0,54.58113098144531,0.001,-47.62712694,605600,0.11909085512161255,70,8587,605499,,
,,54.25037384033203,0.001,,606000,0.16717669367790222,,,605899,100.0,-44.96392122
6060,100.0,,,-47.83341316,606000,,70,8593,,,
6064,100.0,54.54822540283203,0.001,-47.76461141000001,606400,0.14661508798599243,70,8596,606299,,
,,54.325401306152344,0.001,,606500,0.11574964225292206,,,606399,100.0,-45.134303179999996
6068,100.0,54.5678825378418,0.001,-47.601584810000006,606800,0.13364477455615997,70,8602,606699,,
,,54.21391296386719,0.001,,607000,0.13791441917419434,,,606899,100.0,-47.38532174000001
6072,100.0,54.62007141113281,0.001,-47.2339516,607200,0.16686230897903442,70,8609,607099,,
,,54.081275939941406,0.001,,607500,0.11999669671058655,,,607399,100.0,-46.33661214
6076,100.0,54.43756866455078,0.001,-46.79064255,607600,0.14914077520370483,70,8615,607499,,
,,54.52766799926758,0.001,,608000,0.1798805594444275,,,607899,100.0,-44.13743984
6080,100.0,,,-46.776722570000004,608000,,70,8622,,,
6084,100.0,54.693885803222656,0.001,-46.562735239999995,608400,0.13872016966342926,70,8625,608299,,
,,54.987754821777344,0.001,,608500,0.13870984315872192,,,608399,100.0,-47.37870521999999
6088,100.0,54.53118896484375,0.001,-46.60248731000001,608800,0.15096139907836914,70,8631,608699,,
,,53.970550537109375,0.001,,609000,0.13744261860847473,,,608899,100.0,-47.91256482
6092,100.0,54.778289794921875,0.001,-46.43752805,609200,0.16985337436199188,70,8637,609099,,
,,54.109375,0.001,,609500,0.13837411999702454,,,609399,100.0,-45.106271340000006
6096,100.0,54.45610046386719,0.001,-46.47066753000001,609600,0.1998201310634613,70,8644,609499,,
,,54.07300567626953,0.001,,610000,0.14504003524780273,,,609899,100.0,-45.77547552
6100,100.0,,,-46.77027129000001,610000,,70,8650,,,
6104,100.0,54.24015808105469,0.001,-46.72105696000001,610400,0.14928439259529114,70,8653,610299,,
,,54.52846145629883,0.001,,610500,0.14828349649906158,,,610399,100.0,-45.84148624
6108,100.0,55.16118621826172,0.001,-46.52488451,610800,0.11818046122789383,70,8659,610699,,
,,54.328372955322266,0.001,,611000,0.24056673049926758,,,610899,100.0,-46.376477060000006
6112,100.0,54.328975677490234,0.001,-46.37250979,611200,0.13434575498104095,70,8665,611099,,
,,54.91804504394531,0.001,,611500,0.1569412648677826,,,611399,100.0,-47.52886002
6116,100.0,54.53282165527344,0.001,-46.50323401,611600,0.16546404361724854,70,8672,611499,,
,,55.23940658569336,0.001,,612000,0.1503705382347107,,,611899,100.0,-47.39012026
6120,100.0,,,-46.69294926,612000,,70,8678,,,
6124,100.0,54.43135070800781,0.001,-46.357482,612400,0.3662537932395935,70,8681,612299,,
,,55.33409118652344,0.001,,612500,0.20393766462802887,,,612399,100.0,-48.38830022
6128,100.0,55.4281120300293,0.001,-46.74734313,612800,0.27757883071899414,70,8687,612699,,
,,54.98084259033203,0.001,,613000,0.2013811618089676,,,612899,100.0,-58.58175174
6132,100.0,55.03497314453125,0.001,-47.35779734,613200,0.2931351363658905,70,8693,613099,,
,,55.503292083740234,0.001,,613500,0.3308519423007965,,,613399,100.0,-50.342214299999995
6136,100.0,56.01372528076172,0.001,-47.290337390000005,613600,0.22468698024749756,70,8699,613499,,
,,55.737213134765625,0.001,,614000,0.21734660863876343,,,613899,100.0,-49.676826379999994
6140,100.0,,,-47.424632339999995,614000,,70,8706,,,
6144,100.0,55.96516799926758,0.001,-47.60572456999999,614400,0.19776524603366852,70,8708,614299,,
,,55.894081115722656,0.001,,614500,0.3141390085220337,,,614399,100.0,-53.23948146
6148,100.0,55.82707977294922,0.001,-47.99981127,614800,0.26151764392852783,70,8715,614699,,
,,56.34730911254883,0.001,,615000,0.26464635133743286,,,614899,100.0,-50.67650504000001
6152,100.0,55.91667938232422,0.001,-48.450583150000014,615200,0.2209433615207672,70,8721,615099,,
,,55.993160247802734,0.001,,615500,0.25145965814590454,,,615399,100.0,-53.34738525999999
6156,100.0,56.025787353515625,0.001,-48.58792142,615600,0.34460529685020447,70,8727,615499,,
,,56.112060546875,0.001,,616000,0.2561211884021759,,,615899,100.0,-59.83004220000001
6160,100.0,,,-49.10077665,616000,,70,8733,,,
6164,100.0,56.40550231933594,0.001,-49.748876179999996,616400,0.21971139311790466,70,8736,616299,,
,,56.826290130615234,0.001,,616500,0.2843253016471863,,,616399,100.0,-53.75479534000001
6168,100.0,56.60639190673828,0.001,-49.81778208,616800,0.374371200799942,70,8742,616699,,
,,56.63153076171875,0.001,,617000,0.24550612270832062,,,616899,100.0,-48.87934296
6172,100.0,56.32258605957031,0.001,-50.254807770000006,617200,0.2315429449081421,70,8749,617099,,
,,56.35783004760742,0.001,,617500,0.2316816747188568,,,617399,100.0,-51.22568334
6176,100.0,56.377105712890625,0.001,-50.88438359,617600,0.27904725074768066,70,8755,617499,,
,,56.50093078613281,0.001,,618000,0.2034587562084198,,,617899,100.0,-56.46706942
6180,100.0,,,-50.606208699999996,618000,,70,8761,,,
6184,100.0,56.50905227661133,0.001,-51.021247900000006,618400,0.20482875406742096,70,8764,618299,,
,,56.64189147949219,0.001,,618500,0.22978895902633667,,,618399,100.0,-49.28202780000001
6188,100.0,57.18274688720703,0.001,-50.90506374999999,618800,0.24833965301513672,70,8770,618699,,
,,57.15657043457031,0.001,,619000,0.30000531673431396,,,618899,100.0,-47.702570859999994
6192,100.0,56.70655059814453,0.001,-50.52339453,619200,0.260453462600708,70,8776,619099,,
,,56.03771209716797,0.001,,619500,0.21939073503017426,,,619399,100.0,-50.98070116000001
6196,100.0,56.523536682128906,0.001,-50.61954683999999,619600,0.34216445684432983,70,8783,619499,,
,,56.4706916809082,0.001,,620000,0.2165694534778595,,,619899,100.0,-46.13723908000001
6200,100.0,,,-50.197772570000005,620000,,70,8789,,,
6204,100.0,56.27421188354492,0.001,-50.15972114,620400,0.25969886779785156,70,8792,620299,,
,,57.236671447753906,0.001,,620500,0.1890709102153778,,,620399,100.0,-44.73169995999999
6208,100.0,56.15278244018555,0.001,-49.914188759999995,620800,0.2575167715549469,70,8798,620699,,
,,56.48924255371094,0.001,,621000,0.27341505885124207,,,620899,100.0,-43.858938419999994
6212,100.0,57.10954666137695,0.001,-49.96044226000001,621200,0.22075946629047394,70,8804,621099,,
,,56.590518951416016,0.001,,621500,0.21313053369522095,,,621399,100.0,-47.278413060000005
6216,100.0,57.075767517089844,0.001,-49.89645772000001,621600,0.34967929124832153,70,8810,621499,,
,,56.33375549316406,0.001,,622000,0.30501648783683777,,,621899,100.0,-48.63132536
6220,100.0,,,-49.78803628000001,622000,,70,8816,,,
6224,100.0,56.90800857543945,0.001,-49.69957403,622400,0.24360889196395874,70,8819,622299,,
,,56.95809555053711,0.001,,622500,0.39691299200057983,,,622399,100.0,-49.7526927
6228,100.0,56.6497802734375,0.001,-49.50386259000001,622800,0.2995539903640747,70,8825,622699,,
,,56.68384552001953,0.001,,623000,0.27708473801612854,,,622899,100.0,-44.95962732
6232,100.0,56.248565673828125,0.001,-48.76444104,623200,0.20522618293762207,70,8832,623099,,
,,56.63432693481445,0.001,,623500,0.3010299801826477,,,623399,100.0,-49.4133857
6236,100.0,56.74109649658203,0.001,-48.89955698,623600,0.31008532643318176,70,8838,623499,,
,,56.75955581665039,0.001,,624000,0.2213471233844757,,,623899,100.0,-46.79154484000001
6240,100.0,,,-48.71289557,624000,,70,8844,,,
6244,100.0,55.960487365722656,0.001,-48.36892511,624400,0.22823219001293182,70,8847,624299,,
,,55.87281799316406,0.001,,624500,0.21931123733520508,,,624399,100.0,-46.187694740000005
6248,100.0,56.3916130065918,0.001,-47.802159399999994,624800,0.21304896473884583,70,8853,624699,,
,,55.756263732910156,0.001,,625000,0.1838962733745575,,,624899,100.0,-48.10629321999999
6252,100.0,56.38717269897461,0.001,-47.53228815000001,625200,0.1988796591758728,70,8859,625099,,
,,56.134307861328125,0.001,,625500,0.17007920145988464,,,625399,100.0,-48.16865324
6256,100.0,56.64685821533203,0.001,-47.29106217,625600,0.1610068380832672,70,8865,625499,,
,,55.89226150512695,0.001,,626000,0.20195475220680237,,,625899,100.0,-48.35293652
6260,100.0,,,-46.860857960000004,626000,,70,8872,,,
6264,100.0,56.08662033081055,0.001,-46.19472970000001,626400,0.19882555305957794,70,8874,626299,,
,,56.360321044921875,0.001,,626500,0.17363572120666504,,,626399,100.0,-52.395128379999996
6268,100.0,55.48632049560547,0.001,-46.746911999999995,626800,0.17537668347358704,70,8881,626699,,
,,56.0308952331543,0.001,,627000,0.19357648491859436,,,626899,100.0,-45.52821748
6272,100.0,56.37177658081055,0.001,-46.56370605,627200,0.17979682981967926,70,8887,627099,,
,,56.473907470703125,0.001,,627500,0.18900266289710999,,,627399,100.0,-47.41911526
6276,100.0,56.12681198120117,0.001,-46.60459360000001,627600,0.18571655452251434,70,8893,627499,,
,,56.6585693359375,0.001,,628000,0.19005948305130005,,,627899,100.0,-46.574358540000006
6280,100.0,,,-46.771769700000014,628000,,70,8899,,,
6284,100.0,56.55558395385742,0.001,-46.27782851,628400,0.21876654028892517,70,8902,628299,,
,,56.15447998046875,0.001,,628500,0.17594660818576813,,,628399,100.0,-51.29350966
6288,100.0,56.519927978515625,0.001,-46.4339855,628800,0.18341480195522308,70,8909,628699,,
,,57.0129508972168,0.001,,629000,0.1774430274963379,,,628899,100.0,-55.45450473999999
6292,100.0,56.533714294433594,0.001,-46.98731294,629200,0.16962800920009613,70,8915,629099,,
,,56.190040588378906,0.001,,629500,0.172480508685112,,,629399,100.0,-49.896697880000005
6296,100.0,56.575496673583984,0.001,-47.05852036,629600,0.20532232522964478,70,8921,629499,,
,,56.315277099609375,0.001,,630000,0.12619148194789886,,,629899,100.0,-54.33439902
6300,100.0,,,-47.57946579999999,630000,,70,8927,,,
6304,100.0,56.599143981933594,0.001,-47.766263329999994,630400,0.14756807684898376,70,8930,630299,,
,,55.88929748535156,0.001,,630500,0.18575932085514069,,,630399,100.0,-49.622348120000005
6308,100.0,55.996315002441406,0.001,-47.98557379,630800,0.1572456955909729,70,8936,630699,,
,,56.2509765625,0.001,,631000,0.14798986911773682,,,630899,100.0,-45.893366719999996
6312,100.0,56.21965026855469,0.001,-48.27582613999999,631200,0.13319256901741028,70,8942,631099,,
,,55.617286682128906,0.001,,631500,0.18466448783874512,,,631399,100.0,-49.581306
6316,100.0,56.040138244628906,0.001,-48.494423450000006,631600,0.1485212743282318,70,8948,631499,,
,,56.097572326660156,0.001,,632000,0.152469664812088,,,631899,100.0,-48.83068796
6320,100.0,,,-48.179721820000005,632000,,70,8955,,,
6324,100.0,55.743019104003906,0.001,-48.29501227,632400,0.1522347331047058,70,8957,632299,,
,,56.48072814941406,0.001,,632500,0.16375580430030823,,,632399,100.0,-52.80554075999999
6328,100.0,55.74897384643555,0.001,-48.26214327,632800,0.16909465193748474,70,8964,632699,,
,,55.735145568847656,0.001,,633000,0.14078915119171143,,,632899,100.0,-50.724168719999994
6332,100.0,55.6268196105957,0.001,-48.40281731000001,633200,0.1610245704650879,70,8970,633099,,
,,56.74224853515625,0.001,,633500,0.2925805449485779,,,633399,100.0,-49.566261299999994
6336,100.0,56.573360443115234,0.001,-48.35905797,633600,0.1643075942993164,70,8976,633499,,
,,56.28038024902344,0.001,,634000,0.159550279378891,,,633899,100.0,-47.98424246
6340,100.0,,,-48.32139955,634000,,70,8982,,,
6344,100.0,56.052162170410156,0.001,-48.60019329000001,634400,0.15327559411525726,70,8985,634299,,
,,55.5302848815918,0.001,,634500,0.19270437955856323,,,634399,100.0,-51.009462219999996
6348,100.0,56.2148323059082,0.001,-48.74021779,634800,0.153703510761261,70,8991,634699,,
,,55.59823226928711,0.001,,635000,0.15486328303813934,,,634899,100.0,-51.623433999999996
6352,100.0,55.74956130981445,0.001,-48.67718428,635200,0.13182608783245087,70,8998,635099,,
,,56.081825256347656,0.001,,635500,0.14864209294319153,,,635399,100.0,-59.684097759999986
6356,100.0,56.617496490478516,0.001,-48.731502420000005,635600,0.12734673917293549,70,9004,635499,,
,,55.566749572753906,0.001,,636000,0.1624518632888794,,,635899,100.0,-58.223525420000016
6360,100.0,,,-49.68334995000001,636000,,70,9010,,,
6364,100.0,56.05760955810547,0.001,-50.31044544,636400,0.14143100380897522,70,9013,636299,,
,,56.59465789794922,0.001,,636500,0.19494891166687012,,,636399,100.0,-55.40846901999999
6368,100.0,55.97913360595703,0.001,-50.08035758999999,636800,0.16963499784469604,70,9019,636699,,
,,56.25633239746094,0.001,,637000,0.2064724862575531,,,636899,100.0,-53.02595346000001
6372,100.0,56.43509292602539,0.001,-50.18647963,637200,0.16245120763778687,70,9026,637099,,
,,55.71910095214844,0.001,,637500,0.11936939507722855,,,637399,100.0,-53.72152348
6376,100.0,56.86150360107422,0.001,-49.82895916000001,637600,0.13990899920463562,70,9032,637499,,
,,55.971641540527344,0.001,,638000,0.17692998051643372,,,637899,100.0,-52.557569220000005
6380,100.0,,,-49.88112554,638000,,70,9038,,,
6384,100.0,56.50760269165039,0.001,-50.120344020000005,638400,0.14311550557613373,70,9041,638299,,
,,56.523048400878906,0.001,,638500,0.13434624671936035,,,638399,100.0,-49.34434954000001
6388,100.0,57.362571716308594,0.001,-50.04205120999999,638800,0.14713212847709656,70,9047,638699,,
,,56.40850830078125,0.001,,639000,0.1296275556087494,,,638899,100.0,-54.59236814
6392,100.0,56.8360595703125,0.001,-49.74372048,639200,0.18464714288711548,70,9053,639099,,
,,56.0172119140625,0.001,,639500,0.1308278888463974,,,639399,100.0,-49.714066859999996
6396,100.0,56.202392578125,0.001,-49.53642199,639600,0.15290766954421997,70,9060,639499,,
,,56.60580825805664,0.001,,640000,0.16471725702285767,,,639899,100.0,-55.5800409
6400,100.0,,,-49.67227104999999,640000,,70,9066,,,
6404,100.0,56.01074981689453,0.001,-49.4114088,640400,0.13546022772789001,70,9069,640299,,
,,56.62788772583008,0.001,,640500,0.12671779096126556,,,640399,100.0,-53.269183840000004
6408,100.0,56.331912994384766,0.001,-49.710319790000014,640800,0.13459771871566772,70,9075,640699,,
,,56.59769058227539,0.001,,641000,0.14546534419059753,,,640899,100.0,-51.49085662
6412,100.0,56.218360900878906,0.001,-50.046610169999994,641200,0.12590846419334412,70,9081,641099,,
,,56.418601989746094,0.001,,641500,0.14599478244781494,,,641399,100.0,-52.67158794
6416,100.0,56.80062484741211,0.001,-49.84325561,641600,0.12784427404403687,70,9087,641499,,
,,56.41548156738281,0.001,,642000,0.14985115826129913,,,641899,100.0,-49.40420064
6420,100.0,,,-49.77385103999999,642000,,70,9094,,,
6424,100.0,56.92346954345703,0.001,-49.88218679,642400,0.15512655675411224,70,9096,642299,,
,,56.5963249206543,0.001,,642500,0.15100714564323425,,,642399,100.0,-46.907777519999996
6428,100.0,56.61209487915039,0.001,-49.92961849000001,642800,0.15575847029685974,70,9103,642699,,
,,56.64164733886719,0.001,,643000,0.1662364900112152,,,642899,100.0,-51.35213556000001
6432,100.0,56.436058044433594,0.001,-49.58371660999999,643200,0.15627306699752808,70,9109,643099,,
,,57.184410095214844,0.001,,643500,0.1609853059053421,,,643399,100.0,-49.45894576
6436,100.0,57.181304931640625,0.001,-49.39040155,643600,0.11752864718437195,70,9115,643499,,
,,57.13011169433594,0.001,,644000,0.12631499767303467,,,643899,100.0,-47.725858900000006
6440,100.0,,,-49.71303563000001,644000,,70,9122,,,
6444,100.0,57.35411071777344,0.001,-49.40234711000001,644400,0.1295003890991211,70,9124,644299,,
,,57.1219482421875,0.001,,644500,0.17262563109397888,,,644399,100.0,-47.290353239999995
