time/episodes,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
,0.005885884631425142,-1.0741640329360962,,0.0003,,1773000,,18.964134216308594,1772899,0.006985283922404051,,100.0,-20.32997218
17732,0.057836297899484634,-0.3762490749359131,36,0.0003,100.0,1773200,48704,18.922935485839844,1773099,0.007162103429436684,-22.544489560000002,,
,0.007867383770644665,0.3053773045539856,,0.0003,,1773500,,18.581493377685547,1773399,0.007260491605848074,,100.0,-20.4227667
17736,0.00626963097602129,-0.3274780511856079,36,0.0003,100.0,1773600,48716,18.734655380249023,1773499,0.0073484755121171474,-22.45651557,,
,0.005443030968308449,1.6158571243286133,,0.0003,,1774000,,18.798809051513672,1773899,0.006838453002274036,,100.0,-20.486001419999997
17740,,,36,,100.0,1774000,48729,,,,-22.739225509999997,,
17744,0.016140975058078766,-1.0810694694519043,36,0.0003,100.0,1774400,48734,18.86322593688965,1774299,0.007392146158963442,-22.740074510000003,,
,0.00749879190698266,-1.958924412727356,,0.0003,,1774500,,18.509273529052734,1774399,0.0072026122361421585,,100.0,-20.77329988
17748,0.007696846034377813,-1.2131164073944092,36,0.0003,100.0,1774800,48747,19.11200523376465,1774699,0.007168038748204708,-22.772127550000004,,
,0.009775055572390556,0.37584856152534485,,0.0003,,1775000,,18.59783172607422,1774899,0.0071708145551383495,,100.0,-20.343310899999995
17752,0.011112109757959843,-1.2769196033477783,36,0.0003,100.0,1775200,48759,18.844257354736328,1775099,0.007176242768764496,-22.794579759999998,,
,0.007277526892721653,0.08737152814865112,,0.0003,,1775500,,18.41765785217285,1775399,0.007415039464831352,,100.0,-20.46845672
17756,0.006662718020379543,-0.718687891960144,36,0.0003,100.0,1775600,48772,18.51873016357422,1775499,0.007487928494811058,-22.736410449999997,,
,0.0061494470573961735,0.0892811119556427,,0.0003,,1776000,,18.427181243896484,1775899,0.007355052046477795,,100.0,-20.459415879999998
17760,,,36,,100.0,1776000,48784,,,,-22.739596889999998,,
17764,0.004886115901172161,-1.1499723196029663,36,0.0003,100.0,1776400,48789,19.252300262451172,1776299,0.007027753628790379,-22.76758101,,
,0.008519911207258701,0.7700835466384888,,0.0003,,1776500,,19.24829864501953,1776399,0.006921751890331507,,100.0,-20.367803300000002
17768,0.00623286934569478,-0.6163929104804993,36,0.0003,100.0,1776800,48802,18.60742950439453,1776699,0.007156013511121273,-22.748357130000002,,
,0.009425058960914612,0.03434827923774719,,0.0003,,1777000,,18.69841194152832,1776899,0.00707276863977313,,100.0,-20.43961222
17772,0.004134402610361576,1.152756690979004,36,0.0003,100.0,1777200,48814,18.367822647094727,1777099,0.007005778606981039,-22.709942470000005,,
,0.028187235817313194,0.531157374382019,,0.0003,,1777500,,18.782447814941406,1777399,0.007247447967529297,,100.0,-20.359234360000002
17776,0.008791154250502586,-0.1875755786895752,36,0.0003,100.0,1777600,48827,18.96934700012207,1777499,0.007349481340497732,-22.711158169999997,,
,0.0077048721723258495,-0.20503020286560059,,0.0003,,1778000,,18.850093841552734,1777899,0.007340781390666962,,100.0,-20.53648122
17780,,,36,,100.0,1778000,48839,,,,-22.74014344,,
17784,0.007901670411229134,0.10689885914325714,36,0.0003,100.0,1778400,48844,18.845664978027344,1778299,0.007144799921661615,-22.7916366,,
,0.007700649090111256,-1.0826008319854736,,0.0003,,1778500,,18.973745346069336,1778399,0.0072778984904289246,,100.0,-20.68551886
17788,0.010171760804951191,1.531623363494873,36,0.0003,100.0,1778800,48857,18.908531188964844,1778699,0.006992261856794357,-22.695149710000006,,
,0.0098976269364357,0.8893001079559326,,0.0003,,1779000,,18.778087615966797,1778899,0.0071105509996414185,,100.0,-20.559172779999997
17792,0.026645591482520103,0.9159767031669617,36,0.0003,100.0,1779200,48870,18.596694946289062,1779099,0.007161550223827362,-22.682677039999998,,
,0.00659277755767107,-0.7043901085853577,,0.0003,,1779500,,18.74245834350586,1779399,0.007259313948452473,,100.0,-20.516313699999998
17796,0.006240221206098795,-0.19694840908050537,36,0.0003,100.0,1779600,48882,18.55596160888672,1779499,0.007191205397248268,-22.705528759999996,,
,0.004738885909318924,0.15543705224990845,,0.0003,,1780000,,18.724658966064453,1779899,0.007455247920006514,,100.0,-20.77519784
17800,,,36,,100.0,1780000,48894,,,,-22.64130384,,
17804,0.0047190566547214985,0.40411752462387085,36,0.0003,100.0,1780400,48899,19.031787872314453,1780299,0.0071402257308363914,-22.60571232,,
,0.005613457411527634,-0.8922572135925293,,0.0003,,1780500,,18.958309173583984,1780399,0.007158887572586536,,100.0,-20.38879812
17808,0.009782339446246624,0.3933851718902588,36,0.0003,100.0,1780800,48912,18.749011993408203,1780699,0.007334644440561533,-22.588258649999997,,
,0.010132688097655773,0.8949735760688782,,0.0003,,1781000,,18.794475555419922,1780899,0.0075282263569533825,,100.0,-20.61866474
17812,0.016085125505924225,-1.386828064918518,36,0.0003,100.0,1781200,48924,19.01620101928711,1781099,0.007234624121338129,-22.64658569,,
,0.011775124818086624,-0.062485724687576294,,0.0003,,1781500,,18.96845817565918,1781399,0.006958784069865942,,100.0,-20.308159879999998
17816,0.008922508917748928,0.2696436643600464,36,0.0003,100.0,1781600,48937,18.690670013427734,1781499,0.0068094609305262566,-22.60163452,,
,0.005371524952352047,0.4669708013534546,,0.0003,,1782000,,18.914470672607422,1781899,0.0069874357432127,,100.0,-20.384708099999997
17820,,,36,,100.0,1782000,48949,,,,-22.65640801,,
17824,0.012846339493989944,0.8182275295257568,36,0.0003,100.0,1782400,48954,19.073177337646484,1782299,0.007264079060405493,-22.685302240000002,,
,0.007508906070142984,0.6662294268608093,,0.0003,,1782500,,18.723377227783203,1782399,0.0071724350564181805,,100.0,-20.430645719999998
17828,0.012606367468833923,-0.026549220085144043,36,0.0003,100.0,1782800,48967,18.955604553222656,1782699,0.006972155533730984,-22.79222892,,
,0.006687883287668228,0.1633099913597107,,0.0003,,1783000,,18.347328186035156,1782899,0.007112310733646154,,100.0,-20.52605134
17832,0.007517101243138313,0.740572452545166,36,0.0003,100.0,1783200,48979,18.72158432006836,1783099,0.0071805971674621105,-22.77433572,,
,0.006618780083954334,-0.44078531861305237,,0.0003,,1783500,,18.883697509765625,1783399,0.007211736403405666,,100.0,-20.43592374
17836,0.011374583467841148,-0.5146979093551636,36,0.0003,100.0,1783600,48992,18.943862915039062,1783499,0.007216927595436573,-22.80151011,,
,0.0033802047837525606,0.012258604168891907,,0.0003,,1784000,,18.226865768432617,1783899,0.007410702761262655,,100.0,-20.563623139999994
17840,,,36,,100.0,1784000,49004,,,,-22.56130801,,
17844,0.007575062569230795,-0.5141096115112305,36,0.0003,100.0,1784400,49009,19.133434295654297,1784299,0.007312842179089785,-22.52422422,,
,0.007080425508320332,-1.060386300086975,,0.0003,,1784500,,19.141666412353516,1784399,0.007214794866740704,,100.0,-20.58704424
17848,0.004525051452219486,0.27123793959617615,36,0.0003,100.0,1784800,49021,18.857080459594727,1784699,0.007254221010953188,-22.440770569999994,,
,0.010354746133089066,-1.1305458545684814,,0.0003,,1785000,,18.55529022216797,1784899,0.007060287520289421,,100.0,-21.21989828
17852,0.011030444875359535,-0.059708282351493835,36,0.0003,100.0,1785200,49034,18.665531158447266,1785099,0.007101239636540413,-22.454040610000003,,
,0.0037157591432332993,-0.879528284072876,,0.0003,,1785500,,18.8656005859375,1785399,0.0070950184017419815,,100.0,-20.346978439999997
17856,0.011327214539051056,0.4505353569984436,36,0.0003,100.0,1785600,49046,19.025659561157227,1785499,0.007080549839884043,-22.477420790000007,,
,0.008928900584578514,-0.43314406275749207,,0.0003,,1786000,,19.062847137451172,1785899,0.007282744627445936,,100.0,-20.40024388
17860,,,36,,100.0,1786000,49059,,,,-22.50094252,,
17864,0.008675219491124153,-0.5962732434272766,36,0.0003,100.0,1786400,49064,18.83957290649414,1786299,0.006987418979406357,-22.44744428,,
,0.007155539467930794,0.8967877626419067,,0.0003,,1786500,,18.702856063842773,1786399,0.007111683022230864,,100.0,-20.44942268
17868,0.0065574245527386665,0.03729264438152313,36,0.0003,100.0,1786800,49077,18.72746467590332,1786699,0.007289471570402384,-22.44568459,,
,0.015493607148528099,0.27638521790504456,,0.0003,,1787000,,18.875167846679688,1786899,0.0075817229226231575,,100.0,-20.357199
17872,0.010957999154925346,0.11154738068580627,36,0.0003,100.0,1787200,49089,18.884746551513672,1787099,0.0074795568361878395,-22.427962839999996,,
,0.026768285781145096,0.9992541074752808,,0.0003,,1787500,,18.7735652923584,1787399,0.007419290952384472,,100.0,-20.492581079999994
17876,0.00895584374666214,0.4064440131187439,36,0.0003,100.0,1787600,49101,18.665637969970703,1787499,0.007525470107793808,-22.460308739999995,,
,0.007726514246314764,0.23074936866760254,,0.0003,,1788000,,18.851070404052734,1787899,0.007340827025473118,,100.0,-20.249298019999998
17880,,,36,,100.0,1788000,49114,,,,-22.360451400000002,,
17884,0.006262114737182856,-0.5581035614013672,36,0.0003,100.0,1788400,49119,18.808855056762695,1788299,0.006985439918935299,-22.34347282,,
,0.011867176741361618,0.0850563645362854,,0.0003,,1788500,,18.927005767822266,1788399,0.007008437532931566,,100.0,-20.35676066
17888,0.009380744770169258,0.9760479927062988,36,0.0003,100.0,1788800,49132,18.562742233276367,1788699,0.007169012911617756,-22.36226237,,
,0.01776094175875187,-0.5402151942253113,,0.0003,,1789000,,18.90244483947754,1788899,0.007122923620045185,,100.0,-20.378603339999998
17892,0.0063641611486673355,0.9588955640792847,36,0.0003,100.0,1789200,49144,18.50473403930664,1789099,0.007125274743884802,-22.44404177,,
,0.008083951659500599,-0.5775786638259888,,0.0003,,1789500,,18.989349365234375,1789399,0.007178484462201595,,100.0,-20.5258496
17896,0.017171716317534447,0.9406501054763794,36,0.0003,100.0,1789600,49157,19.027667999267578,1789499,0.007278176490217447,-22.41715327,,
,0.010680906474590302,0.29185232520103455,,0.0003,,1790000,,18.631027221679688,1789899,0.0072814845480024815,,100.0,-20.4635746
17900,,,36,,100.0,1790000,49169,,,,-22.498047659999997,,
17904,0.011655054986476898,0.3989550471305847,36,0.0003,100.0,1790400,49174,19.00098991394043,1790299,0.007096656132489443,-22.466631650000004,,
,0.009180082939565182,-0.13921111822128296,,0.0003,,1790500,,18.651222229003906,1790399,0.007029238622635603,,100.0,-20.38961968
17908,0.008432075381278992,-0.43378746509552,36,0.0003,100.0,1790800,49187,18.897785186767578,1790699,0.007035532500594854,-22.493122539999998,,
,0.008888456970453262,0.13328240811824799,,0.0003,,1791000,,18.61202049255371,1790899,0.006948449183255434,,100.0,-20.422838119999998
17912,0.010420611128211021,-0.08301931619644165,36,0.0003,100.0,1791200,49199,18.705799102783203,1791099,0.006897920276969671,-22.46456256,,
,0.009964702650904655,0.7171987295150757,,0.0003,,1791500,,18.78056526184082,1791399,0.006966788321733475,,100.0,-20.22990448
17916,0.005363169126212597,1.2686779499053955,36,0.0003,100.0,1791600,49211,18.7790470123291,1791499,0.0070190029218792915,-22.493105160000006,,
,0.00711631728336215,0.614554226398468,,0.0003,,1792000,,18.766162872314453,1791899,0.007377532310783863,,100.0,-20.47401086
17920,,,36,,100.0,1792000,49224,,,,-22.433512070000003,,
17924,0.016087185591459274,-0.48830899596214294,36,0.0003,100.0,1792400,49229,18.970909118652344,1792299,0.007215489167720079,-22.406627409999995,,
,0.0047837174497544765,-0.4289393424987793,,0.0003,,1792500,,18.419578552246094,1792399,0.007255355827510357,,100.0,-20.38738662
17928,0.008424980565905571,-0.24936525523662567,36,0.0003,100.0,1792800,49241,18.82160758972168,1792699,0.007186580915004015,-22.3306412,,
,0.007387245073914528,0.13763576745986938,,0.0003,,1793000,,18.679197311401367,1792899,0.007229854352772236,,100.0,-20.40606726
17932,0.005738940089941025,0.06209929287433624,36,0.0003,100.0,1793200,49254,18.72418975830078,1793099,0.007162329275161028,-22.341802829999995,,
,0.0043894508853554726,1.9352550506591797,,0.0003,,1793500,,19.071407318115234,1793399,0.007220448926091194,,100.0,-20.350338119999996
17936,0.008661247789859772,0.6372983455657959,36,0.0003,100.0,1793600,49266,18.93951416015625,1793499,0.007376600056886673,-22.358561899999998,,
,0.01585889793932438,0.49273303151130676,,0.0003,,1794000,,18.81996726989746,1793899,0.007411614991724491,,100.0,-20.438089679999997
17940,,,36,,100.0,1794000,49279,,,,-22.40725852,,
17944,0.005269551649689674,0.44896990060806274,36,0.0003,100.0,1794400,49284,18.509492874145508,1794299,0.00691261189058423,-22.45977401,,
,0.004400164820253849,0.075865238904953,,0.0003,,1794500,,18.749755859375,1794399,0.0069434610195457935,,100.0,-20.377190900000002
17948,0.004632734693586826,-1.2753146886825562,36,0.0003,100.0,1794800,49297,18.602497100830078,1794699,0.007034352049231529,-22.524760550000007,,
,0.006752213463187218,-0.2414042055606842,,0.0003,,1795000,,18.689525604248047,1794899,0.006971394643187523,,100.0,-20.4438754
17952,0.013995029032230377,-0.5774110555648804,36,0.0003,100.0,1795200,49309,19.192445755004883,1795099,0.006968057714402676,-22.506901430000003,,
,0.006974841933697462,0.8716216087341309,,0.0003,,1795500,,18.73279571533203,1795399,0.006834730505943298,,100.0,-20.33276924
17956,0.01669374480843544,0.87129807472229,36,0.0003,100.0,1795600,49321,18.95135498046875,1795499,0.00690740579739213,-22.507695629999997,,
,0.0049878014251589775,-0.04166674613952637,,0.0003,,1796000,,18.470579147338867,1795899,0.006972059607505798,,100.0,-20.33103894
17960,,,36,,100.0,1796000,49334,,,,-22.589787579999996,,
17964,0.003972360398620367,-1.3481756448745728,36,0.0003,100.0,1796400,49339,18.82614517211914,1796299,0.007064285222440958,-22.61320116,,
,0.006154387257993221,0.2960706055164337,,0.0003,,1796500,,18.635046005249023,1796399,0.007105714175850153,,100.0,-20.46067394
17968,0.009557554498314857,0.14571239054203033,36,0.0003,100.0,1796800,49351,18.535621643066406,1796699,0.0073110503144562244,-22.65932828,,
,0.006331217475235462,1.0562400817871094,,0.0003,,1797000,,18.62124252319336,1796899,0.007190128788352013,,100.0,-20.27807748
17972,0.008532469160854816,0.6835842728614807,36,0.0003,100.0,1797200,49364,18.774616241455078,1797099,0.0072991615161299706,-22.644263980000005,,
,0.012177277356386185,-0.9562424421310425,,0.0003,,1797500,,18.843551635742188,1797399,0.007308596279472113,,100.0,-20.47310874
17976,0.009533459320664406,-1.4612611532211304,36,0.0003,100.0,1797600,49376,18.79986000061035,1797499,0.007252173498272896,-22.679213840000006,,
,0.010092291980981827,-0.6236867904663086,,0.0003,,1798000,,19.155590057373047,1797899,0.007417911197990179,,100.0,-20.437172699999998
17980,,,36,,100.0,1798000,49388,,,,-22.697329370000006,,
17984,0.0127329770475626,-0.07416445761919022,36,0.0003,100.0,1798400,49394,18.791725158691406,1798299,0.00753065338358283,-22.777368690000003,,
,0.007545291446149349,0.3228210210800171,,0.0003,,1798500,,18.91373634338379,1798399,0.0075884717516601086,,100.0,-20.183066240000002
17988,0.00439944164827466,-0.3834195137023926,36,0.0003,100.0,1798800,49406,18.54686737060547,1798699,0.0074903820641338825,-22.84064624,,
,0.004520154092460871,-0.021476179361343384,,0.0003,,1799000,,18.595184326171875,1798899,0.007521222811192274,,100.0,-20.21698438
17992,0.012326539494097233,-0.0010907649993896484,36,0.0003,100.0,1799200,49418,18.629592895507812,1799099,0.007424033246934414,-22.754979149999993,,
,0.03450755029916763,0.43534019589424133,,0.0003,,1799500,,18.736543655395508,1799399,0.007546505890786648,,100.0,-20.41662402
17996,0.008205460384488106,0.4236692786216736,36,0.0003,100.0,1799600,49431,18.723041534423828,1799499,0.007569376844912767,-22.773181769999997,,
,0.005896002985537052,-0.4558490514755249,,0.0003,,1800000,,18.638782501220703,1799899,0.007313626818358898,,100.0,-20.30114546
18000,,,36,,100.0,1800000,49443,,,,-22.78779535,,
18004,0.010165786370635033,0.5294178128242493,36,0.0003,100.0,1800400,49449,19.009843826293945,1800299,0.007096287328749895,-22.81686596,,
,0.007897038012742996,1.0717602968215942,,0.0003,,1800500,,18.93318748474121,1800399,0.00730404956266284,,100.0,-20.25907982
18008,0.0025925461668521166,0.29501578211784363,36,0.0003,100.0,1800800,49461,18.755870819091797,1800699,0.007612013723701239,-22.88086944,,
,0.0038390313275158405,-0.655338704586029,,0.0003,,1801000,,18.71483039855957,1800899,0.007385635282844305,,100.0,-20.46505068
18012,0.004509665071964264,0.1944657266139984,36,0.0003,100.0,1801200,49474,19.111194610595703,1801099,0.007321910932660103,-22.89269972,,
,0.006683085113763809,-0.6266331076622009,,0.0003,,1801500,,18.735567092895508,1801399,0.007495326455682516,,100.0,-20.498954519999998
18016,0.015875596553087234,-1.612175464630127,36,0.0003,100.0,1801600,49486,18.964139938354492,1801499,0.007416121661663055,-22.919377400000002,,
,0.004892304074019194,-0.8402575254440308,,0.0003,,1802000,,18.54104232788086,1801899,0.007418172899633646,,100.0,-20.493574480000003
18020,,,36,,100.0,1802000,49498,,,,-22.94612776,,
18024,0.012287391349673271,0.5718700885772705,36,0.0003,100.0,1802400,49504,18.957231521606445,1802299,0.007452148478478193,-22.92553725,,
,0.005009370390325785,0.047373443841934204,,0.0003,,1802500,,18.74875259399414,1802399,0.007525118999183178,,100.0,-20.35667346
18028,0.00798677746206522,0.21491730213165283,36,0.0003,100.0,1802800,49516,18.716651916503906,1802699,0.007430170197039843,-22.950680209999994,,
,0.005727760493755341,-1.1935622692108154,,0.0003,,1803000,,18.608295440673828,1802899,0.006999453995376825,,100.0,-20.38625476
18032,0.005269611719995737,1.006325125694275,36,0.0003,100.0,1803200,49528,18.789798736572266,1803099,0.007156361825764179,-22.92909384,,
,0.007533593103289604,0.8419287204742432,,0.0003,,1803500,,18.848854064941406,1803399,0.006998556666076183,,100.0,-20.293274659999998
18036,0.007224098313599825,-0.5826098918914795,36,0.0003,100.0,1803600,49541,18.709434509277344,1803499,0.007098422385752201,-22.920892540000004,,
,0.005165363661944866,-0.5490309596061707,,0.0003,,1804000,,18.52445411682129,1803899,0.007269248832017183,,100.0,-20.28381664
18040,,,36,,100.0,1804000,49553,,,,-22.93811521,,
18044,0.007921494543552399,0.13057902455329895,36,0.0003,100.0,1804400,49559,18.917469024658203,1804299,0.007423364091664553,-22.878500210000002,,
,0.005269014276564121,-1.0750088691711426,,0.0003,,1804500,,18.99015998840332,1804399,0.007378092035651207,,100.0,-20.30258122
18048,0.0057027023285627365,-1.3235069513320923,36,0.0003,100.0,1804800,49571,18.806293487548828,1804699,0.0073454310186207294,-22.896829670000002,,
,0.013555705547332764,-0.841310977935791,,0.0003,,1805000,,18.90158462524414,1804899,0.007136553060263395,,100.0,-20.31453844
18052,0.015156944282352924,1.115112543106079,36,0.0003,100.0,1805200,49584,18.96432876586914,1805099,0.00748262507840991,-22.880444590000007,,
,0.004747358150780201,0.4400050938129425,,0.0003,,1805500,,18.904579162597656,1805399,0.007412332110106945,,100.0,-20.439203
18056,0.0090304184705019,1.5719939470291138,36,0.0003,100.0,1805600,49596,18.767017364501953,1805499,0.007537497207522392,-22.89345989,,
,0.0100660789757967,-0.12916438281536102,,0.0003,,1806000,,18.964542388916016,1805899,0.007555208168923855,,100.0,-20.44137624
18060,,,36,,100.0,1806000,49609,,,,-22.792041380000004,,
18064,0.008604858070611954,0.28258147835731506,36,0.0003,100.0,1806400,49614,18.962072372436523,1806299,0.007500411011278629,-22.716375659999997,,
,0.009445411153137684,0.02335396409034729,,0.0003,,1806500,,18.79143524169922,1806399,0.007531824056059122,,100.0,-20.37992962
18068,0.005572792142629623,-0.8784683346748352,36,0.0003,100.0,1806800,49626,18.6433162689209,1806699,0.007273111492395401,-22.66477183,,
,0.005349930841475725,0.19322344660758972,,0.0003,,1807000,,18.701051712036133,1806899,0.007261928170919418,,100.0,-20.45305822
18072,0.007302725687623024,-0.9972323179244995,36,0.0003,100.0,1807200,49639,18.8382625579834,1807099,0.007444299291819334,-22.68384062,,
,0.0144176771864295,-0.9569053649902344,,0.0003,,1807500,,19.089153289794922,1807399,0.007094315253198147,,100.0,-20.34307512
18076,0.015528088435530663,0.7843623161315918,36,0.0003,100.0,1807600,49651,18.94733428955078,1807499,0.00715933833271265,-22.614838589999998,,
,0.0034917837474495173,-0.384268194437027,,0.0003,,1808000,,18.831802368164062,1807899,0.0072150384075939655,,100.0,-20.33850226
18080,,,36,,100.0,1808000,49664,,,,-22.665160050000004,,
18084,0.005827813409268856,-0.6460686326026917,36,0.0003,100.0,1808400,49669,18.913280487060547,1808299,0.007285065017640591,-22.593571779999998,,
,0.008787225931882858,-0.36277082562446594,,0.0003,,1808500,,18.5184383392334,1808399,0.0072051784954965115,,100.0,-20.32199936
18088,0.008236115798354149,0.8955154418945312,36,0.0003,100.0,1808800,49681,18.805864334106445,1808699,0.007226428482681513,-22.57706148,,
,0.009779360145330429,-0.5525477528572083,,0.0003,,1809000,,18.76978302001953,1808899,0.007399078458547592,,100.0,-20.3622029
18092,0.010185733437538147,-0.5168060064315796,36,0.0003,100.0,1809200,49694,18.815183639526367,1809099,0.007284266408532858,-22.641642580000003,,
,0.005064745899289846,-0.2149932086467743,,0.0003,,1809500,,18.780960083007812,1809399,0.0073908171616494656,,100.0,-20.46877708
18096,0.004878876730799675,0.3649282455444336,36,0.0003,100.0,1809600,49706,19.098560333251953,1809499,0.007454664446413517,-22.623916020000003,,
,0.012002425268292427,0.10938286781311035,,0.0003,,1810000,,18.895246505737305,1809899,0.007572625298053026,,100.0,-20.2616074
18100,,,36,,100.0,1810000,49719,,,,-22.61312868,,
18104,0.007493858225643635,0.018232986330986023,36,0.0003,100.0,1810400,49724,19.082664489746094,1810299,0.0074320100247859955,-22.639854400000004,,
,0.009082108736038208,-0.1691758781671524,,0.0003,,1810500,,18.9360294342041,1810399,0.007268628105521202,,100.0,-20.41373936
18108,0.007077823858708143,0.29576215147972107,36,0.0003,100.0,1810800,49736,18.691787719726562,1810699,0.007320583797991276,-22.58387606000001,,
,0.003692797850817442,1.0269436836242676,,0.0003,,1811000,,18.640460968017578,1810899,0.007564541418105364,,100.0,-20.406585460000002
18112,0.01106193009763956,0.47869524359703064,36,0.0003,100.0,1811200,49749,19.010051727294922,1811099,0.007639686111360788,-22.654367059999995,,
,0.008569661527872086,0.6758102774620056,,0.0003,,1811500,,18.575143814086914,1811399,0.007359963841736317,,100.0,-20.71483032
18116,0.005894288420677185,-0.9503793716430664,36,0.0003,100.0,1811600,49761,18.875354766845703,1811499,0.007360314484685659,-22.667346580000004,,
,0.006684067193418741,0.9396587014198303,,0.0003,,1812000,,18.97378158569336,1811899,0.007028866559267044,,100.0,-20.39642456
18120,,,36,,100.0,1812000,49774,,,,-22.7031899,,
18124,0.011005040258169174,-0.20388704538345337,36,0.0003,100.0,1812400,49779,18.71029281616211,1812299,0.00749068520963192,-22.724431790000004,,
,0.008134152740240097,-0.3766530752182007,,0.0003,,1812500,,19.116151809692383,1812399,0.007613325025886297,,100.0,-20.32850286
18128,0.006798991933465004,0.02075307071208954,36,0.0003,100.0,1812800,49791,18.609468460083008,1812699,0.007406025659292936,-22.71669098,,
,0.006002563051879406,-2.2904586791992188,,0.0003,,1813000,,18.654335021972656,1812899,0.007334000896662474,,100.0,-20.3598666
18132,0.008227420970797539,1.355923056602478,36,0.0003,100.0,1813200,49804,18.970705032348633,1813099,0.007208360359072685,-22.706692949999997,,
,0.02236734703183174,-0.40792396664619446,,0.0003,,1813500,,19.274795532226562,1813399,0.0072121769189834595,,100.0,-20.38555404
18136,0.00816551223397255,0.7385402917861938,36,0.0003,100.0,1813600,49816,18.754180908203125,1813499,0.0071881916373968124,-22.706838110000003,,
,0.0067310454323887825,0.04636360704898834,,0.0003,,1814000,,19.020883560180664,1813899,0.007319152820855379,,100.0,-20.21905704
18140,,,36,,100.0,1814000,49829,,,,-22.654780430000002,,
18144,0.008258594200015068,0.5714162588119507,36,0.0003,100.0,1814400,49834,18.737285614013672,1814299,0.007464393507689238,-22.66156621,,
,0.0035701305605471134,0.24473446607589722,,0.0003,,1814500,,18.54755973815918,1814399,0.007502800319343805,,100.0,-20.25863878
18148,0.02163716033101082,-0.18036609888076782,36,0.0003,100.0,1814800,49847,18.796459197998047,1814699,0.007431368343532085,-22.592272160000004,,
,0.003247133456170559,0.3317868709564209,,0.0003,,1815000,,18.602352142333984,1814899,0.007006305735558271,,100.0,-20.39189134
18152,0.010375683195888996,-1.4042868614196777,36,0.0003,100.0,1815200,49859,18.72838592529297,1815099,0.006836405489593744,-22.616726130000004,,
,0.006364514585584402,1.2286784648895264,,0.0003,,1815500,,19.05522918701172,1815399,0.007117959670722485,,100.0,-20.40332652
18156,0.006170694716274738,1.315721035003662,36,0.0003,100.0,1815600,49872,18.753204345703125,1815499,0.007286767475306988,-22.617139939999998,,
,0.00712698744609952,-0.6266390681266785,,0.0003,,1816000,,18.760053634643555,1815899,0.0069222175516188145,,100.0,-20.246880100000002
18160,,,36,,100.0,1816000,49884,,,,-22.694917899999997,,
18164,0.007281255442649126,1.5313827991485596,36,0.0003,100.0,1816400,49889,18.991649627685547,1816299,0.007182243745774031,-22.728689259999996,,
,0.008917568251490593,0.07767975330352783,,0.0003,,1816500,,18.221343994140625,1816399,0.007314997259527445,,100.0,-20.33345936
18168,0.005522199906408787,-0.8574466109275818,36,0.0003,100.0,1816800,49902,19.027408599853516,1816699,0.007216270547360182,-22.75978032,,
,0.00804099254310131,-0.8268554210662842,,0.0003,,1817000,,19.049985885620117,1816899,0.006945716217160225,,100.0,-20.375151419999998
18172,0.007184207905083895,1.0376914739608765,36,0.0003,100.0,1817200,49914,18.587722778320312,1817099,0.006764205638319254,-22.7340661,,
,0.007757815532386303,-0.1246509850025177,,0.0003,,1817500,,18.832101821899414,1817399,0.007249597460031509,,100.0,-20.24694196
18176,0.00839492492377758,-0.17473596334457397,36,0.0003,100.0,1817600,49927,18.813152313232422,1817499,0.007023763842880726,-22.770398880000005,,
,0.010833455249667168,0.9607850313186646,,0.0003,,1818000,,19.307811737060547,1817899,0.007272747345268726,,100.0,-20.173668120000002
18180,,,36,,100.0,1818000,49939,,,,-22.773874860000006,,
18184,0.0052546244114637375,-0.8697458505630493,36,0.0003,100.0,1818400,49945,18.26606559753418,1818299,0.006929052993655205,-22.747696770000008,,
,0.007737286388874054,0.5254053473472595,,0.0003,,1818500,,18.780235290527344,1818399,0.006924055982381105,,100.0,-20.552423559999998
18188,0.004099754616618156,0.8036975860595703,36,0.0003,100.0,1818800,49957,18.912845611572266,1818699,0.007119419518858194,-22.66852884,,
,0.00476326048374176,0.409294068813324,,0.0003,,1819000,,18.884197235107422,1818899,0.007095363922417164,,100.0,-20.187861520000002
18192,0.006860358640551567,1.7152981758117676,36,0.0003,100.0,1819200,49969,18.545198440551758,1819099,0.0074778273701667786,-22.72102346,,
,0.01522121112793684,-0.6551119089126587,,0.0003,,1819500,,18.53470230102539,1819399,0.007468384690582752,,100.0,-21.496771299999995
18196,0.0032339857425540686,-0.08296447992324829,36,0.0003,100.0,1819600,49982,18.809680938720703,1819499,0.007385863922536373,-22.77802205,,
,0.0037546404637396336,0.3252159059047699,,0.0003,,1820000,,18.74026107788086,1819899,0.007044388446956873,,100.0,-20.36813282
18200,,,36,,100.0,1820000,49994,,,,-22.730157329999997,,
18204,0.008542687632143497,-0.10308846086263657,36,0.0003,100.0,1820400,50000,18.502696990966797,1820299,0.0068780165165662766,-22.698880000000003,,
,0.005499615333974361,-0.5730103850364685,,0.0003,,1820500,,18.304697036743164,1820399,0.006878967862576246,,100.0,-20.456042319999998
18208,0.005715460516512394,1.3584046363830566,36,0.0003,100.0,1820800,50012,18.798246383666992,1820699,0.007265471387654543,-22.64682802,,
