time/episodes,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
,0.06336620450019836,0.41435134410858154,,0.0003,,518500,,27.58484649658203,518399,0.00789592694491148,,100.0,-25.08377132
5188,0.029380159452557564,-0.8835163116455078,36,0.0003,100.0,518800,14162,27.890380859375,518699,0.007900121621787548,-28.550502290000004,,
,0.031170643866062164,1.161651849746704,,0.0003,,519000,,27.54905128479004,518899,0.00803739856928587,,100.0,-26.081773380000005
5192,0.03127485141158104,-0.12007687985897064,36,0.0003,100.0,519200,14174,27.55966567993164,519099,0.007998485118150711,-28.4215472,,
,0.03354474902153015,-0.23634940385818481,,0.0003,,519500,,27.428815841674805,519399,0.007940195500850677,,100.0,-25.799286699999996
5196,0.054941289126873016,0.218607097864151,36,0.0003,100.0,519600,14187,27.366199493408203,519499,0.007909952662885189,-28.328697589999997,,
,0.03395788371562958,0.4317484200000763,,0.0003,,520000,,28.094865798950195,519899,0.008003505878150463,,100.0,-25.666162240000002
5200,,,36,,100.0,520000,14199,,,,-28.235856740000003,,
5204,0.02827467955648899,-0.25209206342697144,36,0.0003,100.0,520400,14204,26.753103256225586,520299,0.007803754415363073,-28.348120830000003,,
,0.030558666214346886,-0.5053205490112305,,0.0003,,520500,,28.3128662109375,520399,0.007817739620804787,,100.0,-26.598072339999998
5208,0.06759984791278839,-0.4680923521518707,36,0.0003,100.0,520800,14217,27.749547958374023,520699,0.007943971082568169,-28.350924389999996,,
,0.031586457043886185,0.7349609136581421,,0.0003,,521000,,27.945316314697266,520899,0.008055822923779488,,100.0,-25.80416776
5212,0.03488023579120636,0.9560155868530273,36,0.0003,100.0,521200,14229,27.676162719726562,521099,0.008151746354997158,-28.319386280000003,,
,0.06160964071750641,0.14560681581497192,,0.0003,,521500,,27.736766815185547,521399,0.007986076176166534,,100.0,-25.3904884
5216,0.039100341498851776,-0.4769293963909149,36,0.0003,100.0,521600,14242,26.756284713745117,521499,0.007976493798196316,-28.404381960000002,,
,0.04051348194479942,-0.5351617932319641,,0.0003,,522000,,27.184993743896484,521899,0.007962805218994617,,100.0,-25.95661084
5220,,,36,,100.0,522000,14254,,,,-28.4382359,,
5224,0.05044969543814659,1.0292956829071045,36,0.0003,100.0,522400,14259,27.739879608154297,522299,0.007823052816092968,-28.36613487,,
,0.02618233487010002,-0.29205483198165894,,0.0003,,522500,,27.606538772583008,522399,0.007891470566391945,,100.0,-25.35257782
5228,0.03893205150961876,0.2807575464248657,36,0.0003,100.0,522800,14271,27.15441131591797,522699,0.008073747158050537,-28.33238295,,
,0.0340459868311882,0.529334306716919,,0.0003,,523000,,27.7843074798584,522899,0.007948328740894794,,100.0,-25.88326416
5232,0.03829266503453255,0.16894248127937317,36,0.0003,100.0,523200,14284,28.298492431640625,523099,0.00791771151125431,-28.372359420000002,,
,0.028376370668411255,-1.3119903802871704,,0.0003,,523500,,27.518577575683594,523399,0.008142290636897087,,100.0,-25.872320020000004
5236,0.04361599311232567,-0.8360006809234619,36,0.0003,100.0,523600,14296,27.10735511779785,523499,0.00810325238853693,-28.31287381,,
,0.03521455079317093,-0.5062119960784912,,0.0003,,524000,,27.767452239990234,523899,0.008088243193924427,,100.0,-25.78210938
5240,,,36,,100.0,524000,14309,,,,-28.340202459999997,,
5244,0.03862113505601883,0.5907479524612427,36,0.0003,100.0,524400,14314,27.72576904296875,524299,0.008166722021996975,-28.332348250000006,,
,0.030522141605615616,-0.5986217260360718,,0.0003,,524500,,27.764873504638672,524399,0.008212700486183167,,100.0,-25.29804086
5248,0.03644245117902756,0.6116946339607239,36,0.0003,100.0,524800,14326,27.539268493652344,524699,0.007898863404989243,-28.355718420000002,,
,0.04589107260107994,0.6179208159446716,,0.0003,,525000,,27.29490089416504,524899,0.00797929335385561,,100.0,-26.58703398
5252,0.05324016883969307,-0.0027525797486305237,36,0.0003,100.0,525200,14338,27.24703598022461,525099,0.008077825419604778,-28.339574150000004,,
,0.028547028079628944,0.10288074612617493,,0.0003,,525500,,27.420021057128906,525399,0.007913204841315746,,100.0,-25.57978316
5256,0.05721895396709442,-0.25277090072631836,36,0.0003,100.0,525600,14351,27.04628562927246,525499,0.00800067838281393,-28.378915390000003,,
,0.05977269262075424,0.5043346881866455,,0.0003,,526000,,28.04824447631836,525899,0.008006914518773556,,100.0,-25.41206848
5260,,,36,,100.0,526000,14363,,,,-28.370625980000003,,
5264,0.034633126109838486,-1.744394063949585,36,0.0003,100.0,526400,14368,27.04130744934082,526299,0.007952556014060974,-28.270418579999998,,
,0.02853204682469368,-0.45711398124694824,,0.0003,,526500,,26.933773040771484,526399,0.007972614839673042,,100.0,-25.40336176
5268,0.045558393001556396,0.20937249064445496,36,0.0003,100.0,526800,14380,27.87408447265625,526699,0.007976326160132885,-28.212673640000002,,
,0.04128922149538994,1.360491394996643,,0.0003,,527000,,27.829891204833984,526899,0.008221324533224106,,100.0,-25.25997446
5272,0.03576461970806122,0.18549229204654694,36,0.0003,100.0,527200,14393,26.84088897705078,527099,0.008140726014971733,-28.13842743999999,,
,0.042131803929805756,-0.37030482292175293,,0.0003,,527500,,27.72722816467285,527399,0.008266988210380077,,100.0,-25.94321884
5276,0.035954296588897705,-0.25745779275894165,36,0.0003,100.0,527600,14405,26.924823760986328,527499,0.008263661526143551,-28.030039750000004,,
,0.028148408979177475,0.05365031957626343,,0.0003,,528000,,27.52214813232422,527899,0.007856507785618305,,100.0,-25.2614374
5280,,,36,,100.0,528000,14418,,,,-27.956136750000006,,
5284,0.028160588815808296,-0.010544419288635254,36,0.0003,100.0,528400,14423,27.455406188964844,528299,0.00802723690867424,-27.849571660000002,,
,0.034040894359350204,-0.03734469413757324,,0.0003,,528500,,27.55111312866211,528399,0.008103924803435802,,100.0,-26.368296399999995
5288,0.029925284907221794,0.593081533908844,36,0.0003,100.0,528800,14435,27.449554443359375,528699,0.008032030425965786,-27.774537180000003,,
,0.03457722067832947,0.37899449467658997,,0.0003,,529000,,27.697315216064453,528899,0.0078041222877800465,,100.0,-25.838017579999995
5292,0.06910800188779831,-0.10256485641002655,36,0.0003,100.0,529200,14448,26.999908447265625,529099,0.007932747714221478,-27.78667603,,
,0.030137665569782257,-0.09036284685134888,,0.0003,,529500,,27.022260665893555,529399,0.007787691429257393,,100.0,-25.365799279999997
5296,0.0677122175693512,0.07493901252746582,36,0.0003,100.0,529600,14460,26.85626220703125,529499,0.007789259310811758,-27.90102789,,
,0.04367367923259735,-1.0631904602050781,,0.0003,,530000,,26.938800811767578,529899,0.007872644811868668,,100.0,-25.706076239999998
5300,,,36,,100.0,530000,14473,,,,-27.84039912,,
5304,0.04913472384214401,1.2136542797088623,36,0.0003,100.0,530400,14478,26.927486419677734,530299,0.008025480434298515,-27.86061653,,
,0.028032023459672928,0.9044551849365234,,0.0003,,530500,,27.797107696533203,530399,0.008057408966124058,,100.0,-25.38103724
5308,0.03804527223110199,0.7947155237197876,36,0.0003,100.0,530800,14490,27.243457794189453,530699,0.007939680479466915,-27.89269499,,
,0.03826746344566345,-1.3402124643325806,,0.0003,,531000,,27.727718353271484,530899,0.007969805970788002,,100.0,-26.15306328
5312,0.028279833495616913,0.032797351479530334,36,0.0003,100.0,531200,14502,26.98465347290039,531099,0.007935963571071625,-27.790242170000003,,
,0.03499903529882431,0.1375904381275177,,0.0003,,531500,,27.50157356262207,531399,0.007783384993672371,,100.0,-25.583822780000002
5316,0.05509697645902634,0.2527275085449219,36,0.0003,100.0,531600,14515,27.45489501953125,531499,0.007843151688575745,-27.70810187,,
,0.027727998793125153,0.6784928441047668,,0.0003,,532000,,27.393157958984375,531899,0.008079920895397663,,100.0,-25.599484899999997
5320,,,36,,100.0,532000,14527,,,,-27.60984121,,
5324,0.03908621147274971,-0.14623978734016418,36,0.0003,100.0,532400,14532,27.904281616210938,532299,0.008041833527386189,-27.65087933,,
,0.03248460218310356,0.48293018341064453,,0.0003,,532500,,26.462642669677734,532399,0.008054631762206554,,100.0,-25.91663454
5328,0.053879283368587494,-0.3066929876804352,36,0.0003,100.0,532800,14545,27.273801803588867,532699,0.0079722311347723,-27.693814000000003,,
,0.0330190472304821,0.3167663812637329,,0.0003,,533000,,26.906888961791992,532899,0.008029170334339142,,100.0,-25.6821155
5332,0.02627905085682869,-0.25830310583114624,36,0.0003,100.0,533200,14557,27.04304313659668,533099,0.008000453002750874,-27.766352109999993,,
,0.02619967982172966,0.04921513795852661,,0.0003,,533500,,27.058305740356445,533399,0.00804313737899065,,100.0,-25.85628886
5336,0.031321849673986435,-0.5784697532653809,36,0.0003,100.0,533600,14570,27.320919036865234,533499,0.00808094535022974,-27.75578707,,
,0.029320787638425827,-0.6978273391723633,,0.0003,,534000,,27.093612670898438,533899,0.008125899359583855,,100.0,-25.396944079999997
5340,,,36,,100.0,534000,14582,,,,-27.803905479999997,,
5344,0.03984526917338371,0.5157367587089539,36,0.0003,100.0,534400,14587,27.85135269165039,534299,0.007933617569506168,-27.80375321,,
,0.02333064004778862,0.6238338947296143,,0.0003,,534500,,27.12247657775879,534399,0.007970589213073254,,100.0,-26.041841700000006
5348,0.02686455473303795,-0.24548380076885223,36,0.0003,100.0,534800,14600,27.34246826171875,534699,0.00795780960470438,-27.80107759000001,,
,0.03806525468826294,0.37704986333847046,,0.0003,,535000,,27.680606842041016,534899,0.007853919640183449,,100.0,-25.940543400000003
5352,0.03750365227460861,0.7241683602333069,36,0.0003,100.0,535200,14612,27.731380462646484,535099,0.007938503287732601,-27.732065849999998,,
,0.04566998407244682,0.6492990255355835,,0.0003,,535500,,27.323524475097656,535399,0.008041607216000557,,100.0,-25.90095612
5356,0.025130130350589752,-0.14776775240898132,36,0.0003,100.0,535600,14624,26.996334075927734,535499,0.008002001792192459,-27.70103335,,
,0.034110527485609055,0.4085806906223297,,0.0003,,536000,,27.35382652282715,535899,0.0077150557190179825,,100.0,-25.706786599999997
5360,,,36,,100.0,536000,14637,,,,-27.72290256,,
5364,0.03206177428364754,0.5624371767044067,36,0.0003,100.0,536400,14642,27.182580947875977,536299,0.007829147391021252,-27.819322640000006,,
,0.03166993334889412,-0.11542806029319763,,0.0003,,536500,,27.32668685913086,536399,0.00784598384052515,,100.0,-25.842783640000004
5368,0.02694845385849476,-0.18327194452285767,36,0.0003,100.0,536800,14654,26.94283676147461,536699,0.007950144819915295,-27.738016490000003,,
,0.023063141852617264,0.3427463173866272,,0.0003,,537000,,26.871910095214844,536899,0.008023945614695549,,100.0,-25.57229434
5372,0.0709100067615509,-0.29953789710998535,36,0.0003,100.0,537200,14667,26.85677146911621,537099,0.007921933196485043,-27.798851749999997,,
,0.026950601488351822,-0.8026100397109985,,0.0003,,537500,,27.42603302001953,537399,0.00796604435890913,,100.0,-25.95488918
5376,0.025084909051656723,1.637895107269287,36,0.0003,100.0,537600,14679,27.191659927368164,537499,0.007941062562167645,-27.843346309999998,,
,0.035810306668281555,0.1610012650489807,,0.0003,,538000,,27.139175415039062,537899,0.007979373447597027,,100.0,-24.920074900000003
5380,,,36,,100.0,538000,14692,,,,-27.902313440000004,,
5384,0.023879259824752808,-0.19374054670333862,36,0.0003,100.0,538400,14697,27.083372116088867,538299,0.00787045992910862,-27.977239720000007,,
,0.03202404826879501,0.5452635288238525,,0.0003,,538500,,26.619617462158203,538399,0.007930527441203594,,100.0,-25.24141616
5388,0.023116126656532288,-0.11018615961074829,36,0.0003,100.0,538800,14709,27.1505126953125,538699,0.008029426448047161,-27.961209839999995,,
,0.03266993165016174,-0.5961244106292725,,0.0003,,539000,,27.526296615600586,538899,0.008082270622253418,,100.0,-26.31632957999999
5392,0.03144778311252594,0.3257386088371277,36,0.0003,100.0,539200,14721,26.660741806030273,539099,0.008047863841056824,-28.0486437,,
,0.02385634556412697,-0.17003968358039856,,0.0003,,539500,,27.243194580078125,539399,0.007702156901359558,,100.0,-25.20118998
5396,0.02792881429195404,0.24466195702552795,36,0.0003,100.0,539600,14734,26.359066009521484,539499,0.007782357279211283,-27.851144879999996,,
,0.029137520119547844,0.6443632245063782,,0.0003,,540000,,27.286041259765625,539899,0.0078348433598876,,100.0,-24.742174700000007
5400,,,36,,100.0,540000,14746,,,,-27.86980391,,
5404,0.021219152957201004,0.7270539402961731,36,0.0003,100.0,540400,14751,26.788101196289062,540299,0.007749473676085472,-27.792321640000004,,
,0.028753072023391724,0.7595921158790588,,0.0003,,540500,,26.93510627746582,540399,0.00789391715079546,,100.0,-25.43916674
5408,0.03327459841966629,-0.39117562770843506,36,0.0003,100.0,540800,14764,27.07269859313965,540699,0.008004814386367798,-27.656423829999998,,
,0.01876070722937584,-0.5000325441360474,,0.0003,,541000,,27.145023345947266,540899,0.007964600808918476,,100.0,-25.438074779999997
5412,0.025472315028309822,-0.13936133682727814,36,0.0003,100.0,541200,14776,26.808473587036133,541099,0.007911654189229012,-27.690452580000002,,
,0.023453673347830772,-0.4258936643600464,,0.0003,,541500,,26.752592086791992,541399,0.008047549054026604,,100.0,-24.951037119999995
5416,0.04037170484662056,0.5064405202865601,36,0.0003,100.0,541600,14789,27.054367065429688,541499,0.007958815433084965,-27.66430729,,
,0.02690187469124794,-0.3747754693031311,,0.0003,,542000,,27.977779388427734,541899,0.007916570641100407,,100.0,-26.90949016
5420,,,36,,100.0,542000,14801,,,,-27.7219605,,
5424,0.028380487114191055,-1.4986157417297363,36,0.0003,100.0,542400,14806,27.442216873168945,542299,0.0080421706661582,-27.78788466,,
,0.013361084274947643,-1.3296459913253784,,0.0003,,542500,,26.774311065673828,542399,0.007898954674601555,,100.0,-24.888730940000002
5428,0.029076196253299713,0.9708658456802368,36,0.0003,100.0,542800,14818,26.89617919921875,542699,0.007836841978132725,-27.686138240000005,,
,0.022872650995850563,0.6625484228134155,,0.0003,,543000,,27.178335189819336,542899,0.008033979684114456,,100.0,-26.093876960000003
5432,0.043820783495903015,-1.4764347076416016,36,0.0003,100.0,543200,14831,27.348020553588867,543099,0.008015096187591553,-27.622533729999997,,
,0.03901378810405731,0.6925849914550781,,0.0003,,543500,,26.954174041748047,543399,0.008175305090844631,,100.0,-24.94458932
5436,0.025746913626790047,-0.7416700124740601,36,0.0003,100.0,543600,14843,27.34434700012207,543499,0.008087760768830776,-27.582275539999998,,
,0.026623740792274475,-0.3328455090522766,,0.0003,,544000,,27.928682327270508,543899,0.007996928878128529,,100.0,-25.383336160000002
5440,,,36,,100.0,544000,14856,,,,-27.55965262,,
5444,0.036942366510629654,1.1639189720153809,36,0.0003,100.0,544400,14861,26.896347045898438,544299,0.00801374763250351,-27.534498010000004,,
,0.03430456668138504,0.6170913577079773,,0.0003,,544500,,27.503915786743164,544399,0.00816629733890295,,100.0,-25.412381919999994
5448,0.02836361713707447,-0.8604535460472107,36,0.0003,100.0,544800,14873,26.683439254760742,544699,0.007807178422808647,-27.49652763,,
,0.0322093591094017,-0.29142504930496216,,0.0003,,545000,,27.596858978271484,544899,0.007973865605890751,,100.0,-25.27754404
5452,0.019838402047753334,0.0397917777299881,36,0.0003,100.0,545200,14886,26.40642547607422,545099,0.007980871945619583,-27.497868380000003,,
,0.025784626603126526,1.1718859672546387,,0.0003,,545500,,26.22454833984375,545399,0.008010447025299072,,100.0,-24.654276799999995
5456,0.04844244569540024,-0.8871212601661682,36,0.0003,100.0,545600,14898,26.997085571289062,545499,0.007919644005596638,-27.56457847,,
,0.020065348595380783,0.868826150894165,,0.0003,,546000,,27.36175537109375,545899,0.007940164767205715,,100.0,-25.061002520000002
5460,,,36,,100.0,546000,14911,,,,-27.55412707,,
5464,0.020449716597795486,0.008577391505241394,36,0.0003,100.0,546400,14916,26.751304626464844,546299,0.0080049904063344,-27.519605770000002,,
,0.02873971499502659,1.2038965225219727,,0.0003,,546500,,26.728057861328125,546399,0.007976249791681767,,100.0,-25.59503634
5468,0.0240209698677063,-0.3353509306907654,36,0.0003,100.0,546800,14928,26.86469841003418,546699,0.008089284412562847,-27.636059040000006,,
,0.022808674722909927,0.19264821708202362,,0.0003,,547000,,27.496150970458984,546899,0.007902801036834717,,100.0,-25.6551555
5472,0.022081609815359116,0.9519714117050171,36,0.0003,100.0,547200,14940,26.83928680419922,547099,0.00789645779877901,-27.627173930000005,,
,0.05325678735971451,-0.35455578565597534,,0.0003,,547500,,28.029836654663086,547399,0.007972226478159428,,100.0,-25.170544659999997
5476,0.031181717291474342,0.06267791986465454,36,0.0003,100.0,547600,14953,26.662017822265625,547499,0.0079217329621315,-27.62090834,,
,0.029792213812470436,-0.2998480200767517,,0.0003,,548000,,26.79106330871582,547899,0.008189955726265907,,100.0,-24.463539680000007
5480,,,36,,100.0,548000,14965,,,,-27.57257032,,
5484,0.02830667793750763,0.85288006067276,36,0.0003,100.0,548400,14970,27.202556610107422,548299,0.00807231105864048,-27.462458370000004,,
,0.025997748598456383,-0.09120878577232361,,0.0003,,548500,,27.418777465820312,548399,0.008123106323182583,,100.0,-24.7648817
5488,0.025413013994693756,-0.4783611297607422,36,0.0003,100.0,548800,14982,26.5766544342041,548699,0.00833223294466734,-27.547483289999995,,
,0.037322260439395905,-0.647452175617218,,0.0003,,549000,,27.442697525024414,548899,0.008152457885444164,,100.0,-25.85688834
5492,0.04913848266005516,-0.001100391149520874,36,0.0003,100.0,549200,14995,27.516326904296875,549099,0.008103236556053162,-27.414670570000002,,
,0.039191097021102905,0.8759443759918213,,0.0003,,549500,,27.29723358154297,549399,0.0080234594643116,,100.0,-25.489639240000002
5496,0.0479443222284317,-1.2030010223388672,36,0.0003,100.0,549600,15008,27.15924835205078,549499,0.008171236142516136,-27.48565816,,
,0.04007582366466522,0.24759235978126526,,0.0003,,550000,,27.110933303833008,549899,0.008088293485343456,,100.0,-25.916668919999996
5500,,,36,,100.0,550000,15020,,,,-27.44938476,,
5504,0.026452641934156418,-0.310306578874588,36,0.0003,100.0,550400,15025,27.038930892944336,550299,0.008257335983216763,-27.369675729999997,,
,0.026268091052770615,-0.01792430877685547,,0.0003,,550500,,27.34343147277832,550399,0.008378783240914345,,100.0,-25.0117899
5508,0.040731508284807205,-0.34420859813690186,36,0.0003,100.0,550800,15038,27.357973098754883,550699,0.008064385503530502,-27.42539417,,
,0.029393484815955162,-1.5737082958221436,,0.0003,,551000,,26.814449310302734,550899,0.008105803281068802,,100.0,-24.81882814
5512,0.02467607706785202,0.4087115526199341,36,0.0003,100.0,551200,15050,26.305736541748047,551099,0.008035807870328426,-27.36200449,,
,0.027982981875538826,0.3028221130371094,,0.0003,,551500,,27.433937072753906,551399,0.007996848784387112,,100.0,-25.4280458
5516,0.028012214228510857,0.13615679740905762,36,0.0003,100.0,551600,15063,27.284887313842773,551499,0.008057133294641972,-27.36403623,,
,0.023305850103497505,0.45803916454315186,,0.0003,,552000,,27.31209945678711,551899,0.008234337903559208,,100.0,-25.40119804
5520,,,36,,100.0,552000,15075,,,,-27.29960935,,
5524,0.032564811408519745,-0.7409060001373291,36,0.0003,100.0,552400,15080,27.32088851928711,552299,0.00823646318167448,-27.250164990000002,,
,0.023390134796500206,0.15337416529655457,,0.0003,,552500,,27.356155395507812,552399,0.008110655471682549,,100.0,-24.64532044
5528,0.031017089262604713,-0.4551156759262085,36,0.0003,100.0,552800,15093,26.722558975219727,552699,0.008101177401840687,-27.275634059999998,,
,0.03256187587976456,0.28945404291152954,,0.0003,,553000,,26.835140228271484,552899,0.008184006437659264,,100.0,-24.7885252
5532,0.017655164003372192,-0.38027870655059814,36,0.0003,100.0,553200,15105,26.533306121826172,553099,0.008286022581160069,-27.24106009,,
,0.02484491840004921,1.3285669088363647,,0.0003,,553500,,26.93582534790039,553399,0.0080144964158535,,100.0,-24.811174559999998
5536,0.030662652105093002,-0.07044686377048492,36,0.0003,100.0,553600,15117,26.981719970703125,553499,0.008160057477653027,-27.16714407,,
,0.02633718028664589,-0.19908687472343445,,0.0003,,554000,,27.85724639892578,553899,0.00816048588603735,,100.0,-25.69467974
5540,,,36,,100.0,554000,15130,,,,-27.06904439,,
5544,0.033713653683662415,-0.13601726293563843,36,0.0003,100.0,554400,15135,27.563663482666016,554299,0.008156878873705864,-27.123138539999996,,
,0.030483759939670563,-1.0601625442504883,,0.0003,,554500,,27.41579818725586,554399,0.008222779259085655,,100.0,-26.029671299999997
5548,0.024892140179872513,0.13376152515411377,36,0.0003,100.0,554800,15147,26.837095260620117,554699,0.008042925968766212,-27.030470709999996,,
,0.025467077270150185,-0.08847537636756897,,0.0003,,555000,,27.237178802490234,554899,0.007981553673744202,,100.0,-25.796881140000004
5552,0.06212393939495087,0.7921024560928345,36,0.0003,100.0,555200,15160,26.638771057128906,555099,0.008022747933864594,-26.9977861,,
,0.03258400410413742,-0.7071927785873413,,0.0003,,555500,,27.36660385131836,555399,0.008208017796278,,100.0,-24.865995480000002
5556,0.02736656740307808,-2.173643112182617,36,0.0003,100.0,555600,15172,26.433565139770508,555499,0.00808724481612444,-26.88159947,,
,0.057893428951501846,-0.969072699546814,,0.0003,,556000,,27.230772018432617,555899,0.007901123724877834,,100.0,-25.766269760000004
5560,,,36,,100.0,556000,15185,,,,-26.832904250000002,,
5564,0.03684820979833603,-0.02605559676885605,36,0.0003,100.0,556400,15189,26.963850021362305,556299,0.007989945821464062,-26.842629430000002,,
,0.037767477333545685,0.6755356788635254,,0.0003,,556500,,27.57098960876465,556399,0.00800879392772913,,100.0,-26.602089139999997
5568,0.029798857867717743,0.08597193658351898,36,0.0003,100.0,556800,15202,26.81836700439453,556699,0.008174766786396503,-26.73667307,,
,0.036155059933662415,0.7161573171615601,,0.0003,,557000,,27.44573211669922,556899,0.00820841733366251,,100.0,-26.008937760000002
5572,0.035394087433815,1.213677167892456,36,0.0003,100.0,557200,15214,27.449968338012695,557099,0.0084038395434618,-26.681143450000004,,
,0.028149420395493507,-0.5595560669898987,,0.0003,,557500,,27.300518035888672,557399,0.008216324262320995,,100.0,-25.907060039999998
5576,0.02617395482957363,-1.2566320896148682,36,0.0003,100.0,557600,15227,26.887142181396484,557499,0.008154471404850483,-26.633867360000004,,
,0.03532881662249565,0.9572136402130127,,0.0003,,558000,,27.509729385375977,557899,0.008146030828356743,,100.0,-24.788017459999995
5580,,,36,,100.0,558000,15239,,,,-26.664823109999997,,
5584,0.036476269364356995,-0.3262942135334015,36,0.0003,100.0,558400,15244,27.676658630371094,558299,0.008168146945536137,-26.75528331,,
,0.020359553396701813,-0.6409295797348022,,0.0003,,558500,,26.93979263305664,558399,0.008181996643543243,,100.0,-25.90979554
5588,0.028001263737678528,-0.4864477515220642,36,0.0003,100.0,558800,15257,26.909475326538086,558699,0.008100876584649086,-26.61321288000001,,
,0.02239350602030754,-0.07168805599212646,,0.0003,,559000,,26.630001068115234,558899,0.008050373755395412,,100.0,-25.646007960000002
5592,0.038060128688812256,0.0137099027633667,36,0.0003,100.0,559200,15269,26.560993194580078,559099,0.007926183752715588,-26.64354754,,
,0.03230809420347214,1.0258293151855469,,0.0003,,559500,,27.15326499938965,559399,0.008007311262190342,,100.0,-25.29792406
5596,0.02463017776608467,0.16690678894519806,36,0.0003,100.0,559600,15281,26.795969009399414,559499,0.007991942577064037,-26.656922840000004,,
,0.02452768012881279,-0.003384828567504883,,0.0003,,560000,,26.795351028442383,559899,0.008004742674529552,,100.0,-24.98101556
5600,,,36,,100.0,560000,15294,,,,-26.69436991,,
5604,0.03733157366514206,-0.08741070330142975,36,0.0003,100.0,560400,15299,26.02059555053711,560299,0.008197477087378502,-26.74367434,,
,0.03884460777044296,-0.8441764116287231,,0.0003,,560500,,27.094518661499023,560399,0.00808075349777937,,100.0,-25.136121540000005
5608,0.027202801778912544,-0.5342458486557007,36,0.0003,100.0,560800,15311,26.966522216796875,560699,0.008031165227293968,-26.675622519999997,,
,0.031591206789016724,0.14469701051712036,,0.0003,,561000,,27.0166015625,560899,0.008010855875909328,,100.0,-24.534444120000003
5612,0.034558333456516266,-0.265112042427063,36,0.0003,100.0,561200,15324,26.8881893157959,561099,0.00794154405593872,-26.844717610000004,,
,0.032802991569042206,-0.44289880990982056,,0.0003,,561500,,26.969839096069336,561399,0.008141622878611088,,100.0,-25.29873374
5616,0.028393030166625977,-0.14898096024990082,36,0.0003,100.0,561600,15336,27.02301597595215,561499,0.008120771497488022,-26.792898190000006,,
,0.032054558396339417,-0.01509702205657959,,0.0003,,562000,,27.374778747558594,561899,0.008012540638446808,,100.0,-24.478298799999997
5620,,,36,,100.0,562000,15349,,,,-26.77872961,,
5624,0.044610798358917236,0.7181065082550049,36,0.0003,100.0,562400,15353,27.346576690673828,562299,0.007874458096921444,-26.837073280000006,,
,0.12150920927524567,1.301666259765625,,0.0003,,562500,,26.342689514160156,562399,0.007933511398732662,,100.0,-24.74292422
5628,0.037314947694540024,0.15364454686641693,36,0.0003,100.0,562800,15366,27.204389572143555,562699,0.008047675713896751,-26.81231848,,
,0.028786640614271164,1.6786003112792969,,0.0003,,563000,,27.09711456298828,562899,0.008055788464844227,,100.0,-26.803640719999997
5632,0.03453410789370537,-1.4808017015457153,36,0.0003,100.0,563200,15378,26.738779067993164,563099,0.008022606372833252,-26.767226339999997,,
,0.020010706037282944,-0.9443547129631042,,0.0003,,563500,,26.861019134521484,563399,0.00795329175889492,,100.0,-27.714779840000006
5636,0.028922274708747864,1.1448405981063843,36,0.0003,100.0,563600,15390,26.980762481689453,563499,0.008101938292384148,-26.80459287,,
,0.028544720262289047,-0.77592533826828,,0.0003,,564000,,27.447751998901367,563899,0.007978939451277256,,100.0,-27.332533239999997
5640,,,36,,100.0,564000,15403,,,,-26.855771339999997,,
5644,0.028311027213931084,-0.7369475364685059,36,0.0003,100.0,564400,15407,26.821636199951172,564299,0.007953637279570103,-26.795485050000003,,
,0.032436154782772064,0.3632476329803467,,0.0003,,564500,,26.76795768737793,564399,0.007926777936518192,,100.0,-25.424535719999998
5648,0.03932627663016319,-1.1612939834594727,36,0.0003,100.0,564800,15420,26.823862075805664,564699,0.00781305506825447,-26.888043149999998,,
,0.03050854615867138,0.4770646393299103,,0.0003,,565000,,26.567398071289062,564899,0.007838048972189426,,100.0,-26.51115208
5652,0.024270184338092804,-0.32822662591934204,36,0.0003,100.0,565200,15433,26.75564956665039,565099,0.007851436734199524,-26.95441345,,
,0.023122355341911316,-1.1801902055740356,,0.0003,,565500,,26.735130310058594,565399,0.007898529060184956,,100.0,-25.832173240000003
5656,0.025500088930130005,-0.4720885455608368,36,0.0003,100.0,565600,15445,27.58953857421875,565499,0.00784303992986679,-27.11444582,,
,0.05120004713535309,0.18605229258537292,,0.0003,,566000,,26.21318817138672,565899,0.00783538818359375,,100.0,-25.919055679999996
5660,,,36,,100.0,566000,15458,,,,-27.118697450000003,,
5664,0.03326880931854248,0.3169664442539215,36,0.0003,100.0,566400,15463,26.77960205078125,566299,0.007749898824840784,-27.139668580000002,,
,0.03438057377934456,0.33324411511421204,,0.0003,,566500,,26.74249839782715,566399,0.007724121678620577,,100.0,-28.51853846
5668,0.03210394084453583,0.736418604850769,36,0.0003,100.0,566800,15475,27.219982147216797,566699,0.00787843856960535,-27.32626547,,
,0.025444824248552322,-0.026536405086517334,,0.0003,,567000,,26.462936401367188,566899,0.007864720188081264,,100.0,-26.661364359999997
5672,0.06136166304349899,0.9413337707519531,36,0.0003,100.0,567200,15488,26.650829315185547,567099,0.0077440994791686535,-27.398906630000006,,
,0.032420217990875244,-1.30440092086792,,0.0003,,567500,,26.010515213012695,567399,0.007883933372795582,,100.0,-25.949548480000004
5676,0.021297089755535126,0.5403151512145996,36,0.0003,100.0,567600,15500,25.613521575927734,567499,0.007740134373307228,-27.532471190000003,,
