time/time_elapsed,train/n_updates,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,rollout/ep_len_mean,time/episodes,train/actor_loss,time/fps,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
291,10699,0.04663904756307602,0.0003,-99.12210512000003,10800,0.014016259461641312,100.0,108,-0.927372932434082,37,-19.293203353881836,,
,10899,0.04427475854754448,0.0003,,11000,0.015588159672915936,,,-0.18781161308288574,,-20.26993179321289,100.0,-39.72699672
304,11099,0.04203784093260765,0.0003,-95.37991584,11200,0.0157608799636364,100.0,112,0.3853919506072998,36,-19.150978088378906,,
,11399,0.038917649537324905,0.0003,,11500,0.014821530319750309,,,1.136758804321289,,-18.08578872680664,100.0,-39.817088379999994
317,11499,0.037936996668577194,0.0003,-91.70758784,11600,0.016598684713244438,100.0,116,1.4530341625213623,36,-18.649953842163086,,
,11899,0.0342889130115509,0.0003,,12000,0.011207468807697296,,,2.4121108055114746,,-17.533174514770508,100.0,-39.70279609999999
329,,,,-87.92470937,12000,,100.0,120,,36,,,
334,12299,0.031028173863887787,0.0003,-84.49658068,12400,0.015132103115320206,100.0,124,3.262059450149536,37,-17.042255401611328,,
,12399,0.030271083116531372,0.0003,,12500,0.013930903747677803,,,3.566580057144165,,-16.419986724853516,100.0,-39.2290958
347,12699,0.028134716674685478,0.0003,-80.99471109000001,12800,0.01574394479393959,100.0,128,4.343910217285156,36,-16.122636795043945,,
,12899,0.0268085990101099,0.0003,,13000,0.016568271443247795,,,4.918113708496094,,-15.239433288574219,100.0,-40.86396104
359,13099,0.025556230917572975,0.0003,-77.5521762,13200,0.015001537278294563,100.0,132,5.170248031616211,36,-14.891960144042969,,
,13399,0.023797672241926193,0.0003,,13500,0.016109058633446693,,,6.157695293426514,,-14.32759952545166,100.0,-38.75233346
372,13499,0.023243911564350128,0.0003,-74.50643305,13600,0.015013346448540688,100.0,136,6.208228588104248,36,-13.846940040588379,,
,13899,0.021164502948522568,0.0003,,14000,0.01344598364084959,,,7.057616710662842,,-13.25801944732666,100.0,-38.4602095
385,,,,-71.38584670999998,14000,,100.0,140,,36,,,
390,14299,0.019306285306811333,0.0003,-68.51681888999998,14400,0.01661120355129242,100.0,144,7.923892974853516,36,-12.07863712310791,,
,14399,0.018871555104851723,0.0003,,14500,0.013831434771418571,,,8.1348237991333,,-11.797149658203125,100.0,-39.45406671999999
402,14699,0.01764785870909691,0.0003,-66.19046318,14800,0.011722677387297153,100.0,148,8.684255599975586,36,-10.429769515991211,,
,14899,0.016881156712770462,0.0003,,15000,0.013705410063266754,,,8.881903648376465,,-10.09266471862793,100.0,-38.012736499999995
414,15099,0.016160666942596436,0.0003,-63.74149551000001,15200,0.012144042178988457,100.0,152,9.346055030822754,36,-10.16943645477295,,
,15399,0.015161979012191296,0.0003,,15500,0.01587001420557499,,,10.095062255859375,,-9.240495681762695,100.0,-38.2238326
427,15499,0.014846785925328732,0.0003,-61.41048264,15600,0.0141268540173769,100.0,156,9.969633102416992,36,-8.800701141357422,,
,15899,0.013690445572137833,0.0003,,16000,0.014536235481500626,,,10.926692962646484,,-7.496764183044434,100.0,-39.00664286
440,,,,-59.13269127,16000,,100.0,160,,36,,,
444,16299,0.012666912749409676,0.0003,-57.26019644,16400,0.01121544186025858,100.0,164,11.520668029785156,36,-5.482494354248047,,
,16399,0.012433313764631748,0.0003,,16500,0.014462055638432503,,,11.610511779785156,,-6.420210838317871,100.0,-39.3252206
457,16699,0.01178139541298151,0.0003,-55.60879126999998,16800,0.014068888500332832,100.0,168,12.494295120239258,36,-7.0842790603637695,,
,16899,0.011380060575902462,0.0003,,17000,0.012101942673325539,,,12.535701751708984,,-5.902570724487305,100.0,-38.43896324
470,17099,0.011007440276443958,0.0003,-53.7829023,17200,0.013419834896922112,100.0,172,12.8501615524292,36,-4.972624778747559,,
,17399,0.010504940524697304,0.0003,,17500,0.01500227302312851,,,13.143360137939453,,-2.510930061340332,100.0,-39.04940674
483,17499,0.010355518199503422,0.0003,-52.05989301,17600,0.011963021010160446,100.0,176,13.156159400939941,36,-3.8013484477996826,,
,17899,0.009803500957787037,0.0003,,18000,0.015465911477804184,,,13.803691864013672,,-3.3728561401367188,100.0,-38.31534014
495,,,,-50.593185250000005,18000,,100.0,180,,36,,,
500,18299,0.00934209767729044,0.0003,-49.30629352,18400,0.013223462738096714,100.0,184,14.639724731445312,36,-3.3004560470581055,,
,18399,0.009238794445991516,0.0003,,18500,0.012281032279133797,,,14.422555923461914,,-3.5932607650756836,100.0,-38.24638176
513,18699,0.00896504893898964,0.0003,-47.749385649999994,18800,0.014539670199155807,100.0,188,14.883827209472656,36,-1.8412330150604248,,
,18899,0.008815664798021317,0.0003,,19000,0.011113686487078667,,,15.396560668945312,,-0.9748077392578125,100.0,-37.680194740000005
525,19099,0.008695129305124283,0.0003,-46.531408350000014,19200,0.0160170029848814,100.0,192,15.460772514343262,36,-1.2716434001922607,,
,19399,0.00856300164014101,0.0003,,19500,0.012686952948570251,,,15.874080657958984,,-1.2270071506500244,100.0,-36.88850418
538,19499,0.008521698415279388,0.0003,-45.59622919000001,19600,0.01784500479698181,100.0,196,16.026935577392578,36,-1.3378267288208008,,
,19899,0.008371036499738693,0.0003,,20000,0.01304682157933712,,,16.699312210083008,,-0.743411660194397,100.0,-37.7490239
550,,,,-44.58725779,20000,,100.0,200,,36,,,
555,20299,0.008304154500365257,0.0003,-44.04811860000001,20400,0.01431296207010746,100.0,204,16.979808807373047,36,-0.16528919339179993,,
,20399,0.008291125297546387,0.0003,,20500,0.016917340457439423,,,17.044803619384766,,-1.116784930229187,100.0,-39.01222692
568,20699,0.008318619802594185,0.0003,-43.16442242000001,20800,0.015050031244754791,100.0,208,17.478769302368164,36,0.11405378580093384,,
,20899,0.00830274447798729,0.0003,,21000,0.014968842267990112,,,17.75994110107422,,1.8376604318618774,100.0,-38.236449480000005
580,21099,0.008309334516525269,0.0003,-42.59290177,21200,0.014864195138216019,100.0,212,18.001079559326172,36,-0.39457786083221436,,
,21399,0.008308321237564087,0.0003,,21500,0.011498937383294106,,,18.109270095825195,,0.22846755385398865,100.0,-39.63141622
593,21499,0.008332896046340466,0.0003,-42.09417804999999,21600,0.01326117105782032,100.0,216,18.639602661132812,36,-0.15295696258544922,,
,21899,0.008351990021765232,0.0003,,22000,0.014058088883757591,,,18.945783615112305,,0.3553743064403534,100.0,-38.8057094
606,,,,-41.5709142,22000,,100.0,220,,36,,,
611,22299,0.008423872292041779,0.0003,-41.19525849000001,22400,0.017294304445385933,100.0,224,19.19857406616211,36,0.1291285753250122,,
,22399,0.00838477909564972,0.0003,,22500,0.015290847979485989,,,19.677505493164062,,-0.832114577293396,100.0,-37.93141634
624,22699,0.008340281434357166,0.0003,-41.03169065,22800,0.010731166228652,100.0,228,19.85747718811035,36,-0.7355026006698608,,
,22899,0.00834314152598381,0.0003,,23000,0.016741398721933365,,,19.874534606933594,,-0.37983864545822144,100.0,-38.16959568
636,23099,0.008359563536942005,0.0003,-40.89722487,23200,0.013986344449222088,100.0,232,20.020889282226562,36,0.27844634652137756,,
,23399,0.008307203650474548,0.0003,,23500,0.011188710108399391,,,20.192337036132812,,0.3966754078865051,100.0,-38.93023262
649,23499,0.008304712362587452,0.0003,-40.62021332,23600,0.015106391161680222,100.0,236,20.386497497558594,36,-1.5257902145385742,,
,23899,0.00828746147453785,0.0003,,24000,0.015027642250061035,,,21.257888793945312,,-0.8480945229530334,100.0,-38.548232719999994
661,,,,-40.46718873,24000,,100.0,240,,36,,,
666,24299,0.008243212476372719,0.0003,-40.46024378,24400,0.017233971506357193,100.0,244,21.245704650878906,36,-0.8705705404281616,,
,24399,0.008237358182668686,0.0003,,24500,0.016605408862233162,,,21.62905502319336,,1.5056970119476318,100.0,-37.468791339999996
679,24699,0.008226575329899788,0.0003,-40.1512063,24800,0.01664966158568859,100.0,248,21.596214294433594,36,0.5621428489685059,,
,24899,0.008197711780667305,0.0003,,25000,0.01900278776884079,,,22.14655303955078,,1.9652801752090454,100.0,-37.49010558
691,25099,0.008214090950787067,0.0003,-40.08707267,25200,0.01412135362625122,100.0,252,21.924137115478516,36,0.6021969318389893,,
,25399,0.008264875039458275,0.0003,,25500,0.018973253667354584,,,22.23125457763672,,-0.779482901096344,100.0,-38.071122179999996
704,25499,0.008228587917983532,0.0003,-40.090630589999996,25600,0.014573972672224045,100.0,256,22.508037567138672,36,1.1472535133361816,,
,25899,0.008216151967644691,0.0003,,26000,0.015721395611763,,,22.534019470214844,,-0.8602440357208252,100.0,-39.45817358
716,,,,-39.90912806,26000,,100.0,260,,36,,,
721,26299,0.008258087560534477,0.0003,-40.03484583,26400,0.016435561701655388,100.0,264,23.136037826538086,36,1.3283759355545044,,
,26399,0.008279774338006973,0.0003,,26500,0.016440564766526222,,,23.103130340576172,,0.7049422264099121,100.0,-38.72566304
734,26699,0.008338536135852337,0.0003,-39.74582648,26800,0.021890949457883835,100.0,268,23.601455688476562,36,-1.870323896408081,,
,26899,0.008365150541067123,0.0003,,27000,0.01736706867814064,,,23.400209426879883,,1.9031586647033691,100.0,-38.995781
746,27099,0.008381041698157787,0.0003,-39.90360124,27200,0.020521920174360275,100.0,272,23.9215145111084,36,-0.7244333028793335,,
,27399,0.008373958058655262,0.0003,,27500,0.015977757051587105,,,24.121387481689453,,-0.9996427297592163,100.0,-38.841766379999996
759,27499,0.008326143957674503,0.0003,-40.16471988,27600,0.0186750665307045,100.0,276,24.38042449951172,36,0.6652663946151733,,
,27899,0.008239326067268848,0.0003,,28000,0.028579585254192352,,,24.45165252685547,,-0.23925815522670746,100.0,-42.357239959999994
771,,,,-40.24153897,28000,,100.0,280,,36,,,
776,28299,0.008309680037200451,0.0003,-40.321026030000006,28400,0.01876174844801426,100.0,284,24.899702072143555,36,0.5032505393028259,,
,28399,0.008294474333524704,0.0003,,28500,0.017270222306251526,,,25.17034149169922,,1.069554090499878,100.0,-41.07563480000001
789,28699,0.008305647410452366,0.0003,-40.48982586,28800,0.01780189946293831,100.0,288,25.19573974609375,36,1.7465217113494873,,
,28899,0.00825899001210928,0.0003,,29000,0.01861737109720707,,,25.150300979614258,,-1.331380844116211,100.0,-37.57082626
802,29099,0.008191511034965515,0.0003,-40.3922338,29200,0.015286912210285664,100.0,292,25.57027816772461,36,0.547048807144165,,
,29399,0.00819587055593729,0.0003,,29500,0.014401627704501152,,,25.347476959228516,,-0.09235379099845886,100.0,-39.611547640000005
814,29499,0.008219894021749496,0.0003,-40.08451564,29600,0.021049711853265762,100.0,296,25.596092224121094,36,0.9798566699028015,,
,29899,0.008266495540738106,0.0003,,30000,0.018313582986593246,,,26.10918426513672,,0.8559944033622742,100.0,-38.28129412
827,,,,-40.06599317,30000,,100.0,300,,36,,,
832,30299,0.008256874978542328,0.0003,-40.10937114,30400,0.0188838429749012,100.0,304,26.167537689208984,36,0.39354920387268066,,
,30399,0.008240127936005592,0.0003,,30500,0.019112203270196915,,,26.050914764404297,,-0.782770037651062,100.0,-39.16251978
845,30699,0.008274457417428493,0.0003,-40.33243773,30800,0.019259551540017128,100.0,308,26.505882263183594,36,-0.024910569190979004,,
,30899,0.008230836130678654,0.0003,,31000,0.016336895525455475,,,26.801172256469727,,1.2388064861297607,100.0,-38.32171096
857,31099,0.0083455890417099,0.0003,-40.27021887,31200,0.01764548197388649,100.0,312,26.960926055908203,36,-1.4585658311843872,,
,31399,0.00832140538841486,0.0003,,31500,0.021966347470879555,,,27.11376953125,,2.313009738922119,100.0,-37.89520846
870,31499,0.008334724232554436,0.0003,-40.22872837,31600,0.027759961783885956,100.0,316,27.505815505981445,36,-0.6085912585258484,,
,31899,0.008354869671165943,0.0003,,32000,0.018439803272485733,,,27.683032989501953,,0.003863513469696045,100.0,-37.37101382
883,,,,-40.28374849,32000,,100.0,320,,36,,,
888,32299,0.008431467227637768,0.0003,-40.04680931,32400,0.017174720764160156,100.0,324,27.33660888671875,36,1.2828631401062012,,
,32399,0.008461243472993374,0.0003,,32500,0.017387645319104195,,,27.70368003845215,,-1.3835440874099731,100.0,-38.5727466
900,32699,0.00846879929304123,0.0003,-40.1025202,32800,0.020897231996059418,100.0,328,27.941965103149414,36,-0.5836224555969238,,
,32899,0.008514435961842537,0.0003,,33000,0.02008853480219841,,,27.95712661743164,,0.3619581460952759,100.0,-37.92780782
913,33099,0.008511866442859173,0.0003,-39.68194747,33200,0.02315615862607956,100.0,332,28.091894149780273,36,1.0955710411071777,,
,33399,0.008579211309552193,0.0003,,33500,0.014678184874355793,,,28.274974822998047,,1.7975075244903564,100.0,-38.23331944
926,33499,0.008639289997518063,0.0003,-39.54739558,33600,0.02491503581404686,100.0,336,28.234996795654297,36,-0.765094518661499,,
,33899,0.008581657893955708,0.0003,,34000,0.020345237106084824,,,29.209644317626953,,-0.19237181544303894,100.0,-37.70283765999999
938,,,,-39.70804487,34000,,100.0,340,,36,,,
943,34299,0.008683822117745876,0.0003,-39.75676406,34400,0.023523852229118347,100.0,344,29.111690521240234,36,-0.4575103223323822,,
,34399,0.008710799738764763,0.0003,,34500,0.02323521114885807,,,28.953956604003906,,0.16374745965003967,100.0,-37.43424814
955,34699,0.008663163520395756,0.0003,-39.67355963,34800,0.020016346126794815,100.0,348,28.64575958251953,36,0.5397604703903198,,
,34899,0.00865113828331232,0.0003,,35000,0.021964335814118385,,,29.106151580810547,,-1.0022625923156738,100.0,-37.77735928
968,35099,0.008728115819394588,0.0003,-39.60962146,35200,0.022638987749814987,100.0,352,29.54196548461914,36,-0.026533424854278564,,
,35399,0.008694938383996487,0.0003,,35500,0.02697942405939102,,,29.73443603515625,,1.228757381439209,100.0,-44.260500199999996
980,35499,0.00871758908033371,0.0003,-40.08691021,35600,0.024401122704148293,100.0,356,29.615272521972656,36,0.7494781017303467,,
,35899,0.008881105110049248,0.0003,,36000,0.024574346840381622,,,29.30385971069336,,0.09653620421886444,100.0,-38.191171319999995
993,,,,-40.20588653,36000,,100.0,360,,36,,,
998,36299,0.008862423710525036,0.0003,-40.16888188,36400,0.02230113558471203,100.0,364,30.45429229736328,36,0.7556098699569702,,
,36399,0.008868926204741001,0.0003,,36500,0.02203647419810295,,,30.262950897216797,,1.142220377922058,100.0,-39.03371034
1010,36699,0.00891098566353321,0.0003,-40.45697812,36800,0.024591561406850815,100.0,368,30.390113830566406,36,1.0472748279571533,,
,36899,0.00892654713243246,0.0003,,37000,0.024426758289337158,,,30.56369400024414,,-0.030246388167142868,100.0,-38.82286228
1023,37099,0.0089448606595397,0.0003,-40.518336909999995,37200,0.031518418341875076,100.0,372,30.255281448364258,36,1.53196120262146,,
,37399,0.008944813162088394,0.0003,,37500,0.02262520045042038,,,31.002456665039062,,-1.289393424987793,100.0,-37.430877880000004
1035,37499,0.00895305722951889,0.0003,-40.3509994,37600,0.029100269079208374,100.0,376,30.324514389038086,36,0.8561419248580933,,
,37899,0.008941289968788624,0.0003,,38000,0.022037532180547714,,,31.150009155273438,,-0.9765450954437256,100.0,-41.98832652
1048,,,,-40.60460542,38000,,100.0,380,,36,,,
1053,38299,0.008928044699132442,0.0003,-40.69760307,38400,0.025348208844661713,100.0,384,31.1715087890625,36,0.509904146194458,,
,38399,0.008965600281953812,0.0003,,38500,0.02993757463991642,,,31.037879943847656,,-2.4538397789001465,100.0,-41.446612
1065,38699,0.009002936072647572,0.0003,-40.62182293,38800,0.029923325404524803,100.0,388,31.203704833984375,36,0.2790583372116089,,
,38899,0.008923644199967384,0.0003,,39000,0.03229496628046036,,,31.497034072875977,,-0.41405636072158813,100.0,-42.49157782
1078,39099,0.008919023908674717,0.0003,-40.73619393,39200,0.02476191520690918,100.0,392,31.141109466552734,36,1.6827034950256348,,
,39399,0.008983860723674297,0.0003,,39500,0.03917641192674637,,,31.72552490234375,,-0.3360859751701355,100.0,-38.77018538
1091,39499,0.008981093764305115,0.0003,-41.032116699999996,39600,0.03154657036066055,100.0,396,31.529815673828125,36,0.8167124390602112,,
,39899,0.009052172303199768,0.0003,,40000,0.03155069425702095,,,31.9328556060791,,-0.29529470205307007,100.0,-40.53645116
1103,,,,-41.21482438,40000,,100.0,400,,36,,,
1108,40299,0.00894867442548275,0.0003,-41.28010708,40400,0.031141282990574837,100.0,404,32.201839447021484,36,0.3036234378814697,,
,40399,0.008989294059574604,0.0003,,40500,0.02942616119980812,,,31.6221866607666,,0.46436554193496704,100.0,-40.658923419999994
1121,40699,0.00905351061373949,0.0003,-41.51735227,40800,0.030584651976823807,100.0,408,32.51190185546875,36,1.020205020904541,,
,40899,0.009063099510967731,0.0003,,41000,0.028338953852653503,,,32.384273529052734,,0.49593791365623474,100.0,-38.730762
1133,41099,0.00903091300278902,0.0003,-41.79889736,41200,0.03575913608074188,100.0,412,32.0578498840332,36,0.47202634811401367,,
,41399,0.009122186340391636,0.0003,,41500,0.04167789965867996,,,32.962371826171875,,-1.0886691808700562,100.0,-39.05117368
1146,41499,0.009116354398429394,0.0003,-41.87573622000001,41600,0.031497180461883545,100.0,416,32.44096374511719,36,1.461904525756836,,
,41899,0.009136198088526726,0.0003,,42000,0.036316607147455215,,,32.9923210144043,,-0.4318820834159851,100.0,-40.56595272
1158,,,,-41.95679735000001,42000,,100.0,420,,36,,,
1163,42299,0.00904033612459898,0.0003,-42.45183694,42400,0.03441004455089569,100.0,424,32.5478401184082,36,0.580768883228302,,
,42399,0.00909406878054142,0.0003,,42500,0.03434272110462189,,,32.516319274902344,,-1.9841628074645996,100.0,-40.77148304
1176,42699,0.009091880172491074,0.0003,-42.226191899999996,42800,0.04826037585735321,100.0,428,32.3790283203125,36,2.275650978088379,,
,42899,0.009205225855112076,0.0003,,43000,0.032995011657476425,,,32.891334533691406,,0.21205133199691772,100.0,-47.93583636
1188,43099,0.009158749133348465,0.0003,-42.58972107,43200,0.03388763964176178,100.0,432,33.37480545043945,36,0.5340285897254944,,
,43399,0.009224317036569118,0.0003,,43500,0.044166795909404755,,,32.84572219848633,,-1.4435189962387085,100.0,-39.66432026
1200,43499,0.009175635874271393,0.0003,-42.65682727,43600,0.03510793671011925,100.0,436,32.59563446044922,36,2.1686532497406006,,
,43899,0.00918591395020485,0.0003,,44000,0.046771395951509476,,,33.23944091796875,,-0.830533504486084,100.0,-56.18338
1213,,,,-42.671045510000006,44000,,100.0,440,,36,,,
1218,44299,0.00915369763970375,0.0003,-43.61536469000001,44400,0.050496019423007965,100.0,444,33.003822326660156,36,-0.8935691118240356,,
,44399,0.009126575663685799,0.0003,,44500,0.04051896929740906,,,33.7169189453125,,0.8964122533798218,100.0,-49.21411524
1230,44699,0.009168965741991997,0.0003,-43.2331652,44800,0.03693166375160217,100.0,448,32.93803405761719,36,-0.5069061517715454,,
,44899,0.009142068214714527,0.0003,,45000,0.04382437467575073,,,33.42194366455078,,-0.911824107170105,100.0,-51.18959460000001
1243,45099,0.009089612402021885,0.0003,-43.85529128,45200,0.056614577770233154,100.0,452,32.97927474975586,36,-0.28483182191848755,,
,45399,0.009058631956577301,0.0003,,45500,0.06804729998111725,,,33.00970458984375,,1.4065240621566772,100.0,-51.64148228
1256,45499,0.009084030985832214,0.0003,-43.195871739999994,45600,0.10482046008110046,100.0,456,33.27001953125,36,3.2370553016662598,,
,45899,0.009384768083691597,0.0003,,46000,0.07443220168352127,,,32.824562072753906,,1.3605494499206543,100.0,-60.92145293999999
1268,,,,-43.54816723999999,46000,,100.0,460,,36,,,
1273,46299,0.009274140931665897,0.0003,-44.56719232,46400,0.06830480694770813,100.0,464,33.346954345703125,36,-0.8215048313140869,,
,46399,0.009210379794239998,0.0003,,46500,0.07777227461338043,,,33.2744140625,,-0.9913986325263977,100.0,-64.52413882
1285,46699,0.009148736484348774,0.0003,-45.43164430000001,46800,0.05247002840042114,100.0,468,32.20824432373047,36,-0.8341358304023743,,
,46899,0.009198617190122604,0.0003,,47000,0.044501662254333496,,,32.16781234741211,,2.0618491172790527,100.0,-57.72749108
1298,47099,0.009280608035624027,0.0003,-45.96386121,47200,0.050443556159734726,100.0,472,32.9205322265625,36,-1.2852396965026855,,
,47399,0.00939165335148573,0.0003,,47500,0.08335072547197342,,,32.3388557434082,,-0.809457004070282,100.0,-59.514075739999996
1310,47499,0.00934186577796936,0.0003,-47.14869903999999,47600,0.048760682344436646,100.0,476,33.03877258300781,36,-0.7979439496994019,,
,47899,0.00940878875553608,0.0003,,48000,0.053819380700588226,,,33.22409439086914,,0.2871471047401428,100.0,-54.23657824
1323,,,,-47.69977127999999,48000,,100.0,480,,36,,,
1328,48299,0.009381640702486038,0.0003,-48.45813254000001,48400,0.04663605988025665,100.0,484,32.88941192626953,36,-1.298524022102356,,
,48399,0.009353072382509708,0.0003,,48500,0.04570130631327629,,,33.180908203125,,1.2860076427459717,100.0,-53.568863719999996
1340,48699,0.00935223326086998,0.0003,-49.35812812000001,48800,0.031410422176122665,100.0,488,32.763057708740234,36,-0.3711032569408417,,
,48899,0.00931399967521429,0.0003,,49000,0.030699405819177628,,,32.66753005981445,,0.18779811263084412,100.0,-51.46845908
1353,49099,0.009359612129628658,0.0003,-50.033360089999995,49200,0.04083628207445145,100.0,492,33.272911071777344,36,0.23413792252540588,,
,49399,0.009407793171703815,0.0003,,49500,0.030844349414110184,,,33.64125061035156,,0.5358044505119324,100.0,-49.85387092
1365,49499,0.009389732033014297,0.0003,-50.07530412000001,49600,0.02685372903943062,100.0,496,33.75312042236328,36,-0.3456272482872009,,
,49899,0.009277038276195526,0.0003,,50000,0.02949449233710766,,,33.10712432861328,,0.89902263879776,100.0,-47.33944504
1378,,,,-50.582016220000014,50000,,100.0,500,,36,,,
1383,50299,0.009219497442245483,0.0003,-50.77016466999999,50400,0.035556428134441376,100.0,504,34.336578369140625,36,-0.9637284874916077,,
