time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
,,,,,474000,0.0003,-405.7999267578125,44.63432693481445,473899,0.046393632888793945,0.025082265958189964,4117.94092266,810.98
,,,,,474500,0.0003,-389.49371337890625,46.063114166259766,474399,-1.009441614151001,0.025180445984005928,4064.69454444,797.7
,,,,,475000,0.0003,-403.580078125,40.11156463623047,474899,-0.8748226165771484,0.024810096248984337,4808.0748545,971.54
,,,,,475500,0.0003,-398.5003356933594,47.77260208129883,475399,-1.2300487756729126,0.02537531964480877,5132.365625100001,993.82
38689,4346.87946869,1904,12,848.58,475854,0.0003,-400.5113525390625,71.1405258178711,475753,3.521911144256592,0.025075089186429977,,
,,,,,476000,0.0003,-385.94354248046875,42.422882080078125,475899,-1.7158311605453491,0.025084620341658592,4697.73478148,895.6
,,,,,476500,0.0003,-392.50128173828125,41.5570068359375,476399,-4.27974796295166,0.02499345690011978,4191.7094394999995,823.12
,,,,,477000,0.0003,-390.83746337890625,42.994205474853516,476899,-7.031423091888428,0.024129994213581085,4357.221419219999,868.54
,,,,,477500,0.0003,-400.4267578125,35.09626007080078,477399,-0.7626206874847412,0.02317817509174347,3611.4279314599994,705.86
,,,,,478000,0.0003,-392.99298095703125,57.743064880371094,477899,3.504688262939453,0.02458406612277031,5057.4741641,985.94
,,,,,478500,0.0003,-396.4593505859375,49.798072814941406,478399,-1.3644201755523682,0.024863822385668755,3691.45705046,704.48
,,,,,479000,0.0003,-395.1285095214844,39.68808364868164,478899,-8.50670051574707,0.02478564903140068,5156.02559034,991.98
39144,4356.50581086,1908,12,850.78,479143,0.0003,-400.4739074707031,50.59443283081055,479042,1.1478309631347656,0.02452920190989971,,
,,,,,479500,0.0003,-384.16107177734375,43.41688537597656,479399,1.5796955823898315,0.024838732555508614,4549.59907388,886.28
,,,,,480000,0.0003,-405.230224609375,46.96498107910156,479899,0.4878413677215576,0.02385140210390091,3558.6979480400005,699.06
,,,,,480500,0.0003,-398.6719970703125,35.71787643432617,480399,-1.8486229181289673,0.02385399490594864,4829.89730916,932.52
,,,,,481000,0.0003,-382.27984619140625,39.75764465332031,480899,2.8419852256774902,0.02353222854435444,4459.2731101399995,890.08
,,,,,481500,0.0003,-393.57891845703125,46.8662109375,481399,-1.2301663160324097,0.023387357592582703,4392.9310861,841.84
,,,,,482000,0.0003,-409.6854553222656,45.09086608886719,481899,-4.778214454650879,0.024000640958547592,3513.6649489599995,688.42
,,,,,482500,0.0003,-410.509765625,42.402252197265625,482399,0.2441619634628296,0.02326330356299877,4538.01635078,880.06
,,,,,483000,0.0003,-390.03656005859375,62.07447052001953,482899,0.45506227016448975,0.023648425936698914,4801.76032056,945.6
39660,4391.98880654,1912,12,858.54,483143,0.0003,-396.03759765625,39.23005676269531,483042,-5.056007385253906,0.023873060941696167,,
,,,,,483500,0.0003,-385.179931640625,43.43728256225586,483399,2.10361909866333,0.024047520011663437,3942.5815885,775.0
,,,,,484000,0.0003,-401.69873046875,42.35286331176758,483899,4.892786979675293,0.024496112018823624,4157.906094079999,816.44
,,,,,484500,0.0003,-393.50689697265625,45.123634338378906,484399,-0.010228395462036133,0.023708997294306755,3554.29308582,677.28
39837,4324.90345436,1916,12,846.07,484969,0.0003,-402.359619140625,48.79115295410156,484868,-1.095314383506775,0.02463783323764801,,
,,,,,485000,0.0003,-401.71380615234375,107.71450805664062,484899,4.063614845275879,0.024746282026171684,2730.98092668,547.28
,,,,,485500,0.0003,-399.28790283203125,51.30095672607422,485399,0.11241281032562256,0.02534453570842743,4188.9561127,834.06
,,,,,486000,0.0003,-397.3818359375,41.08141326904297,485899,6.137824058532715,0.02556616999208927,3025.1105886200003,597.76
,,,,,486500,0.0003,-411.6800842285156,46.902530670166016,486399,1.037415623664856,0.026025746017694473,3944.4479469799994,774.78
,,,,,487000,0.0003,-396.3225402832031,35.86964416503906,486899,-4.087775707244873,0.02581082284450531,4177.63140674,814.52
,,,,,487500,0.0003,-387.63543701171875,48.05851745605469,487399,1.2118160724639893,0.02371046133339405,4923.3930067599995,940.32
,,,,,488000,0.0003,-406.700927734375,35.20455551147461,487899,-0.06007140874862671,0.02425898239016533,4452.943153960001,874.06
40251,4299.74937907,1920,12,840.27,488389,0.0003,-406.54534912109375,43.44529724121094,488288,-0.8257478475570679,0.02449088916182518,,
,,,,,488500,0.0003,-402.36541748046875,43.74301528930664,488399,-4.530956268310547,0.024270789697766304,4251.284769960001,830.46
,,,,,489000,0.0003,-408.5452880859375,39.30059051513672,488899,-3.16739559173584,0.024484064429998398,3867.1843511,748.7
,,,,,489500,0.0003,-387.9134521484375,52.189781188964844,489399,5.342803478240967,0.02415677160024643,4125.8494694,797.1
,,,,,490000,0.0003,-384.49774169921875,70.39608764648438,489899,3.7411317825317383,0.025070397183299065,4831.0531065000005,930.86
,,,,,490500,0.0003,-404.96160888671875,33.33607482910156,490399,-2.910090684890747,0.02418394200503826,2944.40174766,570.9
,,,,,491000,0.0003,-398.23516845703125,55.90287780761719,490899,-3.436724901199341,0.024230021983385086,4924.997676999999,904.5
,,,,,491500,0.0003,-385.8118896484375,51.595638275146484,491399,5.183141708374023,0.02404271624982357,3583.7419681399997,730.2
,,,,,492000,0.0003,-392.1176452636719,37.40154266357422,491899,2.4247562885284424,0.024031704291701317,4578.08448536,911.4
40740,4360.03154614,1924,12,851.04,492389,0.0003,-393.3577575683594,43.774131774902344,492288,-0.7485392093658447,0.023840319365262985,,
,,,,,492500,0.0003,-387.29962158203125,51.490638732910156,492399,8.02082347869873,0.023847056552767754,4039.3609180999997,796.44
,,,,,493000,0.0003,-402.95550537109375,36.801239013671875,492899,-6.977154731750488,0.02470044232904911,4587.16620726,911.46
,,,,,493500,0.0003,-406.86468505859375,57.826168060302734,493399,-2.1456995010375977,0.02459215745329857,4735.29110382,942.54
,,,,,494000,0.0003,-396.89813232421875,58.135536193847656,493899,4.365150451660156,0.02441129833459854,4792.98245422,945.68
,,,,,494500,0.0003,-395.0995178222656,44.237361907958984,494399,-2.3126094341278076,0.024786850437521935,3779.38529172,728.64
,,,,,495000,0.0003,-415.1402587890625,45.26097106933594,494899,-0.46586763858795166,0.024498803541064262,4645.29541126,917.3
,,,,,495500,0.0003,-393.3311767578125,45.952110290527344,495399,3.8551642894744873,0.023649098351597786,4486.475631359999,886.8
41207,4341.946752599999,1928,12,847.49,495673,0.0003,-418.508056640625,35.64234924316406,495572,-2.4016737937927246,0.023969976231455803,,
,,,,,496000,0.0003,-400.7911071777344,59.84960174560547,495899,-6.48745059967041,0.023775633424520493,4548.98395788,850.8
,,,,,496500,0.0003,-389.022216796875,59.80075454711914,496399,4.710784912109375,0.024089543148875237,4571.916351559999,861.6
,,,,,497000,0.0003,-398.97174072265625,32.333778381347656,496899,-4.16218376159668,0.024677490815520287,4910.00901384,972.18
,,,,,497500,0.0003,-390.5976867675781,68.97042083740234,497399,2.033486843109131,0.024897683411836624,4051.6074604999994,811.58
,,,,,498000,0.0003,-398.17950439453125,44.75090408325195,497899,3.459796190261841,0.02454070746898651,4670.16004454,928.2
,,,,,498500,0.0003,-388.9612731933594,56.955848693847656,498399,4.776241302490234,0.024854300543665886,4905.48783756,981.88
,,,,,499000,0.0003,-404.6355285644531,52.06245422363281,498899,-1.9591116905212402,0.02473122626543045,5015.847155220001,979.2
41696,4340.79577297,1932,11,847.58,499270,0.0003,-397.8201904296875,42.729026794433594,499169,5.50663423538208,0.024212760850787163,,
,,,,,499500,0.0003,-395.0174865722656,45.45465087890625,499399,6.579632759094238,0.024166444316506386,3211.7196061799996,598.7
,,,,,500000,0.0003,-396.07098388671875,48.775909423828125,499899,0.6572046279907227,0.02377149648964405,4760.342292,912.38
,,,,,500500,0.0003,-393.1434326171875,46.082550048828125,500399,-2.331352710723877,0.023126423358917236,3977.5725457,774.88
,,,,,501000,0.0003,-395.5071716308594,44.68531799316406,500899,-0.6480544209480286,0.02307974174618721,4779.762133259999,910.54
,,,,,501500,0.0003,-393.4542236328125,53.8552131652832,501399,0.7310919761657715,0.023707550019025803,3508.41091816,653.56
,,,,,502000,0.0003,-410.23968505859375,27.95832061767578,501899,-13.120091438293457,0.023327816277742386,3595.78225204,664.3
42040,4324.17260163,1936,11,843.47,502425,0.0003,-396.1106262207031,46.72693634033203,502324,8.945860862731934,0.023119797930121422,,
,,,,,502500,0.0003,-396.22381591796875,39.61630630493164,502399,2.677858829498291,0.023455791175365448,2909.5732713599996,564.96
,,,,,503000,0.0003,-419.0672912597656,52.902687072753906,502899,0.4932001829147339,0.023685522377490997,1324.1728514400002,261.84
,,,,,503500,0.0003,-409.24383544921875,28.342971801757812,503399,4.310351371765137,0.02352922223508358,3535.4237676800003,680.08
,,,,,504000,0.0003,-401.8194885253906,36.973915100097656,503899,-4.376177787780762,0.023831717669963837,3106.97857602,593.76
,,,,,504500,0.0003,-396.1334533691406,54.41511917114258,504399,0.8757272958755493,0.02405846305191517,3489.1446835799998,717.32
,,,,,505000,0.0003,-395.6665954589844,44.297935485839844,504899,3.7829861640930176,0.023504571989178658,2853.3425897599996,593.42
,,,,,505500,0.0003,-399.50677490234375,44.517005920410156,505399,5.038049697875977,0.023941710591316223,4223.58263586,823.24
42368,4324.32594043,1940,11,842.65,505694,0.0003,-402.09197998046875,39.3599967956543,505593,0.08585554361343384,0.02462894655764103,,
,,,,,506000,0.0003,-405.41473388671875,40.39811325073242,505899,2.6145594120025635,0.02382837049663067,4372.118691,877.92
,,,,,506500,0.0003,-406.6447448730469,42.02910232543945,506399,-0.24541392922401428,0.02371882274746895,5131.70829166,1000.0
,,,,,507000,0.0003,-414.558349609375,31.474910736083984,506899,3.5657312870025635,0.024087999016046524,4485.24651932,902.86
,,,,,507500,0.0003,-397.4812316894531,45.93158721923828,507399,2.886773109436035,0.023974308744072914,3430.4368187000005,699.4
,,,,,508000,0.0003,-398.48162841796875,61.66277313232422,507899,2.7085793018341064,0.024181267246603966,3626.89907516,754.94
,,,,,508500,0.0003,-392.8798828125,56.711544036865234,508399,5.507339954376221,0.02317400649189949,4274.13633132,828.64
42761,4382.8999670700005,1944,11,854.14,508996,0.0003,-399.23486328125,37.527923583984375,508895,5.343416213989258,0.02436964586377144,,
,,,,,509000,0.0003,-404.56561279296875,43.67386245727539,508899,-2.7565865516662598,0.024384547024965286,4721.657995019999,948.46
,,,,,509500,0.0003,-403.4591369628906,49.896244049072266,509399,2.4153501987457275,0.023657264187932014,4102.61783882,780.96
,,,,,510000,0.0003,-403.3404541015625,42.81315612792969,509899,-2.712996006011963,0.02338516153395176,5009.51973436,1000.0
,,,,,510500,0.0003,-407.2380065917969,92.57457733154297,510399,4.067962169647217,0.022440548986196518,4836.089648720001,945.3
,,,,,511000,0.0003,-399.34686279296875,42.2436637878418,510899,2.114346981048584,0.02265334688127041,4881.23352548,968.72
,,,,,511500,0.0003,-403.1717529296875,51.164512634277344,511399,0.46726828813552856,0.022608358412981033,4717.930287960001,930.26
,,,,,512000,0.0003,-417.24664306640625,30.32555389404297,511899,-1.78901207447052,0.02294600009918213,4820.46084392,982.56
43258,4368.69926356,1948,11,851.43,512120,0.0003,-405.3471984863281,32.41740417480469,512019,-0.4431180953979492,0.023062216117978096,,
,,,,,512500,0.0003,-404.90087890625,38.406185150146484,512399,-2.3218703269958496,0.023567302152514458,4906.83897186,955.64
,,,,,513000,0.0003,-403.3392333984375,41.843666076660156,512899,-6.806476593017578,0.0232880599796772,4689.49914458,928.78
,,,,,513500,0.0003,-410.3016357421875,34.35273361206055,513399,-8.18409538269043,0.02339283376932144,4925.662627139999,985.88
,,,,,514000,0.0003,-400.96270751953125,46.996917724609375,513899,-0.23186185956001282,0.023640930652618408,4011.7789007,814.34
,,,,,514500,0.0003,-385.9253234863281,57.87712478637695,514399,1.535025954246521,0.022908400744199753,4946.93313386,979.5
,,,,,515000,0.0003,-406.97772216796875,49.056884765625,514899,9.010866165161133,0.02331417053937912,4140.59495446,829.86
,,,,,515500,0.0003,-402.6441345214844,33.77557373046875,515399,-5.561984062194824,0.022521359845995903,5001.58301784,1000.0
,,,,,516000,0.0003,-412.1231384277344,56.99945068359375,515899,-5.481853485107422,0.022558407858014107,5022.821734239999,1000.0
43835,4420.68578371,1952,11,862.69,516120,0.0003,-405.62921142578125,57.92991256713867,516019,-2.552187442779541,0.022617675364017487,,
,,,,,516500,0.0003,-409.6573181152344,33.96813201904297,516399,1.3214820623397827,0.02241571806371212,4670.0106978799995,938.86
,,,,,517000,0.0003,-407.4649658203125,36.200714111328125,516899,1.2395052909851074,0.022513002157211304,4763.7390113,947.62
,,,,,517500,0.0003,-401.4407653808594,45.359596252441406,517399,-1.4378283023834229,0.02204100787639618,4730.81637512,947.42
,,,,,518000,0.0003,-405.5161437988281,52.993255615234375,517899,0.43451523780822754,0.022057104855775833,4194.953820840001,828.72
,,,,,518500,0.0003,-414.19976806640625,37.43705749511719,518399,-6.310598373413086,0.023123281076550484,5049.23993134,1000.0
,,,,,519000,0.0003,-400.2108154296875,51.47235870361328,518899,4.058853626251221,0.02354704588651657,4612.4490030199995,901.98
,,,,,519500,0.0003,-388.4736633300781,43.11132049560547,519399,3.679251194000244,0.024714261293411255,4164.40062324,841.9
,,,,,520000,0.0003,-408.24310302734375,65.15457153320312,519899,0.4599459171295166,0.02390790730714798,4993.24141428,990.5
44408,4478.70050897,1956,11,874.56,520120,0.0003,-399.19537353515625,47.852901458740234,520019,1.9527771472930908,0.023945482447743416,,
,,,,,520500,0.0003,-400.14324951171875,47.257225036621094,520399,4.058470726013184,0.022967958822846413,4792.7750414600005,939.94
,,,,,521000,0.0003,-392.7935791015625,52.342018127441406,520899,0.9672775268554688,0.02253776043653488,4053.77707576,820.66
,,,,,521500,0.0003,-404.4584045410156,51.20602035522461,521399,-6.127697467803955,0.022538630291819572,4095.5022026399993,840.28
,,,,,522000,0.0003,-406.55340576171875,46.57645797729492,521899,4.281991004943848,0.022889036685228348,4717.1646532800005,897.46
,,,,,522500,0.0003,-409.88604736328125,52.77435302734375,522399,0.2223796844482422,0.023521699011325836,3944.56477852,767.88
,,,,,523000,0.0003,-405.03216552734375,37.84908676147461,522899,-1.8399195671081543,0.022918328642845154,5092.463913459999,959.22
44806,4433.708612099999,1960,11,866.17,523281,0.0003,-398.33807373046875,41.202850341796875,523180,-0.6731414794921875,0.02240234985947609,,
,,,,,523500,0.0003,-409.4869384765625,58.77751922607422,523399,-0.11101067066192627,0.022480525076389313,5048.88870538,961.1
,,,,,524000,0.0003,-410.9703674316406,33.9345817565918,523899,1.4304580688476562,0.022511182352900505,5185.473549079999,983.74
,,,,,524500,0.0003,-405.6224670410156,42.931602478027344,524399,2.1669788360595703,0.021641375496983528,4101.10729452,808.62
,,,,,525000,0.0003,-397.8958740234375,42.190101623535156,524899,7.452838897705078,0.022671543061733246,5002.9074707,954.56
,,,,,525500,0.0003,-405.89947509765625,45.274742126464844,525399,1.7648452520370483,0.022920241579413414,5233.65722058,982.04
,,,,,526000,0.0003,-404.23675537109375,50.845909118652344,525899,3.3480124473571777,0.02345995232462883,4397.0628497200005,884.72
45234,4394.0894742,1964,11,857.85,526449,0.0003,-407.84490966796875,33.28607177734375,526348,-2.175889253616333,0.022768665105104446,,
,,,,,526500,0.0003,-422.27496337890625,50.056297302246094,526399,-5.153046607971191,0.022777710109949112,4494.40851028,883.32
,,,,,527000,0.0003,-408.22076416015625,54.82630920410156,526899,-1.4750494956970215,0.022426581010222435,4911.91391328,946.26
,,,,,527500,0.0003,-412.83660888671875,50.303565979003906,527399,-2.646198272705078,0.023475557565689087,4910.59827486,958.24
,,,,,528000,0.0003,-412.0141906738281,45.48021697998047,527899,-5.627259254455566,0.024170270189642906,5052.9477541999995,957.26
,,,,,528500,0.0003,-401.70074462890625,51.43520736694336,528399,-1.173387050628662,0.023371074348688126,5088.7364442,956.12
,,,,,529000,0.0003,-410.1781311035156,35.66236877441406,528899,-3.878751754760742,0.022571906447410583,5029.869120400001,954.0
,,,,,529500,0.0003,-401.15484619140625,49.28119659423828,529399,6.415444850921631,0.02239013835787773,4730.712265540001,924.18
45728,4405.638081159999,1968,11,859.96,529597,0.0003,-409.39801025390625,24.143672943115234,529496,-8.536355018615723,0.022466933354735374,,
,,,,,530000,0.0003,-409.89697265625,35.07852554321289,529899,-4.882613182067871,0.023121044039726257,5091.28765678,965.66
,,,,,530500,0.0003,-400.12847900390625,54.165260314941406,530399,-3.7935609817504883,0.022446468472480774,5211.75443914,992.36
,,,,,531000,0.0003,-408.1739807128906,39.3880615234375,530899,4.557661533355713,0.02256905287504196,5109.0825417,998.02
,,,,,531500,0.0003,-413.78863525390625,28.03912353515625,531399,-2.0349998474121094,0.02268376387655735,4787.3090623,925.26
,,,,,532000,0.0003,-397.30877685546875,50.90325927734375,531899,1.6122490167617798,0.02232460118830204,5136.38090942,998.4
,,,,,532500,0.0003,-411.1142578125,31.333683013916016,532399,-7.106283664703369,0.023124543949961662,4585.81111302,896.5
46164,4381.968791339999,1972,11,855.57,532718,0.0003,-404.58416748046875,36.75241470336914,532617,-4.727005481719971,0.02284829132258892,,
,,,,,533000,0.0003,-410.1954345703125,40.147666931152344,532899,-3.2303059101104736,0.022362304851412773,3330.9274336800004,658.38
,,,,,533500,0.0003,-420.3927001953125,35.987754821777344,533399,3.5178239345550537,0.023384200409054756,5192.8342428,1000.0
,,,,,534000,0.0003,-408.0904541015625,46.013275146484375,533899,1.8438478708267212,0.023180538788437843,5058.1263261799995,982.38
,,,,,534500,0.0003,-398.63037109375,63.41359329223633,534399,3.207274913787842,0.02315554954111576,5143.85039354,1000.0
,,,,,535000,0.0003,-406.765869140625,53.670753479003906,534899,3.386836051940918,0.023358352482318878,4068.04249686,817.04
,,,,,535500,0.0003,-407.6446533203125,58.07416915893555,535399,-4.133770942687988,0.02309899777173996,5082.158928159999,990.3
,,,,,536000,0.0003,-409.81005859375,39.16545867919922,535899,-9.448929786682129,0.022812049835920334,5156.03059914,1000.0
,,,,,536500,0.0003,-428.3955993652344,29.762969970703125,536399,-3.504462480545044,0.02288050949573517,3858.77382224,759.02
46721,4391.91819557,1976,11,857.5,536718,0.0003,-412.6778564453125,40.19589614868164,536617,2.439058780670166,0.02356051094830036,,
,,,,,537000,0.0003,-419.5015563964844,41.448822021484375,536899,-5.635419845581055,0.022980589419603348,2240.05837042,450.76
,,,,,537500,0.0003,-418.1436462402344,44.8496208190918,537399,2.691706418991089,0.023075247183442116,3738.11335342,716.04
,,,,,538000,0.0003,-409.39691162109375,48.865745544433594,537899,3.1155219078063965,0.023299656808376312,4296.58271052,831.06
,,,,,538500,0.0003,-387.30908203125,55.14960861206055,538399,9.425039291381836,0.02328580617904663,5135.371564019999,983.18
,,,,,539000,0.0003,-410.6570129394531,30.12542724609375,538899,-5.129286289215088,0.02310873195528984,4551.61151116,862.98
,,,,,539500,0.0003,-427.539306640625,39.00629425048828,539399,-4.4088358879089355,0.022054875269532204,5190.10263684,984.5
,,,,,540000,0.0003,-419.426025390625,43.988616943359375,539899,-3.5340209007263184,0.02205185778439045,3680.9645173,750.66
,,,,,540500,0.0003,-400.6095886230469,44.3674430847168,540399,1.6733613014221191,0.022563425824046135,4424.587736699999,883.36
47215,4431.6627500800005,1980,11,864.27,540601,0.0003,-412.5980529785156,35.8784065246582,540500,-2.6282787322998047,0.022529609501361847,,
,,,,,541000,0.0003,-415.91650390625,29.117109298706055,540899,3.269129753112793,0.02224154584109783,4841.04941824,941.84
,,,,,541500,0.0003,-403.1876525878906,32.846519470214844,541399,-4.072572708129883,0.022342916578054428,4867.78033202,940.78
,,,,,542000,0.0003,-398.6080627441406,37.62876892089844,541899,8.115015029907227,0.022224022075533867,3971.5735934199993,794.54
,,,,,542500,0.0003,-423.90771484375,43.61771774291992,542399,-6.038697242736816,0.022286061197519302,4931.98942672,958.76
,,,,,543000,0.0003,-413.7984924316406,32.9659423828125,542899,-5.405933856964111,0.02262161113321781,4640.39997442,930.14
,,,,,543500,0.0003,-409.3963928222656,34.14468002319336,543399,7.660799026489258,0.022215314209461212,4421.166661400001,907.52
,,,,,544000,0.0003,-419.98016357421875,30.239402770996094,543899,-4.040757179260254,0.022408446297049522,4396.80875924,882.66
,,,,,544500,0.0003,-409.0250244140625,40.30682373046875,544399,6.4479827880859375,0.02254754677414894,4757.69935782,942.74
47775,4484.9663829500005,1984,11,873.73,544601,0.0003,-413.25311279296875,55.94069290161133,544500,-1.7932279109954834,0.022514929994940758,,
,,,,,545000,0.0003,-407.94158935546875,49.587589263916016,544899,8.382219314575195,0.0231098011136055,5208.19771172,980.64
,,,,,545500,0.0003,-409.51959228515625,41.800926208496094,545399,2.9814293384552,0.022715240716934204,4541.5412361,907.84
,,,,,546000,0.0003,-410.6127624511719,29.967525482177734,545899,-2.464932918548584,0.022512786090373993,4696.858928819999,912.96
,,,,,546500,0.0003,-405.84735107421875,42.968204498291016,546399,-1.8331362009048462,0.02137908712029457,5290.2636569,1000.0
,,,,,547000,0.0003,-411.6783752441406,49.26683807373047,546899,-0.26117438077926636,0.021688591688871384,5121.66025338,1000.0
,,,,,547500,0.0003,-407.42327880859375,35.62725830078125,547399,5.625568389892578,0.021787604317069054,3890.29441876,765.48
,,,,,548000,0.0003,-413.66912841796875,37.25314712524414,547899,4.925555229187012,0.022324014455080032,4948.931193,969.32
,,,,,548500,0.0003,-406.03912353515625,42.38079071044922,548399,1.9956492185592651,0.021825497969985008,5177.41086184,989.02
48355,4483.652431009999,1988,11,873.73,548601,0.0003,-415.16986083984375,29.759428024291992,548500,1.8520089387893677,0.02226206846535206,,
,,,,,549000,0.0003,-395.58636474609375,57.298683166503906,548899,2.6848745346069336,0.021959464997053146,4984.167696459999,932.48
,,,,,549500,0.0003,-409.28521728515625,48.13520812988281,549399,2.741666316986084,0.021806297823786736,5126.40013978,996.32
,,,,,550000,0.0003,-412.1153564453125,45.60200881958008,549899,6.504755020141602,0.02263735979795456,4702.131434760001,937.94
,,,,,550500,0.0003,-408.92156982421875,29.299497604370117,550399,-4.173948287963867,0.022192273288965225,4716.8684530400005,905.68
,,,,,551000,0.0003,-408.4451599121094,43.78960418701172,550899,0.528378963470459,0.021682176738977432,5074.9390318000005,962.84
,,,,,551500,0.0003,-413.348876953125,37.67047119140625,551399,-1.0495588779449463,0.021443361416459084,5203.348604260001,1000.0
,,,,,552000,0.0003,-397.6097412109375,34.51134490966797,551899,-2.610596179962158,0.022629981860518456,4812.244245180001,909.36
48863,4468.006731649999,1992,11,871.29,552357,0.0003,-398.3331298828125,36.75117492675781,552256,1.1288986206054688,0.022867415100336075,,
,,,,,552500,0.0003,-418.9693603515625,30.465370178222656,552399,-7.662777423858643,0.022314978763461113,4786.6305106400005,914.38
,,,,,553000,0.0003,-414.0690612792969,34.310340881347656,552899,2.8409934043884277,0.02133074775338173,4696.52085722,928.34
,,,,,553500,0.0003,-408.8978271484375,28.962871551513672,553399,-7.407341957092285,0.022536786273121834,4379.99300498,879.72
,,,,,554000,0.0003,-414.6678771972656,42.533851623535156,553899,-1.717968463897705,0.022009316831827164,4607.73013256,927.1
,,,,,554500,0.0003,-406.6036376953125,69.37027740478516,554399,1.9981958866119385,0.02167118713259697,5079.82289392,1000.0
,,,,,555000,0.0003,-399.673095703125,40.756927490234375,554899,0.4143121838569641,0.021461443975567818,5091.52036542,1000.0
,,,,,555500,0.0003,-412.17156982421875,32.90858840942383,555399,-0.0028940439224243164,0.02101866528391838,4803.7193864,938.6
,,,,,556000,0.0003,-408.76904296875,54.06268310546875,555899,12.150605201721191,0.02273029461503029,5145.905158840001,996.86
49438,4538.3639159,1996,11,885.03,556357,0.0003,-414.3744812011719,34.0858154296875,556256,-0.839273989200592,0.02289409190416336,,
,,,,,556500,0.0003,-417.89178466796875,92.62381744384766,556399,-2.5149080753326416,0.022340280935168266,4883.4092476000005,953.48
,,,,,557000,0.0003,-395.69158935546875,45.00608825683594,556899,2.087721586227417,0.022086236625909805,5280.207061759999,1000.0
,,,,,557500,0.0003,-409.6773681640625,77.11949920654297,557399,6.775084495544434,0.02180626429617405,5195.31385748,1000.0
,,,,,558000,0.0003,-414.4983215332031,63.62969207763672,557899,7.396496772766113,0.022434735670685768,3906.99795768,771.94
,,,,,558500,0.0003,-425.1260070800781,32.23493957519531,558399,-3.6339943408966064,0.022098062559962273,5142.6688134,1000.0
,,,,,559000,0.0003,-407.205078125,51.513099670410156,558899,2.843136787414551,0.02181440405547619,5276.594036320001,978.56
,,,,,559500,0.0003,-407.6856384277344,34.96928787231445,559399,4.391355991363525,0.021471288055181503,5335.03139226,1000.0
,,,,,560000,0.0003,-410.89501953125,33.816810607910156,559899,2.6812751293182373,0.02156720869243145,5367.535249420001,1000.0
50024,4543.593950580001,2000,11,885.03,560357,0.0003,-411.2170715332031,46.57195281982422,560256,9.16749095916748,0.02195514552295208,,
,,,,,560500,0.0003,-415.0584716796875,39.043453216552734,560399,0.14798271656036377,0.02195899374783039,5110.84521756,989.76
,,,,,561000,0.0003,-424.38824462890625,42.736351013183594,560899,-3.972027540206909,0.021655181422829628,5149.611001419999,973.14
,,,,,561500,0.0003,-423.2221984863281,30.84906005859375,561399,-5.472315788269043,0.022359756752848625,5234.493741460001,992.88
,,,,,562000,0.0003,-406.91278076171875,27.916906356811523,561899,-0.9823428392410278,0.02214985340833664,3337.6036035599996,682.26
,,,,,562500,0.0003,-413.5635986328125,49.16923522949219,562399,0.777234673500061,0.021092237904667854,5186.7897432400005,975.22
,,,,,563000,0.0003,-410.7581787109375,43.54151153564453,562899,8.818181037902832,0.021222423762083054,5238.951781,985.48
,,,,,563500,0.0003,-412.4768371582031,51.83866882324219,563399,3.4172725677490234,0.021497774869203568,5343.56051074,1000.0
,,,,,564000,0.0003,-414.4055480957031,42.80918884277344,563899,2.9410042762756348,0.0216212160885334,3218.7148602400002,635.4
50572,4546.56536597,2004,11,885.03,564357,0.0003,-414.0036926269531,39.26653289794922,564256,2.629984140396118,0.02205907739698887,,
,,,,,564500,0.0003,-412.3000183105469,31.736339569091797,564399,6.167115688323975,0.02261124923825264,2872.1492587400007,583.92
,,,,,565000,0.0003,-406.107177734375,27.800445556640625,564899,-2.539273262023926,0.022202996537089348,5096.02517016,952.2
,,,,,565500,0.0003,-416.2210693359375,35.627044677734375,565399,0.7805888652801514,0.02188829891383648,5090.79151412,986.52
,,,,,566000,0.0003,-414.88330078125,41.74658966064453,565899,9.793554306030273,0.021711619570851326,5123.64452868,981.46
,,,,,566500,0.0003,-417.893798828125,32.248111724853516,566399,-3.698631525039673,0.022097086533904076,5310.46121758,1000.0
,,,,,567000,0.0003,-418.5759582519531,30.729965209960938,566899,4.919470310211182,0.02166668325662613,4952.78648232,973.4
,,,,,567500,0.0003,-405.50360107421875,38.98206329345703,567399,-0.6948451995849609,0.021806297823786736,4940.8505303599995,959.5
,,,,,568000,0.0003,-416.18365478515625,47.42704772949219,567899,4.965418815612793,0.021543363109230995,5086.15858056,987.24
51143,4583.25699538,2008,11,892.14,568357,0.0003,-404.5404357910156,37.97587966918945,568256,5.59306526184082,0.02153334580361843,,
,,,,,568500,0.0003,-409.16778564453125,25.716304779052734,568399,-3.5137646198272705,0.02185816504061222,5258.16098008,1000.0
,,,,,569000,0.0003,-415.19622802734375,37.75060272216797,568899,-5.502717018127441,0.02258305996656418,5210.55433264,1000.0
,,,,,569500,0.0003,-426.746826171875,37.79804229736328,569399,-9.556045532226562,0.021515244618058205,5150.786805979999,1000.0
,,,,,570000,0.0003,-417.4274597167969,40.83216094970703,569899,5.833780765533447,0.02050895243883133,5318.087622360001,1000.0
