time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/fps,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,0.003327354323118925,,26.544612884521484,976000,975899,,,0.007927983067929745,0.15638339519500732,0.0003,100.0,-28.86128428
26815,-31.094363610000006,,36,,976000,,9760,100.0,,,,,
26819,-31.02233383,0.004015159327536821,36,26.731348037719727,976400,976299,9764,100.0,0.007908198982477188,0.02209573984146118,0.0003,,
,,0.00614201370626688,,26.560855865478516,976500,976399,,,0.007841536775231361,0.17214402556419373,0.0003,100.0,-28.577732359999995
26832,-30.918848040000004,0.0026884442195296288,36,25.3901424407959,976800,976699,9768,100.0,0.008032061159610748,0.8875276446342468,0.0003,,
,,0.0031414686236530542,,26.8577880859375,977000,976899,,,0.008069382049143314,-0.146694153547287,0.0003,100.0,-28.802354840000003
26845,-30.73655937,0.002972438232973218,36,26.224651336669922,977200,977099,9772,100.0,0.008118343539536,-0.7708584666252136,0.0003,,
,,0.0048802997916936874,,26.535354614257812,977500,977399,,,0.008138967677950859,-0.15692780911922455,0.0003,100.0,-28.60592082
26857,-30.79904438,0.004076102748513222,36,26.243349075317383,977600,977499,9776,100.0,0.00806878600269556,-0.8836678266525269,0.0003,,
,,0.005213613621890545,,25.931068420410156,978000,977899,,,0.00803479552268982,-0.02145596593618393,0.0003,100.0,-28.9307956
26870,-30.739110449999995,,36,,978000,,9780,100.0,,,,,
26875,-30.54439824,0.00502354558557272,36,25.82387924194336,978400,978299,9784,100.0,0.008035650476813316,1.341822862625122,0.0003,,
,,0.0029877652414143085,,26.558576583862305,978500,978399,,,0.0080263065174222,-0.3123255968093872,0.0003,100.0,-28.90185344
26887,-30.771765609999992,0.0033023632131516933,36,26.487396240234375,978800,978699,9788,100.0,0.00811115000396967,0.4020383358001709,0.0003,,
,,0.00264785997569561,,25.69101333618164,979000,978899,,,0.008062385953962803,0.5355817675590515,0.0003,100.0,-28.99168984
26900,-30.87232336,0.004195319954305887,36,26.092334747314453,979200,979099,9792,100.0,0.00802231952548027,-0.4015243351459503,0.0003,,
,,0.0032978563103824854,,26.062883377075195,979500,979399,,,0.008013732731342316,0.41385817527770996,0.0003,100.0,-28.70228694
26912,-30.838958020000003,0.0030979206785559654,36,26.188480377197266,979600,979499,9796,100.0,0.008082120679318905,-0.1110086739063263,0.0003,,
,,0.0038740048184990883,,26.77355194091797,980000,979899,,,0.008098110556602478,0.6008733510971069,0.0003,100.0,-28.840394340000003
26925,-30.845101519999993,,36,,980000,,9800,100.0,,,,,
26930,-30.952589989999996,0.005042050965130329,36,26.659767150878906,980400,980299,9804,100.0,0.00808709766715765,1.226182460784912,0.0003,,
,,0.0037955474108457565,,26.567367553710938,980500,980399,,,0.008174949325621128,-0.8108911514282227,0.0003,100.0,-28.968312219999998
26942,-30.69224786,0.004169733263552189,36,26.314359664916992,980800,980699,9808,100.0,0.008004650473594666,-1.7582526206970215,0.0003,,
,,0.0030573636759072542,,25.71359634399414,981000,980899,,,0.008171478286385536,0.011583685874938965,0.0003,100.0,-28.826047500000005
26955,-30.750434289999998,0.003646397264674306,36,26.209144592285156,981200,981099,9812,100.0,0.008076611906290054,0.35630640387535095,0.0003,,
,,0.002666100859642029,,26.34627914428711,981500,981399,,,0.007990350015461445,-0.7623361349105835,0.0003,100.0,-28.926898339999997
26968,-30.74134468999999,0.0025391809176653624,36,26.431171417236328,981600,981499,9816,100.0,0.007958469912409782,0.15711061656475067,0.0003,,
,,0.004234549589455128,,26.536258697509766,982000,981899,,,0.007936724461615086,0.628315806388855,0.0003,100.0,-28.723977060000006
26981,-30.646186519999997,,36,,982000,,9820,100.0,,,,,
26985,-30.630974359999993,0.0034032531548291445,36,26.320226669311523,982400,982299,9824,100.0,0.008084414526820183,0.03832358121871948,0.0003,,
,,0.003150941338390112,,25.804786682128906,982500,982399,,,0.00806319061666727,0.26873934268951416,0.0003,100.0,-28.70761496
26998,-30.786644330000005,0.0018620477057993412,36,26.035757064819336,982800,982699,9828,100.0,0.008078649640083313,-0.7041014432907104,0.0003,,
,,0.0028994809836149216,,25.9420108795166,983000,982899,,,0.008084935136139393,-0.5364378690719604,0.0003,100.0,-28.64906372
27011,-30.68797976999999,0.0034440713934600353,36,26.263038635253906,983200,983099,9832,100.0,0.008081230334937572,-0.4400746822357178,0.0003,,
,,0.0028706807643175125,,26.219730377197266,983500,983399,,,0.008031011559069157,0.13849325478076935,0.0003,100.0,-28.970806279999998
27023,-30.689325479999997,0.003148773219436407,36,26.302940368652344,983600,983499,9836,100.0,0.008005096577107906,0.03496420383453369,0.0003,,
,,0.006129065062850714,,26.24924087524414,984000,983899,,,0.007922960445284843,-0.40355369448661804,0.0003,100.0,-28.7313061
27036,-30.618078850000003,,36,,984000,,9840,100.0,,,,,
27041,-30.70533618,0.0028841360472142696,36,26.114665985107422,984400,984299,9844,100.0,0.00796249695122242,0.6415292024612427,0.0003,,
,,0.0029133912175893784,,26.102684020996094,984500,984399,,,0.00808005128055811,0.5054793953895569,0.0003,100.0,-28.942103200000002
27053,-30.704941839999996,0.003709487384185195,36,26.31852912902832,984800,984699,9848,100.0,0.00818694569170475,-0.6659389734268188,0.0003,,
,,0.0031806493643671274,,26.209430694580078,985000,984899,,,0.008020659908652306,0.09011408686637878,0.0003,100.0,-28.696797140000005
27066,-30.69917618,0.003888905979692936,36,26.645305633544922,985200,985099,9852,100.0,0.007886418141424656,-1.2377763986587524,0.0003,,
,,0.0030329767614603043,,26.57254409790039,985500,985399,,,0.007851934991776943,1.5800731182098389,0.0003,100.0,-28.83467826
27079,-30.6253188,0.0038498048670589924,36,26.279693603515625,985600,985499,9856,100.0,0.007994069717824459,0.8524544835090637,0.0003,,
,,0.004290685057640076,,26.302413940429688,986000,985899,,,0.00782180018723011,-0.6223877668380737,0.0003,100.0,-28.786727520000003
27091,-30.712479580000004,,36,,986000,,9860,100.0,,,,,
27096,-30.814455769999995,0.002652834402397275,36,26.492340087890625,986400,986299,9864,100.0,0.007947597652673721,0.8711014986038208,0.0003,,
,,0.005041917786002159,,26.0255126953125,986500,986399,,,0.008047852665185928,0.006962187588214874,0.0003,100.0,-28.76377376
27109,-30.89398386,0.0027789657469838858,36,26.18669891357422,986800,986699,9868,100.0,0.008142317645251751,0.8708097338676453,0.0003,,
,,0.004444400314241648,,25.898189544677734,987000,986899,,,0.008019412867724895,0.5745291113853455,0.0003,100.0,-28.841239240000004
27121,-30.999936339999994,0.00411860179156065,36,26.458471298217773,987200,987099,9872,100.0,0.007958625443279743,0.19614429771900177,0.0003,,
,,0.0030753365717828274,,26.465707778930664,987500,987399,,,0.007924842648208141,-0.5043785572052002,0.0003,100.0,-28.679480759999997
27134,-30.921221549999995,0.004543600603938103,36,26.594959259033203,987600,987499,9876,100.0,0.007805815897881985,1.0384947061538696,0.0003,,
,,0.004244963638484478,,26.350360870361328,988000,987899,,,0.008112836629152298,0.06880715489387512,0.0003,100.0,-28.826693859999995
27146,-30.817306240000004,,36,,988000,,9880,100.0,,,,,
27151,-30.787382980000004,0.0032848562113940716,36,26.278919219970703,988400,988299,9884,100.0,0.007966701872646809,-0.4292861223220825,0.0003,,
,,0.0038725747726857662,,26.160118103027344,988500,988399,,,0.007966572418808937,-0.6835581064224243,0.0003,100.0,-28.567391120000003
27163,-30.416385479999995,0.0032742039766162634,36,26.051013946533203,988800,988699,9888,100.0,0.007891210727393627,-0.3161487281322479,0.0003,,
,,0.0025197730865329504,,26.005441665649414,989000,988899,,,0.00786744337528944,-0.22274050116539001,0.0003,100.0,-28.833222799999998
27176,-30.422067159999997,0.0032130852341651917,36,26.569000244140625,989200,989099,9892,100.0,0.007863286882638931,-0.01492464542388916,0.0003,,
,,0.0027692653238773346,,26.273303985595703,989500,989399,,,0.008162785321474075,0.16537067294120789,0.0003,100.0,-28.85100194
27188,-30.495362909999994,0.0030952906236052513,36,26.381256103515625,989600,989499,9896,100.0,0.008070013485848904,-0.32134810090065,0.0003,,
,,0.0026883839163929224,,25.879776000976562,990000,989899,,,0.008090129122138023,-0.2086525559425354,0.0003,100.0,-28.9160619
27201,-30.40806957,,36,,990000,,9900,100.0,,,,,
27205,-30.161698520000005,0.0022962908260524273,36,26.038555145263672,990400,990299,9904,100.0,0.008210793137550354,-0.8627735376358032,0.0003,,
,,0.0044975075870752335,,26.47429847717285,990500,990399,,,0.008166834712028503,0.11969700455665588,0.0003,100.0,-29.068647799999997
27218,-30.299630649999997,0.0034284652210772038,36,25.32245445251465,990800,990699,9908,100.0,0.008053415454924107,0.5323299169540405,0.0003,,
,,0.002712296089157462,,26.04344367980957,991000,990899,,,0.00789669156074524,-0.8012796640396118,0.0003,100.0,-29.190602160000005
27231,-30.27206073,0.0033156629651784897,36,26.12032699584961,991200,991099,9912,100.0,0.007905461825430393,2.174405336380005,0.0003,,
,,0.0022461453918367624,,26.418216705322266,991500,991399,,,0.008155922405421734,-0.579123854637146,0.0003,100.0,-29.239969899999995
27244,-30.253454689999995,0.00230749836191535,36,25.90675163269043,991600,991499,9916,100.0,0.00807548314332962,-0.9450035691261292,0.0003,,
,,0.0026150259654968977,,26.63513946533203,992000,991899,,,0.00797455757856369,-0.4202222228050232,0.0003,100.0,-29.18966136
27257,-30.445502190000006,,36,,992000,,9920,100.0,,,,,
27263,-30.425206740000004,0.00405216496437788,36,26.66716957092285,992400,992299,9924,100.0,0.00791752990335226,0.16127526760101318,0.0003,,
,,0.0035350171383470297,,26.791942596435547,992500,992399,,,0.00783433485776186,0.26746073365211487,0.0003,100.0,-28.974510060000004
27278,-30.103302669999998,0.003857041709125042,36,26.48295021057129,992800,992699,9928,100.0,0.007897233590483665,-0.061964333057403564,0.0003,,
,,0.0027170702815055847,,25.973159790039062,993000,992899,,,0.008024454116821289,-0.13575807213783264,0.0003,100.0,-28.72885498
27293,-30.031588770000003,0.0023700592573732138,36,26.081581115722656,993200,993099,9932,100.0,0.007987984456121922,0.005552425980567932,0.0003,,
,,0.0026327865198254585,,25.694551467895508,993500,993399,,,0.007966519333422184,1.0470489263534546,0.0003,100.0,-28.856194020000004
27308,-30.04054118,0.0029670195654034615,36,26.149681091308594,993600,993499,9936,100.0,0.00798755418509245,-0.33146053552627563,0.0003,,
,,0.002655225805938244,,25.91958999633789,994000,993899,,,0.007791788317263126,0.4172045588493347,0.0003,100.0,-29.16033658
27323,-30.135625249999997,,36,,994000,,9940,100.0,,,,,
27328,-30.1306654,0.002899658866226673,36,25.8189754486084,994400,994299,9944,100.0,0.00783510785549879,0.5644385814666748,0.0003,,
,,0.004524638876318932,,26.509788513183594,994500,994399,,,0.007871773093938828,0.6157974600791931,0.0003,100.0,-29.03440396
27343,-30.36685598,0.00472175981849432,36,26.13937759399414,994800,994699,9948,100.0,0.008031150326132774,-1.4127931594848633,0.0003,,
,,0.004525761120021343,,26.426715850830078,995000,994899,,,0.007983529008924961,0.5478124022483826,0.0003,100.0,-29.108732340000003
27357,-30.43538641,0.003125509712845087,36,26.3508358001709,995200,995099,9952,100.0,0.007916189730167389,0.1667647361755371,0.0003,,
,,0.0027292119339108467,,26.10596466064453,995500,995399,,,0.008046754635870457,0.7116832137107849,0.0003,100.0,-28.96426334
27372,-30.39561596,0.003441582201048732,36,26.347705841064453,995600,995499,9956,100.0,0.008252191357314587,-0.2942020297050476,0.0003,,
,,0.00377535168081522,,26.62885093688965,996000,995899,,,0.007871139794588089,-0.2253163456916809,0.0003,100.0,-29.024453920000006
27387,-30.443436840000007,,36,,996000,,9960,100.0,,,,,
27393,-30.469510730000003,0.0040406836196780205,36,26.20415687561035,996400,996299,9964,100.0,0.008015735074877739,0.3876579999923706,0.0003,,
,,0.003764586290344596,,25.797645568847656,996500,996399,,,0.008021604269742966,-0.4138611853122711,0.0003,100.0,-29.09161212
27408,-30.33587174,0.0029272930696606636,36,26.094087600708008,996800,996699,9968,100.0,0.008009449578821659,-0.5222326517105103,0.0003,,
,,0.003308162558823824,,26.35992431640625,997000,996899,,,0.008010935969650745,1.5643514394760132,0.0003,100.0,-28.83763712
27422,-30.221233749999996,0.0039143795147538185,36,25.870624542236328,997200,997099,9972,100.0,0.008226202800869942,-0.14229516685009003,0.0003,,
,,0.0037581638898700476,,26.073070526123047,997500,997399,,,0.00800988171249628,-0.3483695387840271,0.0003,100.0,-29.53268102
27436,-30.21022694,0.002182635013014078,36,26.162982940673828,997600,997499,9976,100.0,0.007934912107884884,0.35053592920303345,0.0003,,
,,0.005132827442139387,,26.33620834350586,998000,997899,,,0.008036263287067413,0.7209797501564026,0.0003,100.0,-29.29746846
27451,-30.395330109999996,,36,,998000,,9980,100.0,,,,,
27456,-30.478204389999995,0.0045615630224347115,36,26.238109588623047,998400,998299,9984,100.0,0.008173839189112186,0.16239690780639648,0.0003,,
,,0.0030964850448071957,,26.342758178710938,998500,998399,,,0.008039942942559719,-0.5805622339248657,0.0003,100.0,-29.439457359999995
27471,-30.64140386,0.0032118093222379684,36,26.133346557617188,998800,998699,9988,100.0,0.008044376038014889,0.07581658661365509,0.0003,,
,,0.005111219361424446,,26.717912673950195,999000,998899,,,0.00817753467708826,-0.5202240347862244,0.0003,100.0,-29.59864162
27486,-30.784028219999996,0.0031807373743504286,36,26.139450073242188,999200,999099,9992,100.0,0.008008185774087906,-0.09212946891784668,0.0003,,
,,0.0032542175613343716,,25.806907653808594,999500,999399,,,0.007883298210799694,1.178961157798767,0.0003,100.0,-29.17408172
27501,-30.696664490000003,0.0037332153879106045,36,25.585494995117188,999600,999499,9996,100.0,0.007871787995100021,-0.1516561657190323,0.0003,,
,,0.003402306232601404,,26.116573333740234,1000000,999899,,,0.007736440282315016,0.5449732542037964,0.0003,100.0,-29.17798424
27515,-30.70325591,,36,,1000000,,10000,100.0,,,,,
27521,-30.886535290000005,0.005863502621650696,36,26.135040283203125,1000400,1000299,10004,100.0,0.007917125709354877,0.7042117118835449,0.0003,,
,,0.00318382540717721,,26.136756896972656,1000500,1000399,,,0.008007185533642769,0.006644904613494873,0.0003,100.0,-28.99664392
27535,-31.06799519,0.0029741027392446995,36,26.6640682220459,1000800,1000699,10008,100.0,0.007969783619046211,-0.3527907133102417,0.0003,,
,,0.003406522097066045,,25.980072021484375,1001000,1000899,,,0.007825369946658611,-0.05625659227371216,0.0003,100.0,-29.30332694
27550,-31.020988650000003,0.002824824769049883,36,26.35628890991211,1001200,1001099,10012,100.0,0.007858234457671642,2.4030401706695557,0.0003,,
,,0.0035040557850152254,,26.120553970336914,1001500,1001399,,,0.007883760146796703,-0.6990566253662109,0.0003,100.0,-28.993573760000004
27565,-31.073804949999996,0.003767175367102027,36,26.075443267822266,1001600,1001499,10016,100.0,0.007872614078223705,-0.5248528718948364,0.0003,,
,,0.0038650729693472385,,26.053613662719727,1002000,1001899,,,0.008043048903346062,0.9509682655334473,0.0003,100.0,-29.27583334
27579,-30.966302699999996,,36,,1002000,,10020,100.0,,,,,
27585,-30.97441352,0.003751368261873722,36,26.284793853759766,1002400,1002299,10024,100.0,0.007990129292011261,-0.9940000772476196,0.0003,,
,,0.002600083127617836,,25.779226303100586,1002500,1002399,,,0.008003338240087032,-0.7184242010116577,0.0003,100.0,-28.884935999999996
27600,-31.25158824,0.003505006432533264,36,26.029727935791016,1002800,1002699,10028,100.0,0.007867296226322651,-0.9514572024345398,0.0003,,
,,0.0034391116350889206,,26.539443969726562,1003000,1002899,,,0.007983358576893806,0.9110704660415649,0.0003,100.0,-29.02232904
27614,-31.20332338,0.004865534603595734,36,26.230308532714844,1003200,1003099,10032,100.0,0.007890340872108936,-0.5817189812660217,0.0003,,
,,0.0032870464492589235,,26.277183532714844,1003500,1003399,,,0.008037903346121311,-0.056504786014556885,0.0003,100.0,-28.783931659999997
27629,-31.278773840000003,0.0036726281978189945,36,26.205745697021484,1003600,1003499,10036,100.0,0.008021830581128597,-0.45957455039024353,0.0003,,
,,0.0026613788213580847,,26.267353057861328,1004000,1003899,,,0.008043724112212658,-0.14744417369365692,0.0003,100.0,-28.9028695
27643,-31.146246859999998,,36,,1004000,,10040,100.0,,,,,
27649,-31.15848626,0.0022680736146867275,36,25.940658569335938,1004400,1004299,10044,100.0,0.007971376180648804,-0.8687253594398499,0.0003,,
,,0.003038921859115362,,26.076553344726562,1004500,1004399,,,0.00798483844846487,-0.3572719991207123,0.0003,100.0,-28.666744100000003
27664,-31.150441540000003,0.004522345028817654,36,25.690311431884766,1004800,1004699,10048,100.0,0.007876899093389511,-1.1180040836334229,0.0003,,
,,0.0033753514289855957,,26.719968795776367,1005000,1004899,,,0.007824556902050972,-0.6406201124191284,0.0003,100.0,-28.901911959999996
27677,-31.146692060000007,0.0022020384203642607,36,25.985872268676758,1005200,1005099,10052,100.0,0.00784627627581358,-1.9825726747512817,0.0003,,
,,0.0024483182933181524,,26.333459854125977,1005500,1005399,,,0.00785832479596138,0.659886360168457,0.0003,100.0,-28.815284860000002
27692,-31.302670659999993,0.004521699156612158,36,26.529155731201172,1005600,1005499,10056,100.0,0.007942672818899155,-0.8727844953536987,0.0003,,
,,0.0029455050826072693,,26.58159637451172,1006000,1005899,,,0.00788662489503622,-0.21245354413986206,0.0003,100.0,-28.915779620000002
27707,-31.130526380000003,,36,,1006000,,10060,100.0,,,,,
27712,-31.14366207,0.0024766032584011555,36,26.22028350830078,1006400,1006299,10064,100.0,0.007771665696054697,0.4516454339027405,0.0003,,
,,0.004110368900001049,,26.29334259033203,1006500,1006399,,,0.007732210215181112,0.703136682510376,0.0003,100.0,-28.806476040000003
27727,-31.029266319999998,0.003635409753769636,36,26.315547943115234,1006800,1006699,10068,100.0,0.007716971915215254,0.15263545513153076,0.0003,,
,,0.0030946736223995686,,26.34105110168457,1007000,1006899,,,0.007747969590127468,1.0258307456970215,0.0003,100.0,-28.5994121
27741,-31.065164520000003,0.003337200963869691,36,26.315553665161133,1007200,1007099,10072,100.0,0.007862349972128868,-1.0881692171096802,0.0003,,
,,0.002558852778747678,,26.130529403686523,1007500,1007399,,,0.007725433446466923,-1.331693172454834,0.0003,100.0,-28.97959922
27755,-31.019736049999995,0.0024361584801226854,36,26.19171142578125,1007600,1007499,10076,100.0,0.007641879841685295,-0.12382179498672485,0.0003,,
,,0.00341423274949193,,26.04787826538086,1008000,1007899,,,0.007781440392136574,-0.010082513093948364,0.0003,100.0,-28.784819340000002
27768,-31.04819039,,36,,1008000,,10080,100.0,,,,,
27773,-31.0109125,0.002993551315739751,36,26.65114974975586,1008400,1008299,10084,100.0,0.007696503307670355,-0.7709424495697021,0.0003,,
,,0.002501619979739189,,26.39212989807129,1008500,1008399,,,0.00776261743158102,1.244736671447754,0.0003,100.0,-28.69569884
27786,-31.15771348,0.004336229059845209,36,26.321697235107422,1008800,1008699,10088,100.0,0.007742844056338072,0.6556812524795532,0.0003,,
,,0.0031951135024428368,,26.41830062866211,1009000,1008899,,,0.007747226860374212,-0.35260745882987976,0.0003,100.0,-29.15196256
27799,-31.166657559999997,0.003149022813886404,36,26.55755615234375,1009200,1009099,10092,100.0,0.007723996415734291,0.02927955985069275,0.0003,,
,,0.0025320141576230526,,26.13028335571289,1009500,1009399,,,0.0077697099186480045,-0.3572533130645752,0.0003,100.0,-29.007507319999995
27811,-31.181872290000005,0.0021884413436055183,36,25.859813690185547,1009600,1009499,10096,100.0,0.007716155145317316,0.4407755136489868,0.0003,,
,,0.0033560860902071,,25.92804718017578,1010000,1009899,,,0.00781965535134077,-0.17382624745368958,0.0003,100.0,-28.70124764
27824,-31.192073949999997,,36,,1010000,,10100,100.0,,,,,
27829,-31.09871524,0.004250264260917902,36,26.473342895507812,1010400,1010299,10104,100.0,0.007665813900530338,-0.09731215238571167,0.0003,,
,,0.0020367600955069065,,25.474178314208984,1010500,1010399,,,0.007694958709180355,0.6002140045166016,0.0003,100.0,-28.877158899999998
27841,-30.96202723,0.003233872354030609,36,26.118099212646484,1010800,1010699,10108,100.0,0.007811103016138077,-0.24156802892684937,0.0003,,
,,0.002343075582757592,,26.086488723754883,1011000,1010899,,,0.007756686769425869,-0.520095705986023,0.0003,100.0,-29.026552640000006
27854,-30.963776250000002,0.0021904725581407547,36,25.70662498474121,1011200,1011099,10112,100.0,0.007700122892856598,0.19396953284740448,0.0003,,
,,0.003512786701321602,,26.181011199951172,1011500,1011399,,,0.00757474172860384,0.8161343336105347,0.0003,100.0,-29.075107000000003
27867,-30.96643752,0.0021969634108245373,36,25.990859985351562,1011600,1011499,10116,100.0,0.007657802198082209,0.07925200462341309,0.0003,,
,,0.002180516952648759,,26.112045288085938,1012000,1011899,,,0.007727636490017176,0.25357934832572937,0.0003,100.0,-28.81596852
27880,-30.979040839999996,,36,,1012000,,10120,100.0,,,,,
27885,-31.10757525,0.0022284863516688347,36,26.66088104248047,1012400,1012299,10124,100.0,0.007416457403451204,0.6594047546386719,0.0003,,
,,0.0029165265150368214,,26.143321990966797,1012500,1012399,,,0.007537242490798235,1.3937824964523315,0.0003,100.0,-28.88161186
27897,-31.011498519999996,0.0028258159290999174,36,26.39038848876953,1012800,1012699,10128,100.0,0.007594311144202948,0.9558192491531372,0.0003,,
,,0.003179063554853201,,25.856510162353516,1013000,1012899,,,0.007543609943240881,0.540748119354248,0.0003,100.0,-28.705316400000005
27910,-31.11705107,0.003935879096388817,36,26.20244026184082,1013200,1013099,10132,100.0,0.007513340562582016,0.5531725883483887,0.0003,,
,,0.0020813748706132174,,26.236488342285156,1013500,1013399,,,0.007702293340116739,-1.497572422027588,0.0003,100.0,-28.80815296
27923,-30.990494729999995,0.003678674576804042,36,26.143890380859375,1013600,1013499,10136,100.0,0.007684856187552214,0.6405921578407288,0.0003,,
,,0.0026807310059666634,,26.150665283203125,1014000,1013899,,,0.0073772757314145565,-0.31702184677124023,0.0003,100.0,-28.76721922
27936,-31.049987549999997,,36,,1014000,,10140,100.0,,,,,
27940,-31.068636809999997,0.0028032520785927773,36,26.2029972076416,1014400,1014299,10144,100.0,0.007467810530215502,-0.440611869096756,0.0003,,
,,0.002729574218392372,,25.57497787475586,1014500,1014399,,,0.007504324894398451,0.0011247098445892334,0.0003,100.0,-28.88721914
27953,-30.870576670000002,0.0024154591374099255,36,25.733978271484375,1014800,1014699,10148,100.0,0.007493933197110891,-0.5299132466316223,0.0003,,
,,0.0019096671603620052,,25.728538513183594,1015000,1014899,,,0.0075308047235012054,-0.5516754388809204,0.0003,100.0,-28.796972759999996
27966,-30.799073789999994,0.003476467914879322,36,25.731895446777344,1015200,1015099,10152,100.0,0.007456168066710234,0.35963305830955505,0.0003,,
,,0.002091318368911743,,25.855741500854492,1015500,1015399,,,0.007514357566833496,1.1596906185150146,0.0003,100.0,-28.751122960000004
27978,-30.76263957,0.0028052087873220444,36,26.000473022460938,1015600,1015499,10156,100.0,0.007653691805899143,0.5843996405601501,0.0003,,
,,0.002577130449935794,,26.21316146850586,1016000,1015899,,,0.007584359031170607,0.8713183403015137,0.0003,100.0,-28.510142679999998
27991,-30.685718629999997,,36,,1016000,,10160,100.0,,,,,
27996,-30.635446320000007,0.0024540992453694344,36,26.062820434570312,1016400,1016299,10164,100.0,0.007533361669629812,0.20428892970085144,0.0003,,
,,0.0032235970720648766,,26.396272659301758,1016500,1016399,,,0.007639587856829166,0.1340663582086563,0.0003,100.0,-28.862368659999998
28009,-30.6858645,0.0023200889118015766,36,25.650012969970703,1016800,1016699,10168,100.0,0.007569618057459593,-0.4143482446670532,0.0003,,
,,0.0038020648062229156,,26.374771118164062,1017000,1016899,,,0.007638921495527029,0.5668400526046753,0.0003,100.0,-28.580379479999998
28021,-30.612336640000002,0.0019140616059303284,36,25.446239471435547,1017200,1017099,10172,100.0,0.007731664925813675,-2.005812644958496,0.0003,,
,,0.0026135207153856754,,25.83606719970703,1017500,1017399,,,0.007480991072952747,-1.150521993637085,0.0003,100.0,-28.578393140000003
28034,-30.74521388,0.0031255707144737244,36,25.693954467773438,1017600,1017499,10176,100.0,0.007515791337937117,-0.31497645378112793,0.0003,,
,,0.0023281301837414503,,25.63840675354004,1018000,1017899,,,0.007575616240501404,-0.0061851441860198975,0.0003,100.0,-28.62640754
28047,-30.690403030000002,,36,,1018000,,10180,100.0,,,,,
28052,-30.76003408,0.0041570584289729595,36,26.488903045654297,1018400,1018299,10184,100.0,0.007668351288884878,-0.017767876386642456,0.0003,,
,,0.0024539639707654715,,25.979848861694336,1018500,1018399,,,0.007605033461004496,-0.4252309203147888,0.0003,100.0,-28.65125126
28065,-30.510381940000002,0.001821398502215743,36,25.569862365722656,1018800,1018699,10188,100.0,0.007508301176130772,0.650188684463501,0.0003,,
,,0.002229756209999323,,25.932220458984375,1019000,1018899,,,0.007483955472707748,0.2421654313802719,0.0003,100.0,-28.59970356
28078,-30.24167503,0.002870196709409356,36,26.093101501464844,1019200,1019099,10192,100.0,0.007545325439423323,0.8725022077560425,0.0003,,
,,0.0024002371355891228,,25.625411987304688,1019500,1019399,,,0.007467297837138176,0.718127965927124,0.0003,100.0,-28.62824372
28090,-30.40907113,0.0019784627947956324,36,25.08222007751465,1019600,1019499,10196,100.0,0.007545714732259512,-0.0920560359954834,0.0003,,
,,0.0022664570715278387,,25.8172664642334,1020000,1019899,,,0.00758826918900013,0.5689144134521484,0.0003,100.0,-28.4718181
28103,-30.39191606,,36,,1020000,,10200,100.0,,,,,
28108,-30.553368950000003,0.001955220242962241,36,25.819225311279297,1020400,1020299,10204,100.0,0.007648106198757887,-0.8824965953826904,0.0003,,
,,0.0032421648502349854,,26.21419334411621,1020500,1020399,,,0.007611996494233608,0.5317109227180481,0.0003,100.0,-28.82028214
28121,-30.43397476,0.002174731809645891,36,25.807098388671875,1020800,1020699,10208,100.0,0.007533271797001362,0.5160869359970093,0.0003,,
,,0.0020199089776724577,,25.450904846191406,1021000,1020899,,,0.007600752171128988,0.38382238149642944,0.0003,100.0,-28.59652984
28133,-30.514556119999998,0.002779390662908554,36,25.601408004760742,1021200,1021099,10212,100.0,0.0077248988673090935,-0.21081644296646118,0.0003,,
,,0.0031224642880260944,,26.159221649169922,1021500,1021399,,,0.007513515651226044,-1.0137975215911865,0.0003,100.0,-28.636603179999998
28146,-30.38142034,0.0025258795358240604,36,26.242725372314453,1021600,1021499,10216,100.0,0.00743664987385273,0.6664506196975708,0.0003,,
,,0.0032189451158046722,,25.870624542236328,1022000,1021899,,,0.00757593335583806,0.11318600177764893,0.0003,100.0,-28.828923279999998
28159,-30.40018413,,36,,1022000,,10220,100.0,,,,,
28164,-30.18250515,0.003341981675475836,36,25.688995361328125,1022400,1022299,10224,100.0,0.0075119356624782085,-0.1490449607372284,0.0003,,
,,0.0033713721204549074,,25.944721221923828,1022500,1022399,,,0.007497282233089209,-0.4164784550666809,0.0003,100.0,-28.53389574
28177,-30.270635100000003,0.0016641346737742424,36,25.570358276367188,1022800,1022699,10228,100.0,0.007755920756608248,0.9993413686752319,0.0003,,
,,0.0031056557781994343,,26.30167579650879,1023000,1022899,,,0.007685940712690353,-0.9456529021263123,0.0003,100.0,-28.92998268000001
28189,-30.37581247,0.0031165527179837227,36,26.318283081054688,1023200,1023099,10232,100.0,0.007766879629343748,-0.35977375507354736,0.0003,,
,,0.0022638007067143917,,25.845855712890625,1023500,1023399,,,0.007596972864121199,-0.14950402081012726,0.0003,100.0,-28.897964500000004
28202,-30.386688089999996,0.0026251785457134247,36,25.52999496459961,1023600,1023499,10236,100.0,0.007579228840768337,0.6875503659248352,0.0003,,
,,0.0025708801113069057,,26.01532554626465,1024000,1023899,,,0.0076675135642290115,-0.527892529964447,0.0003,100.0,-28.696861219999995
28215,-30.501129249999998,,36,,1024000,,10240,100.0,,,,,
