train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
466399,0.001,0.10267297923564911,466500,,,,49.404136657714844,,,100.0,-50.6552217
466699,0.001,0.1233825534582138,466800,6808,68,-46.45589465000002,49.1776008605957,100.0,4668,,
466899,0.001,0.1039426326751709,467000,,,,48.78284454345703,,,100.0,-50.57392424
467099,0.001,0.09274458885192871,467200,6814,68,-47.13439338999999,49.02098083496094,100.0,4672,,
467399,0.001,0.10454419255256653,467500,,,,48.89382553100586,,,100.0,-51.20271564000001
467499,0.001,0.094511017203331,467600,6821,68,-47.36568984,49.25267791748047,100.0,4676,,
467899,0.001,0.07780595123767853,468000,,,,49.210975646972656,,,100.0,-47.193597419999996
,,,468000,6828,68,-47.60533159,,100.0,4680,,
468299,0.001,0.10305680334568024,468400,6830,68,-47.356495699999996,49.364280700683594,100.0,4684,,
468399,0.001,0.0973212718963623,468500,,,,48.95591735839844,,,100.0,-49.700475559999994
468699,0.001,0.06978695094585419,468800,6837,68,-47.00185459,49.6507682800293,100.0,4688,,
468899,0.001,0.09200425446033478,469000,,,,49.16318130493164,,,100.0,-46.65833868000001
469099,0.001,0.10884608328342438,469200,6843,68,-47.279394169999996,49.131500244140625,100.0,4692,,
469399,0.001,0.09263619035482407,469500,,,,49.74668502807617,,,100.0,-47.58554460000001
469499,0.001,0.06593680381774902,469600,6850,68,-47.590516959999995,49.09483337402344,100.0,4696,,
469899,0.001,0.1187533289194107,470000,,,,49.76627731323242,,,100.0,-45.06868068000001
,,,470000,6856,68,-47.87708478999999,,100.0,4700,,
470299,0.001,0.09380322694778442,470400,6859,68,-47.88976113000002,49.28307342529297,100.0,4704,,
470399,0.001,0.07414676249027252,470500,,,,49.23881530761719,,,100.0,-47.34711298
470699,0.001,0.07962952554225922,470800,6867,68,-47.72072136,49.098777770996094,100.0,4708,,
470899,0.001,0.08809570968151093,471000,,,,49.7613525390625,,,100.0,-51.56656240000001
471099,0.001,0.06562317907810211,471200,6873,68,-47.559345889999996,49.59579086303711,100.0,4712,,
471399,0.001,0.07974585890769958,471500,,,,49.531349182128906,,,100.0,-43.615570640000016
471499,0.001,0.0955992266535759,471600,6880,68,-47.32570486,49.090248107910156,100.0,4716,,
471899,0.001,0.07271736860275269,472000,,,,48.69207763671875,,,100.0,-43.43510898000002
,,,472000,6886,68,-46.97669508999999,,100.0,4720,,
472299,0.001,0.1083543449640274,472400,6888,68,-46.94648139000001,49.26155090332031,100.0,4724,,
472399,0.001,0.06076797470450401,472500,,,,49.21844482421875,,,100.0,-44.12104336
472699,0.001,0.06844852864742279,472800,6895,68,-46.95573801,48.708717346191406,100.0,4728,,
472899,0.001,0.060037218034267426,473000,,,,48.723060607910156,,,100.0,-43.66297824
473099,0.001,0.07100734114646912,473200,6902,68,-46.9683502,49.48081970214844,100.0,4732,,
473399,0.001,0.05993424355983734,473500,,,,48.65079116821289,,,100.0,-43.07185369999999
473499,0.001,0.053157202899456024,473600,6909,68,-46.788670360000005,48.95329284667969,100.0,4736,,
473899,0.001,0.054989613592624664,474000,,,,49.28350067138672,,,100.0,-41.64905124
,,,474000,6915,68,-46.982066249999995,,100.0,4740,,
474299,0.001,0.0650104358792305,474400,6918,68,-46.90444864,49.64945983886719,100.0,4744,,
474399,0.001,0.07524479925632477,474500,,,,48.96811294555664,,,100.0,-41.23164447999999
474699,0.001,0.08103439956903458,474800,6924,68,-46.73943046,49.161720275878906,100.0,4748,,
474899,0.001,0.05428077280521393,475000,,,,48.810184478759766,,,100.0,-42.728713
475099,0.001,0.05425514280796051,475200,6931,68,-46.72922021000002,49.29164123535156,100.0,4752,,
475399,0.001,0.061428289860486984,475500,,,,49.589481353759766,,,100.0,-42.137917019999996
475499,0.001,0.06525503098964691,475600,6938,68,-46.59046854,49.09999084472656,100.0,4756,,
475899,0.001,0.04469367489218712,476000,,,,49.454139709472656,,,100.0,-41.56061946
,,,476000,6944,68,-46.59355552,,100.0,4760,,
476299,0.001,0.05437295138835907,476400,6947,68,-45.842701070000004,48.55951690673828,100.0,4764,,
476399,0.001,0.0568118616938591,476500,,,,49.13705825805664,,,100.0,-40.2547297
476699,0.001,0.04466952756047249,476800,6954,68,-45.07880634,49.02973175048828,100.0,4768,,
476899,0.001,0.054744601249694824,477000,,,,48.580955505371094,,,100.0,-40.94980392
477099,0.001,0.06129995360970497,477200,6960,68,-44.36732563,49.14612579345703,100.0,4772,,
477399,0.001,0.07177981734275818,477500,,,,48.18516540527344,,,100.0,-39.70997481999999
477499,0.001,0.04636015743017197,477600,6967,68,-44.028525580000014,48.829315185546875,100.0,4776,,
477899,0.001,0.04991880804300308,478000,,,,49.21814727783203,,,100.0,-37.65168532
,,,478000,6973,68,-43.60218924,,100.0,4780,,
478299,0.001,0.04745004326105118,478400,6976,68,-43.23827758,48.569679260253906,100.0,4784,,
478399,0.001,0.036903783679008484,478500,,,,48.65981674194336,,,100.0,-37.17159278
478699,0.001,0.042854033410549164,478800,6983,68,-43.230317989999996,48.615299224853516,100.0,4788,,
478899,0.001,0.040412675589323044,479000,,,,48.48670959472656,,,100.0,-36.78126614
479099,0.001,0.050260964781045914,479200,6989,68,-42.68031916999999,48.37623596191406,100.0,4792,,
479399,0.001,0.04657534509897232,479500,,,,48.001220703125,,,100.0,-36.248615279999996
479499,0.001,0.04828224703669548,479600,6996,68,-41.99277376,48.19977951049805,100.0,4796,,
479899,0.001,0.04426734894514084,480000,,,,48.34712219238281,,,100.0,-37.76595254
,,,480000,7003,68,-41.49337489,,100.0,4800,,
480299,0.001,0.03740983456373215,480400,7006,68,-41.01909784,48.27538299560547,100.0,4804,,
480399,0.001,0.043090611696243286,480500,,,,48.57352066040039,,,100.0,-36.421762660000006
480699,0.001,0.05679002031683922,480800,7012,68,-41.09563414,48.125179290771484,100.0,4808,,
480899,0.001,0.04632832109928131,481000,,,,48.184295654296875,,,100.0,-36.18567658
481099,0.001,0.04729590564966202,481200,7019,68,-40.76439985,48.38142013549805,100.0,4812,,
481399,0.001,0.05016390234231949,481500,,,,48.402305603027344,,,100.0,-36.81876112
481499,0.001,0.046931274235248566,481600,7025,68,-40.150269980000004,48.59523010253906,100.0,4816,,
481899,0.001,0.041783250868320465,482000,,,,48.76013946533203,,,100.0,-36.275589059999994
,,,482000,7032,68,-40.30029939,,100.0,4820,,
482299,0.001,0.0608038529753685,482400,7034,68,-40.21311713,47.95258712768555,100.0,4824,,
482399,0.001,0.038947947323322296,482500,,,,47.79273223876953,,,100.0,-36.64659392
482699,0.001,0.04297621548175812,482800,7041,68,-39.80298911,48.054542541503906,100.0,4828,,
482899,0.001,0.042272165417671204,483000,,,,48.079410552978516,,,100.0,-36.729242799999994
483099,0.001,0.05331830307841301,483200,7048,68,-39.33639846,48.337615966796875,100.0,4832,,
483399,0.001,0.04650239273905754,483500,,,,47.852821350097656,,,100.0,-36.4680644
483499,0.001,0.041171759366989136,483600,7054,68,-38.93819316999999,48.23466110229492,100.0,4836,,
483899,0.001,0.04221402108669281,484000,,,,47.703975677490234,,,100.0,-36.458252599999994
,,,484000,7061,68,-38.55948469,,100.0,4840,,
484299,0.001,0.053515154868364334,484400,7063,68,-38.28448941,48.496456146240234,100.0,4844,,
484399,0.001,0.05018918588757515,484500,,,,48.02641296386719,,,100.0,-36.16532514000001
484699,0.001,0.06305147707462311,484800,7070,68,-37.86752937,48.10323715209961,100.0,4848,,
484899,0.001,0.06098419427871704,485000,,,,48.142215728759766,,,100.0,-37.457522360000006
485099,0.001,0.050582606345415115,485200,7077,68,-37.60661759,47.57998275756836,100.0,4852,,
485399,0.001,0.03629056736826897,485500,,,,47.732635498046875,,,100.0,-36.35401478
485499,0.001,0.04239919036626816,485600,7084,68,-37.33592029,47.75646209716797,100.0,4856,,
485899,0.001,0.049842655658721924,486000,,,,48.11958312988281,,,100.0,-37.18977392
,,,486000,7090,68,-37.268442779999994,,100.0,4860,,
486299,0.001,0.04325937479734421,486400,7093,68,-37.14453003,48.044464111328125,100.0,4864,,
486399,0.001,0.037147022783756256,486500,,,,48.201751708984375,,,100.0,-36.93435848000001
486699,0.001,0.03986392170190811,486800,7100,68,-37.0896601,48.03694152832031,100.0,4868,,
486899,0.001,0.057612333446741104,487000,,,,48.3480224609375,,,100.0,-37.022510579999995
487099,0.001,0.041978541761636734,487200,7106,68,-36.981350309999996,47.575050354003906,100.0,4872,,
487399,0.001,0.0597822479903698,487500,,,,48.33045196533203,,,100.0,-37.4987604
487499,0.001,0.054880015552043915,487600,7113,68,-36.74483579,48.31682205200195,100.0,4876,,
487899,0.001,0.04723002016544342,488000,,,,47.557655334472656,,,100.0,-37.837699660000006
,,,488000,7119,68,-36.4473833,,100.0,4880,,
488299,0.001,0.049711793661117554,488400,7122,68,-36.65920032,47.86872863769531,100.0,4884,,
488399,0.001,0.06088699400424957,488500,,,,48.21849822998047,,,100.0,-39.598801679999994
488699,0.001,0.053260400891304016,488800,7129,68,-36.88423287,47.59645080566406,100.0,4888,,
488899,0.001,0.07596047222614288,489000,,,,48.01466369628906,,,100.0,-38.92897978
489099,0.001,0.04802151769399643,489200,7136,68,-37.059003759999996,47.57728576660156,100.0,4892,,
489399,0.001,0.04466083645820618,489500,,,,48.126808166503906,,,100.0,-38.7288047
489499,0.001,0.05880196392536163,489600,7143,68,-37.355302970000004,47.86131286621094,100.0,4896,,
489899,0.001,0.048641566187143326,490000,,,,48.21992111206055,,,100.0,-39.460341
,,,490000,7149,68,-37.34337079,,100.0,4900,,
490299,0.001,0.057308755815029144,490400,7152,68,-37.453349239999994,48.11402893066406,100.0,4904,,
490399,0.001,0.059323906898498535,490500,,,,47.887977600097656,,,100.0,-40.082194460000004
490699,0.001,0.057183511555194855,490800,7158,68,-37.27267008,47.57189178466797,100.0,4908,,
490899,0.001,0.06737469136714935,491000,,,,47.62230682373047,,,100.0,-37.584794239999994
491099,0.001,0.048853255808353424,491200,7165,68,-37.2259387,48.06633758544922,100.0,4912,,
491399,0.001,0.043473947793245316,491500,,,,48.07566833496094,,,100.0,-38.6839719
491499,0.001,0.05396641790866852,491600,7171,68,-37.38166243999999,47.40794372558594,100.0,4916,,
491899,0.001,0.0654330924153328,492000,,,,47.730751037597656,,,100.0,-38.01062186
,,,492000,7178,68,-37.20788552999999,,100.0,4920,,
492299,0.001,0.06284785270690918,492400,7180,68,-37.45034046,47.60926818847656,100.0,4924,,
492399,0.001,0.0694316178560257,492500,,,,48.06547164916992,,,100.0,-36.53949394
492699,0.001,0.058999866247177124,492800,7187,68,-37.45584922,48.02021026611328,100.0,4928,,
492899,0.001,0.05991562455892563,493000,,,,47.89947509765625,,,100.0,-38.28293382
493099,0.001,0.05414924770593643,493200,7194,68,-37.40175431,48.414066314697266,100.0,4932,,
493399,0.001,0.048761628568172455,493500,,,,47.565956115722656,,,100.0,-37.74865366
493499,0.001,0.06293131411075592,493600,7201,68,-37.36748212,47.92092514038086,100.0,4936,,
493899,0.001,0.05540913715958595,494000,,,,47.927703857421875,,,100.0,-37.93583692
,,,494000,7207,68,-37.4368743,,100.0,4940,,
494299,0.001,0.05197451263666153,494400,7210,68,-37.34088922,48.08808135986328,100.0,4944,,
494399,0.001,0.04396989196538925,494500,,,,48.004051208496094,,,100.0,-37.72176664
494699,0.001,0.05458124727010727,494800,7217,68,-37.49096242,47.98015594482422,100.0,4948,,
494899,0.001,0.06870562583208084,495000,,,,48.03260803222656,,,100.0,-37.9990051
495099,0.001,0.05878211557865143,495200,7223,68,-37.479393769999994,47.849761962890625,100.0,4952,,
495399,0.001,0.06511010229587555,495500,,,,47.55339050292969,,,100.0,-38.37993924
495499,0.001,0.06536281108856201,495600,7230,68,-37.2693477,47.605567932128906,100.0,4956,,
495899,0.001,0.054665230214595795,496000,,,,48.23583984375,,,100.0,-39.43316514
,,,496000,7236,68,-37.09865549,,100.0,4960,,
496299,0.001,0.08025741577148438,496400,7239,68,-37.12991387,47.71272277832031,100.0,4964,,
496399,0.001,0.05796399340033531,496500,,,,48.35072326660156,,,100.0,-39.527262719999996
496699,0.001,0.05478694662451744,496800,7246,68,-37.2877852,47.27857208251953,100.0,4968,,
496899,0.001,0.06027516722679138,497000,,,,48.575740814208984,,,100.0,-39.806170820000006
497099,0.001,0.0585801787674427,497200,7252,68,-37.46462134,47.710357666015625,100.0,4972,,
497399,0.001,0.06328929215669632,497500,,,,47.45191192626953,,,100.0,-37.55775884
497499,0.001,0.06595434248447418,497600,7259,68,-37.55227174000001,48.05733871459961,100.0,4976,,
497899,0.001,0.05914358049631119,498000,,,,47.54655456542969,,,100.0,-38.786016739999994
,,,498000,7266,68,-37.75654708,,100.0,4980,,
498299,0.001,0.05965925008058548,498400,7269,68,-37.57526723,47.90919876098633,100.0,4984,,
498399,0.001,0.06213058531284332,498500,,,,47.78327941894531,,,100.0,-38.55487162
498699,0.001,0.06354478001594543,498800,7275,68,-37.43224734,48.089176177978516,100.0,4988,,
498899,0.001,0.061486322432756424,499000,,,,47.56065368652344,,,100.0,-37.57773238
499099,0.001,0.0491301529109478,499200,7282,68,-37.31485269,47.67569351196289,100.0,4992,,
499399,0.001,0.053240928798913956,499500,,,,48.175079345703125,,,100.0,-38.620945999999996
499499,0.001,0.053807079792022705,499600,7288,68,-37.16103059,47.834815979003906,100.0,4996,,
499899,0.001,0.06054079160094261,500000,,,,47.83000183105469,,,100.0,-38.260336200000005
,,,500000,7295,68,-37.05526932000001,,100.0,5000,,
500299,0.001,0.05468452349305153,500400,7298,68,-37.11548003,47.47290802001953,100.0,5004,,
500399,0.001,0.06718491017818451,500500,,,,47.91582489013672,,,100.0,-38.53064442
500699,0.001,0.06907109916210175,500800,7304,68,-37.18755769,47.622802734375,100.0,5008,,
500899,0.001,0.05016564577817917,501000,,,,47.69357681274414,,,100.0,-39.26553
501099,0.001,0.0654456689953804,501200,7311,68,-37.16624851,47.67817687988281,100.0,5012,,
501399,0.001,0.06347167491912842,501500,,,,47.377445220947266,,,100.0,-38.73712266
501499,0.001,0.07962191104888916,501600,7318,68,-37.17181146,47.57065200805664,100.0,5016,,
501899,0.001,0.07054908573627472,502000,,,,47.892005920410156,,,100.0,-38.38821315999999
,,,502000,7324,68,-37.29868354,,100.0,5020,,
502299,0.001,0.04180580750107765,502400,7327,68,-37.19730082,47.474361419677734,100.0,5024,,
502399,0.001,0.06188644841313362,502500,,,,47.68815994262695,,,100.0,-38.271558639999995
502699,0.001,0.054186709225177765,502800,7333,68,-37.308179990000006,47.59712219238281,100.0,5028,,
502899,0.001,0.334816038608551,503000,,,,48.16584777832031,,,100.0,-39.21413906
503099,0.001,0.055562932044267654,503200,7340,68,-37.49309224,48.07176971435547,100.0,5032,,
503399,0.001,0.055857978761196136,503500,,,,47.66266632080078,,,100.0,-38.83020104
503499,0.001,0.03599934279918671,503600,7347,68,-37.77662561,47.668724060058594,100.0,5036,,
503899,0.001,0.06719890981912613,504000,,,,48.03483200073242,,,100.0,-39.95410976000001
,,,504000,7354,68,-37.9035103,,100.0,5040,,
504299,0.001,0.05282700061798096,504400,7356,68,-38.03361323000001,47.78845977783203,100.0,5044,,
504399,0.001,0.0635552704334259,504500,,,,47.683876037597656,,,100.0,-38.030679840000005
504699,0.001,0.049266517162323,504800,7363,68,-38.10074774,47.43317794799805,100.0,5048,,
504899,0.001,0.04341637343168259,505000,,,,48.03002166748047,,,100.0,-37.61040903999999
505099,0.001,0.06190170720219612,505200,7369,68,-38.12446765,47.8358154296875,100.0,5052,,
505399,0.001,0.05073048174381256,505500,,,,47.856101989746094,,,100.0,-38.615531579999995
505499,0.001,0.04366569221019745,505600,7376,68,-38.21404556,47.26109313964844,100.0,5056,,
505899,0.001,0.043260686099529266,506000,,,,47.70012283325195,,,100.0,-39.335263520000005
,,,506000,7382,68,-38.09790915000001,,100.0,5060,,
506299,0.001,0.050948962569236755,506400,7385,68,-38.05874933,47.42646789550781,100.0,5064,,
506399,0.001,0.038016773760318756,506500,,,,47.460262298583984,,,100.0,-38.287720019999995
506699,0.001,0.057678624987602234,506800,7392,68,-37.876774569999995,47.502838134765625,100.0,5068,,
506899,0.001,0.09951391816139221,507000,,,,47.530426025390625,,,100.0,-37.854886719999996
507099,0.001,0.039757438004016876,507200,7398,68,-37.78117048,47.82780456542969,100.0,5072,,
507399,0.001,0.07391587644815445,507500,,,,47.33903503417969,,,100.0,-38.628048160000006
507499,0.001,0.04288521409034729,507600,7405,68,-37.69537919,48.15167999267578,100.0,5076,,
507899,0.001,0.052547257393598557,508000,,,,47.67469787597656,,,100.0,-37.27407304
,,,508000,7412,68,-37.605337760000005,,100.0,5080,,
508299,0.001,0.042805977165699005,508400,7415,68,-37.735974070000005,47.74956512451172,100.0,5084,,
508399,0.001,0.06800179183483124,508500,,,,47.950706481933594,,,100.0,-36.54398768
508699,0.001,0.05573969706892967,508800,7421,68,-37.75167307,47.530967712402344,100.0,5088,,
508899,0.001,0.038174040615558624,509000,,,,47.588932037353516,,,100.0,-38.3742257
509099,0.001,0.060339588671922684,509200,7428,68,-37.77243314,47.954811096191406,100.0,5092,,
509399,0.001,0.04977734759449959,509500,,,,47.943328857421875,,,100.0,-38.77445776
509499,0.001,0.038179636001586914,509600,7434,68,-37.55728191,48.047019958496094,100.0,5096,,
509899,0.001,0.0548902302980423,510000,,,,47.58967590332031,,,100.0,-38.18527178
,,,510000,7441,68,-37.646326450000004,,100.0,5100,,
510299,0.001,0.046279266476631165,510400,7444,68,-37.61979250000001,47.597267150878906,100.0,5104,,
510399,0.001,0.057983871549367905,510500,,,,47.43211364746094,,,100.0,-39.70605037999999
510699,0.001,0.05118817090988159,510800,7450,68,-37.665485079999996,47.83841323852539,100.0,5108,,
510899,0.001,0.05482685565948486,511000,,,,47.85359191894531,,,100.0,-38.6502294
511099,0.001,0.08877825736999512,511200,7457,68,-37.92220963,47.858360290527344,100.0,5112,,
511399,0.001,0.05168788135051727,511500,,,,47.72002410888672,,,100.0,-38.127597
511499,0.001,0.047173820436000824,511600,7463,68,-37.81661775,47.869529724121094,100.0,5116,,
511899,0.001,0.04143347591161728,512000,,,,47.88853454589844,,,100.0,-39.92447604
,,,512000,7470,68,-37.51098527,,100.0,5120,,
512299,0.001,0.0420650914311409,512400,7473,68,-37.3605419,47.129173278808594,100.0,5124,,
512399,0.001,0.045481644570827484,512500,,,,48.05085754394531,,,100.0,-38.987596960000005
512699,0.001,0.04205959290266037,512800,7480,68,-37.1717049,47.68389892578125,100.0,5128,,
512899,0.001,0.04598506540060043,513000,,,,47.76171875,,,100.0,-37.236365940000006
513099,0.001,0.05668511241674423,513200,7487,68,-37.133937089999996,47.95780563354492,100.0,5132,,
513399,0.001,0.05080660432577133,513500,,,,47.74588394165039,,,100.0,-38.05386104
513499,0.001,0.04143596440553665,513600,7493,68,-36.93932023000001,48.166038513183594,100.0,5136,,
513899,0.001,0.07472359389066696,514000,,,,47.956302642822266,,,100.0,-38.920344899999996
,,,514000,7500,68,-36.57542211,,100.0,5140,,
514299,0.001,0.05004051700234413,514400,7502,68,-36.57118991,47.70330047607422,100.0,5144,,
514399,0.001,0.06686646491289139,514500,,,,47.98972702026367,,,100.0,-38.3517149
514699,0.001,0.03916000574827194,514800,7509,68,-36.63018316000001,47.68562316894531,100.0,5148,,
514899,0.001,0.043890856206417084,515000,,,,48.322608947753906,,,100.0,-40.8526975
515099,0.001,0.059528689831495285,515200,7515,68,-36.862254140000005,47.36308288574219,100.0,5152,,
515399,0.001,0.058514516800642014,515500,,,,47.77497863769531,,,100.0,-37.145509499999996
515499,0.001,0.0431462898850441,515600,7522,68,-36.926670660000006,48.2262077331543,100.0,5156,,
515899,0.001,0.052653487771749496,516000,,,,47.40019989013672,,,100.0,-40.10871342
,,,516000,7529,68,-36.91161366,,100.0,5160,,
516299,0.001,0.08126360177993774,516400,7531,68,-36.98244378,47.576637268066406,100.0,5164,,
516399,0.001,0.054855022579431534,516500,,,,47.747982025146484,,,100.0,-38.29896178
516699,0.001,0.05962642282247543,516800,7538,68,-37.03937116,47.527854919433594,100.0,5168,,
516899,0.001,0.044931892305612564,517000,,,,47.91070556640625,,,100.0,-37.304901
517099,0.001,0.05973302572965622,517200,7545,68,-36.90826893,47.694618225097656,100.0,5172,,
517399,0.001,0.05593115836381912,517500,,,,47.96723175048828,,,100.0,-38.14237354
517499,0.001,0.06926333904266357,517600,7552,68,-36.9261433,47.84849548339844,100.0,5176,,
517899,0.001,0.05865982174873352,518000,,,,47.69819259643555,,,100.0,-37.76800902
,,,518000,7558,68,-37.27571981,,100.0,5180,,
518299,0.001,0.06600768119096756,518400,7561,68,-37.122676469999995,47.92151641845703,100.0,5184,,
518399,0.001,0.06405481696128845,518500,,,,47.77857208251953,,,100.0,-36.917893920000004
518699,0.001,0.07159603387117386,518800,7568,68,-36.98443082,47.713050842285156,100.0,5188,,
518899,0.001,0.04683102294802666,519000,,,,47.925724029541016,,,100.0,-38.138334119999996
519099,0.001,0.057059142738580704,519200,7574,68,-36.98260158000001,47.308650970458984,100.0,5192,,
519399,0.001,0.03676074370741844,519500,,,,47.407588958740234,,,100.0,-37.28125744
519499,0.001,0.06410552561283112,519600,7581,68,-37.047586620000004,48.29615020751953,100.0,5196,,
519899,0.001,0.07314541935920715,520000,,,,47.78942108154297,,,100.0,-37.84703788
,,,520000,7587,68,-36.99845836,,100.0,5200,,
520299,0.001,0.0636996328830719,520400,7590,68,-37.018558080000005,47.77496337890625,100.0,5204,,
520399,0.001,0.04196743294596672,520500,,,,47.334537506103516,,,100.0,-38.5089022
520699,0.001,0.06920358538627625,520800,7597,68,-36.892851130000004,47.48365020751953,100.0,5208,,
520899,0.001,0.09144803881645203,521000,,,,47.210262298583984,,,100.0,-39.17689826
521099,0.001,0.08703270554542542,521200,7604,68,-36.86107650000001,47.865440368652344,100.0,5212,,
521399,0.001,0.06973345577716827,521500,,,,47.784698486328125,,,100.0,-38.29746082
521499,0.001,0.04699414223432541,521600,7610,68,-36.846991939999995,47.58127975463867,100.0,5216,,
521899,0.001,0.06274738907814026,522000,,,,47.553672790527344,,,100.0,-38.2321722
,,,522000,7617,68,-37.00958135,,100.0,5220,,
522299,0.001,0.16710001230239868,522400,7620,68,-36.96988048,47.89509201049805,100.0,5224,,
522399,0.001,0.07502719759941101,522500,,,,47.559104919433594,,,100.0,-38.40158618
522699,0.001,0.07137955725193024,522800,7626,68,-37.00276922,47.29632568359375,100.0,5228,,
522899,0.001,0.06675563752651215,523000,,,,47.57865905761719,,,100.0,-37.7354674
523099,0.001,0.18891465663909912,523200,7633,68,-36.805942390000006,48.01171112060547,100.0,5232,,
523399,0.001,0.07361279428005219,523500,,,,47.906333923339844,,,100.0,-40.10741376
523499,0.001,0.08767883479595184,523600,7639,68,-36.99959028,47.66862487792969,100.0,5236,,
523899,0.001,0.0614432618021965,524000,,,,47.46665954589844,,,100.0,-38.55734838
,,,524000,7646,68,-37.275915809999994,,100.0,5240,,
524299,0.001,0.05739834904670715,524400,7648,68,-37.27792312,47.89903259277344,100.0,5244,,
524399,0.001,0.07675240933895111,524500,,,,47.827911376953125,,,100.0,-38.96246924
524699,0.001,0.06594502925872803,524800,7655,68,-37.148680999999996,47.761962890625,100.0,5248,,
524899,0.001,0.05481612682342529,525000,,,,47.562400817871094,,,100.0,-37.251417100000005
525099,0.001,0.05812423676252365,525200,7662,68,-36.80523024,47.67036056518555,100.0,5252,,
525399,0.001,0.06263338029384613,525500,,,,47.26294708251953,,,100.0,-38.3843219
525499,0.001,0.07287357747554779,525600,7668,68,-36.64463174,47.82798385620117,100.0,5256,,
525899,0.001,0.0644075870513916,526000,,,,47.845458984375,,,100.0,-37.11391776
,,,526000,7675,68,-36.66955823999999,,100.0,5260,,
526299,0.001,0.06043674796819687,526400,7678,68,-36.75016795,47.556236267089844,100.0,5264,,
526399,0.001,0.07410001009702682,526500,,,,47.78785705566406,,,100.0,-37.72945476000001
526699,0.001,0.057997651398181915,526800,7685,68,-36.55958159,48.181373596191406,100.0,5268,,
526899,0.001,0.06223694235086441,527000,,,,47.86912536621094,,,100.0,-37.45668898
527099,0.001,0.06854864209890366,527200,7691,68,-36.47799969,47.780235290527344,100.0,5272,,
527399,0.001,0.06053538620471954,527500,,,,47.56195068359375,,,100.0,-38.53312956
527499,0.001,0.055197980254888535,527600,7698,68,-36.50707813,47.80858612060547,100.0,5276,,
527899,0.001,0.06186804175376892,528000,,,,47.56419372558594,,,100.0,-39.09104148
,,,528000,7705,68,-36.371038989999995,,100.0,5280,,
528299,0.001,0.0626741275191307,528400,7707,68,-36.488712389999996,47.88261795043945,100.0,5284,,
528399,0.001,0.10132849961519241,528500,,,,48.01494598388672,,,100.0,-40.0779066
528699,0.001,0.07042787969112396,528800,7714,68,-36.72457341,48.099571228027344,100.0,5288,,
528899,0.001,0.059557028114795685,529000,,,,47.717002868652344,,,100.0,-40.838355379999996
529099,0.001,0.064914271235466,529200,7720,68,-36.72048062999999,48.0693359375,100.0,5292,,
529399,0.001,0.08316441625356674,529500,,,,47.97700119018555,,,100.0,-40.72092824
529499,0.001,0.06292268633842468,529600,7727,68,-37.12043222,47.85061264038086,100.0,5296,,
529899,0.001,0.06569712609052658,530000,,,,48.09363555908203,,,100.0,-38.778501840000004
,,,530000,7734,68,-37.13172153000001,,100.0,5300,,
530299,0.001,0.06443212926387787,530400,7736,68,-37.13786063999999,48.13530731201172,100.0,5304,,
530399,0.001,0.0482821986079216,530500,,,,48.3509407043457,,,100.0,-42.133080639999996
530699,0.001,0.08170941472053528,530800,7743,68,-37.33441799,47.873783111572266,100.0,5308,,
530899,0.001,0.0859985202550888,531000,,,,48.34950256347656,,,100.0,-39.66066466
531099,0.001,0.058047816157341,531200,7750,68,-37.27901334,47.98701477050781,100.0,5312,,
531399,0.001,0.04939374700188637,531500,,,,48.52203369140625,,,100.0,-41.06833408000001
531499,0.001,0.06209652125835419,531600,7757,68,-37.33572892999999,47.98590087890625,100.0,5316,,
531899,0.001,0.0754183828830719,532000,,,,47.667091369628906,,,100.0,-40.38594172
,,,532000,7763,68,-37.28394532,,100.0,5320,,
532299,0.001,0.0663813054561615,532400,7766,68,-37.24081223,48.080101013183594,100.0,5324,,
532399,0.001,0.08758159726858139,532500,,,,48.48426055908203,,,100.0,-39.20414598
532699,0.001,0.05360012874007225,532800,7772,68,-37.289883640000006,48.17840576171875,100.0,5328,,
532899,0.001,0.06202367693185806,533000,,,,47.952796936035156,,,100.0,-38.838834340000005
533099,0.001,0.06033794581890106,533200,7779,68,-37.61369154000001,48.361900329589844,100.0,5332,,
533399,0.001,0.0816962718963623,533500,,,,48.189697265625,,,100.0,-39.719506519999996
533499,0.001,0.08529971539974213,533600,7786,68,-37.7248579,47.99627685546875,100.0,5336,,
533899,0.001,0.055906496942043304,534000,,,,48.43431091308594,,,100.0,-39.31998926
,,,534000,7793,68,-37.61563903,,100.0,5340,,
534299,0.001,0.059185341000556946,534400,7795,68,-37.715679480000006,48.32723617553711,100.0,5344,,
534399,0.001,0.059194184839725494,534500,,,,48.640045166015625,,,100.0,-36.83240044
534699,0.001,0.06571374088525772,534800,7802,68,-37.74831796,47.761505126953125,100.0,5348,,
534899,0.001,0.067027248442173,535000,,,,48.70782470703125,,,100.0,-41.488988680000006
535099,0.001,0.14895272254943848,535200,7809,68,-38.10235349,48.49067687988281,100.0,5352,,
535399,0.001,0.0593930184841156,535500,,,,48.32914352416992,,,100.0,-38.76917194
535499,0.001,0.061586249619722366,535600,7815,68,-38.418808840000004,48.249298095703125,100.0,5356,,
535899,0.001,0.07328527420759201,536000,,,,48.31525421142578,,,100.0,-39.64741052
,,,536000,7822,68,-38.5461097,,100.0,5360,,
