train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
68899,0.001,0.13175615668296814,69000,,,,47.02041244506836,,,100.0,-44.54477099999999
69099,0.001,0.11373025923967361,69200,1003,68,-41.42736501999999,46.686737060546875,100.0,692,,
69399,0.001,0.09952648729085922,69500,,,,47.009464263916016,,,100.0,-40.9131211
69499,0.001,0.19740304350852966,69600,1010,68,-41.44270249,47.619163513183594,100.0,696,,
69899,0.001,0.11973458528518677,70000,,,,47.008567810058594,,,100.0,-44.03696749999999
,,,70000,1016,68,-41.42524428000001,,100.0,700,,
70299,0.001,0.1221698671579361,70400,1019,69,-41.32030704999999,47.14689636230469,100.0,704,,
70399,0.001,0.18416687846183777,70500,,,,47.21072006225586,,,100.0,-43.66515034
70699,0.001,0.14531618356704712,70800,1026,68,-41.19345439,47.085350036621094,100.0,708,,
70899,0.001,0.1622006893157959,71000,,,,47.357810974121094,,,100.0,-41.90049904000001
71099,0.001,0.12717947363853455,71200,1032,68,-41.051069770000005,47.7553596496582,100.0,712,,
71399,0.001,0.1585920751094818,71500,,,,47.297142028808594,,,100.0,-41.83337906
71499,0.001,0.2683786451816559,71600,1039,68,-41.02549845000001,47.41977310180664,100.0,716,,
71899,0.001,0.13006386160850525,72000,,,,47.94240188598633,,,100.0,-44.997725880000004
,,,72000,1045,68,-41.09472721,,100.0,720,,
72299,0.001,0.20563668012619019,72400,1048,69,-41.05630103000001,47.79368591308594,100.0,724,,
72399,0.001,0.11384939402341843,72500,,,,47.55211639404297,,,100.0,-42.15096901999999
72699,0.001,0.10532379150390625,72800,1054,69,-41.1784365,47.634098052978516,100.0,728,,
72899,0.001,0.12189989537000656,73000,,,,47.828338623046875,,,100.0,-44.330017420000004
73099,0.001,0.11086209118366241,73200,1061,68,-41.14053581,48.1810188293457,100.0,732,,
73399,0.001,0.33810701966285706,73500,,,,48.105552673339844,,,100.0,-44.28441055999999
73499,0.001,0.1101464107632637,73600,1068,68,-40.96844797999999,48.54757308959961,100.0,736,,
73899,0.001,0.1341385841369629,74000,,,,47.951866149902344,,,100.0,-45.10758183999999
,,,74000,1075,68,-40.94080188000001,,100.0,740,,
74299,0.001,0.1507725715637207,74400,1077,69,-41.47426405000001,48.194679260253906,100.0,744,,
74399,0.001,0.10688899457454681,74500,,,,48.80488586425781,,,100.0,-44.89779240000001
74699,0.001,0.12781453132629395,74800,1083,69,-41.659246440000004,48.650184631347656,100.0,748,,
74899,0.001,0.16202199459075928,75000,,,,48.70796585083008,,,100.0,-44.66255778
75099,0.001,0.11945746839046478,75200,1090,68,-41.82392134,48.44062042236328,100.0,752,,
75399,0.001,0.10283558070659637,75500,,,,48.748390197753906,,,100.0,-44.44592376
75499,0.001,0.12507601082324982,75600,1097,68,-41.74401807,49.336875915527344,100.0,756,,
75899,0.001,0.19134390354156494,76000,,,,48.63475799560547,,,100.0,-43.71404518
,,,76000,1104,68,-41.677825000000006,,100.0,760,,
76299,0.001,0.12145407497882843,76400,1106,69,-41.51496709,49.233734130859375,100.0,764,,
76399,0.001,0.12964686751365662,76500,,,,48.93656921386719,,,100.0,-44.11805506
76699,0.001,0.08646992594003677,76800,1113,68,-41.569209120000004,48.98963165283203,100.0,768,,
76899,0.001,0.12445458024740219,77000,,,,48.7389030456543,,,100.0,-44.77568281999999
77099,0.001,0.11034385859966278,77200,1119,68,-41.58222915999999,48.93278121948242,100.0,772,,
77399,0.001,0.09439514577388763,77500,,,,49.172550201416016,,,100.0,-41.89834629999999
77499,0.001,0.11378459632396698,77600,1126,68,-41.65430432,48.913970947265625,100.0,776,,
77899,0.001,0.10401511192321777,78000,,,,49.33233642578125,,,100.0,-43.12451378000001
,,,78000,1132,68,-41.998439559999994,,100.0,780,,
78299,0.001,0.08940446376800537,78400,1135,69,-42.137076310000005,49.257347106933594,100.0,784,,
78399,0.001,0.09170690178871155,78500,,,,49.721839904785156,,,100.0,-46.77033906
78699,0.001,0.11109211295843124,78800,1141,69,-41.861880809999995,49.530113220214844,100.0,788,,
78899,0.001,0.11413193494081497,79000,,,,49.22723388671875,,,100.0,-44.18149072000001
79099,0.001,0.08460896462202072,79200,1148,68,-42.12255538,49.76715087890625,100.0,792,,
79399,0.001,0.08437695354223251,79500,,,,49.37627029418945,,,100.0,-42.42319173999999
79499,0.001,0.10546322166919708,79600,1155,68,-42.122080419999996,49.723106384277344,100.0,796,,
79899,0.001,0.08895418047904968,80000,,,,49.48141860961914,,,100.0,-44.8670373
,,,80000,1162,68,-42.480617300000006,,100.0,800,,
80299,0.001,0.09195462614297867,80400,1164,69,-42.70858315,49.56586456298828,100.0,804,,
80399,0.001,0.09063496440649033,80500,,,,49.49812316894531,,,100.0,-45.024889380000005
80699,0.001,0.1202760562300682,80800,1171,68,-43.172909059999995,49.32177734375,100.0,808,,
80899,0.001,0.07742677628993988,81000,,,,49.397457122802734,,,100.0,-45.17137574
81099,0.001,0.14563851058483124,81200,1177,68,-43.71408627999999,49.95743179321289,100.0,812,,
81399,0.001,0.08094091713428497,81500,,,,49.793060302734375,,,100.0,-43.33369768000001
81499,0.001,0.14528313279151917,81600,1184,68,-44.02869029000001,49.97608947753906,100.0,816,,
81899,0.001,0.07770233601331711,82000,,,,50.02495574951172,,,100.0,-43.2741207
,,,82000,1190,68,-44.125026150000004,,100.0,820,,
82299,0.001,0.2060440182685852,82400,1193,69,-44.09420013999999,50.002830505371094,100.0,824,,
82399,0.001,0.13169485330581665,82500,,,,49.562347412109375,,,100.0,-45.3235332
82699,0.001,0.09952933341264725,82800,1200,68,-44.20465409000001,49.31604766845703,100.0,828,,
82899,0.001,0.1573089063167572,83000,,,,49.89882278442383,,,100.0,-43.738982539999995
83099,0.001,0.1033564954996109,83200,1206,68,-44.07950841000001,49.515201568603516,100.0,832,,
83399,0.001,0.08528950810432434,83500,,,,49.65736389160156,,,100.0,-42.48637574
83499,0.001,0.08429866284132004,83600,1213,68,-44.15520587000001,49.65943908691406,100.0,836,,
83899,0.001,0.08431559801101685,84000,,,,50.71388244628906,,,100.0,-41.16380062
,,,84000,1219,68,-44.10478720000001,,100.0,840,,
84299,0.001,0.14634588360786438,84400,1222,69,-43.85837848999999,49.31627655029297,100.0,844,,
84399,0.001,0.1720629334449768,84500,,,,50.5028076171875,,,100.0,-42.45003280000001
84699,0.001,0.15672621130943298,84800,1229,68,-43.50629944,49.835575103759766,100.0,848,,
84899,0.001,0.1233624517917633,85000,,,,49.688995361328125,,,100.0,-41.312447160000005
85099,0.001,0.1898621916770935,85200,1235,68,-43.64752625999999,50.08452606201172,100.0,852,,
85399,0.001,0.1035165786743164,85500,,,,50.71136474609375,,,100.0,-39.91756228
85499,0.001,0.10948789119720459,85600,1242,68,-43.66474321,50.266292572021484,100.0,856,,
85899,0.001,0.07977044582366943,86000,,,,50.85295104980469,,,100.0,-41.911377079999994
,,,86000,1248,68,-43.33194116,,100.0,860,,
86299,0.001,0.12917400896549225,86400,1251,69,-43.14940884,50.499107360839844,100.0,864,,
86399,0.001,0.16262784600257874,86500,,,,50.305442810058594,,,100.0,-41.49135268
86699,0.001,0.14907068014144897,86800,1258,68,-42.93193727999999,50.59880447387695,100.0,868,,
86899,0.001,0.1570529341697693,87000,,,,50.44908905029297,,,100.0,-42.14424605999999
87099,0.001,0.1457083523273468,87200,1264,68,-42.82864345000001,50.485328674316406,100.0,872,,
87399,0.001,0.16659778356552124,87500,,,,50.99250030517578,,,100.0,-43.67873834
87499,0.001,0.14845430850982666,87600,1270,68,-43.08814426,50.80671691894531,100.0,876,,
87899,0.001,0.11089104413986206,88000,,,,51.3042106628418,,,100.0,-40.60115116
,,,88000,1277,68,-42.7029341,,100.0,880,,
88299,0.001,0.15979629755020142,88400,1280,69,-42.33033281000001,50.45154571533203,100.0,884,,
88399,0.001,0.14788265526294708,88500,,,,50.692413330078125,,,100.0,-40.55076208
88699,0.001,0.1930311620235443,88800,1286,69,-42.43127985,51.01652145385742,100.0,888,,
88899,0.001,0.1173778623342514,89000,,,,50.84083557128906,,,100.0,-43.442713219999995
89099,0.001,0.11258615553379059,89200,1293,68,-42.11051752999999,50.20981979370117,100.0,892,,
89399,0.001,0.17481349408626556,89500,,,,50.649105072021484,,,100.0,-41.15303286
89499,0.001,0.15544366836547852,89600,1300,68,-42.21498391000001,51.112335205078125,100.0,896,,
89899,0.001,0.1900194138288498,90000,,,,50.6668701171875,,,100.0,-42.61594668
,,,90000,1306,68,-41.78527451000001,,100.0,900,,
90299,0.001,0.2742987275123596,90400,1309,69,-41.77824829,51.433128356933594,100.0,904,,
90399,0.001,0.17623743414878845,90500,,,,50.38490676879883,,,100.0,-41.41143132
90699,0.001,0.17540079355239868,90800,1315,69,-41.35809631,50.89007568359375,100.0,908,,
90899,0.001,0.20896925032138824,91000,,,,50.84549331665039,,,100.0,-41.98825006
91099,0.001,0.15317803621292114,91200,1322,68,-40.90831494,50.88377380371094,100.0,912,,
91399,0.001,0.214405357837677,91500,,,,51.18503189086914,,,100.0,-41.911986899999995
91499,0.001,0.2363385558128357,91600,1329,68,-40.82814619,50.731361389160156,100.0,916,,
91899,0.001,0.15043184161186218,92000,,,,51.08177947998047,,,100.0,-50.155678879999996
,,,92000,1335,68,-40.680540650000005,,100.0,920,,
92299,0.001,0.18801207840442657,92400,1338,69,-41.11136929,51.45014572143555,100.0,924,,
92399,0.001,0.2452506721019745,92500,,,,51.44916534423828,,,100.0,-56.9993915
92699,0.001,0.2835814356803894,92800,1344,69,-41.3815129,50.862396240234375,100.0,928,,
92899,0.001,0.16573184728622437,93000,,,,51.2177848815918,,,100.0,-72.55453462
93099,0.001,0.15770496428012848,93200,1351,68,-42.22148845999999,51.987159729003906,100.0,932,,
93399,0.001,0.16057968139648438,93500,,,,51.05393981933594,,,100.0,-51.40096387999999
93499,0.001,0.17975318431854248,93600,1358,68,-42.53580855999999,51.183746337890625,100.0,936,,
93899,0.001,0.19963732361793518,94000,,,,51.79602813720703,,,100.0,-51.714083679999995
,,,94000,1365,68,-42.53456747999999,,100.0,940,,
94299,0.001,0.22138531506061554,94400,1367,69,-42.52601111,51.219730377197266,100.0,944,,
94399,0.001,0.14633145928382874,94500,,,,51.98541259765625,,,100.0,-46.74925136000001
94699,0.001,0.18630990386009216,94800,1374,68,-42.37524057,51.32551956176758,100.0,948,,
94899,0.001,0.2254718542098999,95000,,,,51.540428161621094,,,100.0,-48.839680879999996
95099,0.001,0.12209484726190567,95200,1380,68,-42.262478550000004,51.78297805786133,100.0,952,,
95399,0.001,0.1449407935142517,95500,,,,51.693077087402344,,,100.0,-49.548101020000004
95499,0.001,0.14261005818843842,95600,1387,68,-42.58095179000001,51.66820526123047,100.0,956,,
95899,0.001,0.11463674902915955,96000,,,,51.98980712890625,,,100.0,-46.88063458000001
,,,96000,1394,68,-43.13638175,,100.0,960,,
96299,0.001,0.12772805988788605,96400,1396,69,-43.443573179999994,51.963356018066406,100.0,964,,
96399,0.001,0.11671452224254608,96500,,,,51.6624755859375,,,100.0,-42.94024986
96699,0.001,0.1429627537727356,96800,1403,68,-43.36643672,52.13717269897461,100.0,968,,
96899,0.001,0.11778580397367477,97000,,,,51.97126770019531,,,100.0,-40.79333439999999
97099,0.001,0.1755611002445221,97200,1410,68,-43.31745883000001,51.377098083496094,100.0,972,,
97399,0.001,0.10794192552566528,97500,,,,51.71089172363281,,,100.0,-42.80460674
97499,0.001,0.2811049818992615,97600,1416,68,-43.00639676,51.170623779296875,100.0,976,,
97899,0.001,0.16732053458690643,98000,,,,51.53473663330078,,,100.0,-43.22619780000001
,,,98000,1423,68,-42.990492169999996,,100.0,980,,
98299,0.001,0.11192946881055832,98400,1426,68,-43.23167647,52.13467025756836,100.0,984,,
98399,0.001,0.14199376106262207,98500,,,,52.27734375,,,100.0,-41.5102205
98699,0.001,0.11459042876958847,98800,1432,68,-43.13654199,51.527313232421875,100.0,988,,
98899,0.001,0.13397487998008728,99000,,,,52.25709533691406,,,100.0,-42.66953742
99099,0.001,0.10420986264944077,99200,1439,68,-43.24826641000001,51.95476531982422,100.0,992,,
99399,0.001,0.15431657433509827,99500,,,,52.1067008972168,,,100.0,-42.40639733999999
99499,0.001,0.12492185831069946,99600,1446,68,-43.06368627999999,51.90283966064453,100.0,996,,
99899,0.001,0.09136520326137543,100000,,,,52.00874710083008,,,100.0,-41.304816579999994
,,,100000,1452,68,-43.27379895999999,,100.0,1000,,
100299,0.001,0.15378811955451965,100400,1455,68,-42.96529143000001,51.83320236206055,100.0,1004,,
100399,0.001,0.07484586536884308,100500,,,,51.72053527832031,,,100.0,-41.52388156
100699,0.001,0.10961399972438812,100800,1462,68,-43.30389092,52.097496032714844,100.0,1008,,
100899,0.001,0.14328022301197052,101000,,,,51.93166732788086,,,100.0,-39.100653
101099,0.001,0.08238929510116577,101200,1468,68,-43.116110479999996,51.65705108642578,100.0,1012,,
101399,0.001,0.11165273189544678,101500,,,,51.383888244628906,,,100.0,-41.27342934
101499,0.001,0.11712092161178589,101600,1475,68,-42.816720970000006,51.4483642578125,100.0,1016,,
101899,0.001,0.067071333527565,102000,,,,51.7255973815918,,,100.0,-39.71330038
,,,102000,1481,68,-42.65610727999999,,100.0,1020,,
102299,0.001,0.08144677430391312,102400,1484,68,-42.188691150000004,51.905296325683594,100.0,1024,,
102399,0.001,0.09930744022130966,102500,,,,51.86347961425781,,,100.0,-40.72746188
102699,0.001,0.09603014588356018,102800,1491,68,-41.93181564,52.000274658203125,100.0,1028,,
102899,0.001,0.0805724561214447,103000,,,,52.016578674316406,,,100.0,-65.18429144
103099,0.001,0.1671014130115509,103200,1498,68,-40.916158550000006,51.91449737548828,100.0,1032,,
103399,0.001,0.10249964892864227,103500,,,,52.1351432800293,,,100.0,-44.489903520000006
103499,0.001,0.14106300473213196,103600,1504,68,-41.30871037,51.73120880126953,100.0,1036,,
103899,0.001,0.11241119354963303,104000,,,,51.572547912597656,,,100.0,-41.02964127999999
,,,104000,1511,68,-41.40413853,,100.0,1040,,
104299,0.001,0.10026519745588303,104400,1513,68,-41.006107560000004,51.84454345703125,100.0,1044,,
104399,0.001,0.07361806184053421,104500,,,,51.89781188964844,,,100.0,-40.11305546
104699,0.001,0.08484909683465958,104800,1520,68,-41.322038629999994,51.837379455566406,100.0,1048,,
104899,0.001,0.09981532394886017,105000,,,,51.4779167175293,,,100.0,-43.03071336
105099,0.001,0.12222569435834885,105200,1526,68,-41.127122289999996,52.44453430175781,100.0,1052,,
105399,0.001,0.1237071231007576,105500,,,,51.70842361450195,,,100.0,-40.34318026
105499,0.001,0.11898597329854965,105600,1533,68,-40.854017240000005,51.89262771606445,100.0,1056,,
105899,0.001,0.09028022736310959,106000,,,,51.193328857421875,,,100.0,-42.45647134
,,,106000,1540,68,-40.48821843,,100.0,1060,,
106299,0.001,0.09213270246982574,106400,1542,68,-40.268019169999995,51.679649353027344,100.0,1064,,
106399,0.001,0.09965071827173233,106500,,,,52.13310241699219,,,100.0,-40.5006598
106699,0.001,0.08629333972930908,106800,1549,68,-40.57721315,51.61485290527344,100.0,1068,,
106899,0.001,0.09335613250732422,107000,,,,51.79161071777344,,,100.0,-39.960366359999995
107099,0.001,0.0857618898153305,107200,1556,68,-40.5277268,52.02582550048828,100.0,1072,,
107399,0.001,0.11791776120662689,107500,,,,52.046302795410156,,,100.0,-40.37546976000001
107499,0.001,0.11066719144582748,107600,1562,68,-40.68072893,51.980934143066406,100.0,1076,,
107899,0.001,0.08085327595472336,108000,,,,52.00737380981445,,,100.0,-39.09115132
,,,108000,1569,68,-40.74632869,,100.0,1080,,
108299,0.001,0.18445289134979248,108400,1571,68,-40.55476917,52.468109130859375,100.0,1084,,
108399,0.001,0.075594462454319,108500,,,,52.23704528808594,,,100.0,-38.84955454
108699,0.001,0.09333844482898712,108800,1578,68,-40.59371005,52.186946868896484,100.0,1088,,
108899,0.001,0.7137333750724792,109000,,,,51.31155014038086,,,100.0,-39.62337176
109099,0.001,0.0992812067270279,109200,1585,68,-40.46647356,52.092525482177734,100.0,1092,,
109399,0.001,0.06184371933341026,109500,,,,51.85636901855469,,,100.0,-40.19213606
109499,0.001,0.0732383131980896,109600,1592,68,-40.61998811,51.99119567871094,100.0,1096,,
109899,0.001,0.0755193680524826,110000,,,,51.458290100097656,,,100.0,-42.21108504
,,,110000,1598,68,-40.65841078,,100.0,1100,,
110299,0.001,0.0838235467672348,110400,1601,68,-40.985757019999994,52.01892852783203,100.0,1104,,
110399,0.001,0.07637901604175568,110500,,,,52.02504348754883,,,100.0,-40.32854416
110699,0.001,0.0872529149055481,110800,1607,68,-40.848430289999996,51.603729248046875,100.0,1108,,
110899,0.001,0.0969039797782898,111000,,,,51.87651824951172,,,100.0,-40.42406972
111099,0.001,0.08819803595542908,111200,1614,68,-41.11179085,52.22999572753906,100.0,1112,,
111399,0.001,0.09006299823522568,111500,,,,51.92742919921875,,,100.0,-40.30724592
111499,0.001,0.08725859969854355,111600,1620,68,-40.97039092999999,52.28620147705078,100.0,1116,,
111899,0.001,0.1015055924654007,112000,,,,51.05736541748047,,,100.0,-42.1306372
,,,112000,1628,68,-41.061870029999994,,100.0,1120,,
112299,0.001,0.09983587265014648,112400,1630,68,-41.113710149999996,51.54373550415039,100.0,1124,,
112399,0.001,0.08232007920742035,112500,,,,51.76618957519531,,,100.0,-48.54004846000001
112699,0.001,0.06076667085289955,112800,1637,68,-40.94652275000001,51.35663986206055,100.0,1128,,
112899,0.001,0.08539266139268875,113000,,,,51.761863708496094,,,100.0,-40.762680399999994
113099,0.001,0.07965958118438721,113200,1644,68,-40.989157139999996,51.3826904296875,100.0,1132,,
113399,0.001,0.0731574147939682,113500,,,,51.549312591552734,,,100.0,-41.095631299999994
113499,0.001,0.08177926391363144,113600,1650,68,-40.28821454,51.25039291381836,100.0,1136,,
113899,0.001,0.12116196751594543,114000,,,,51.31456756591797,,,100.0,-42.56078732
,,,114000,1656,68,-40.155116289999995,,100.0,1140,,
114299,0.001,0.07071835547685623,114400,1659,68,-40.429950469999994,51.61809158325195,100.0,1144,,
114399,0.001,0.12426505237817764,114500,,,,51.547767639160156,,,100.0,-42.34241754
114699,0.001,0.08003515005111694,114800,1665,68,-40.19506566,51.517478942871094,100.0,1148,,
114899,0.001,0.09148064255714417,115000,,,,51.332489013671875,,,100.0,-42.15201242
115099,0.001,0.10349482297897339,115200,1672,68,-39.961681840000004,50.93844223022461,100.0,1152,,
115399,0.001,0.06914287805557251,115500,,,,51.58509826660156,,,100.0,-41.43355218
115499,0.001,0.12905795872211456,115600,1679,68,-39.92711402999999,51.194496154785156,100.0,1156,,
115899,0.001,0.06706246733665466,116000,,,,51.83354949951172,,,100.0,-41.990143880000005
,,,116000,1686,68,-39.74936656,,100.0,1160,,
116299,0.001,0.07244911789894104,116400,1688,68,-39.70201518,51.334083557128906,100.0,1164,,
116399,0.001,0.07077191770076752,116500,,,,51.36827087402344,,,100.0,-41.22843018
116699,0.001,0.0508781373500824,116800,1695,68,-39.326273900000004,51.211082458496094,100.0,1168,,
116899,0.001,0.0622236467897892,117000,,,,51.40471267700195,,,100.0,-42.03575192
117099,0.001,0.0685003325343132,117200,1702,68,-39.54978134,51.085906982421875,100.0,1172,,
117399,0.001,0.07817904651165009,117500,,,,50.910728454589844,,,100.0,-43.62748686
117499,0.001,0.05630229786038399,117600,1708,68,-39.272078140000005,51.43859100341797,100.0,1176,,
117899,0.001,0.06457504630088806,118000,,,,51.673362731933594,,,100.0,-40.176317999999995
,,,118000,1715,68,-39.20046053,,100.0,1180,,
118299,0.001,0.08630549907684326,118400,1717,68,-39.30140948,51.19399642944336,100.0,1184,,
118399,0.001,0.10856124758720398,118500,,,,51.744056701660156,,,100.0,-40.29077318
118699,0.001,0.08078606426715851,118800,1724,68,-39.31043432,51.44027328491211,100.0,1188,,
118899,0.001,0.047206535935401917,119000,,,,51.2550163269043,,,100.0,-39.172197880000006
119099,0.001,0.07946354150772095,119200,1731,68,-39.43648384000001,51.502281188964844,100.0,1192,,
119399,0.001,0.08681061863899231,119500,,,,51.012725830078125,,,100.0,-38.722331319999995
119499,0.001,0.07581020891666412,119600,1737,68,-39.37736241,51.108062744140625,100.0,1196,,
