time/fps,train/actor_loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
75,33.35431671142578,-43.254420560000014,29499,100.0,296,29600,0.07177771627902985,0.001,389,,
,33.60886001586914,,29899,,,30000,0.08423641324043274,0.001,,-43.167951759999994,100.0
75,,-43.153414610000006,,100.0,300,30000,,,395,,
76,34.057472229003906,-43.26911999,30299,100.0,304,30400,0.09170536696910858,0.001,398,,
,33.983402252197266,,30399,,,30500,0.08163496851921082,0.001,,-43.48555460000001,100.0
76,34.4898681640625,-42.986959000000006,30699,100.0,308,30800,0.07389874756336212,0.001,404,,
,34.46335983276367,,30899,,,31000,0.09275317192077637,0.001,,-41.870947539999996,100.0
75,34.25438690185547,-42.72149188000002,31099,100.0,312,31200,0.09806384146213531,0.001,410,,
,34.67350387573242,,31399,,,31500,0.07006987184286118,0.001,,-42.12604366000001,100.0
75,34.71996307373047,-42.61686532999999,31499,100.0,316,31600,0.10136531293392181,0.001,416,,
,35.4127197265625,,31899,,,32000,0.08464877307415009,0.001,,-43.06832276000001,100.0
75,,-42.58035284999999,,100.0,320,32000,,,422,,
76,35.52928161621094,-42.231126530000004,32299,100.0,324,32400,0.0940231904387474,0.001,425,,
,35.37160873413086,,32399,,,32500,0.08148270100355148,0.001,,-41.5982471,100.0
76,35.35312271118164,-42.24063437000001,32699,100.0,328,32800,0.09080159664154053,0.001,431,,
,36.1619987487793,,32899,,,33000,0.0994005799293518,0.001,,-42.402510199999995,100.0
75,35.5943489074707,-42.21009284000001,33099,100.0,332,33200,0.13904878497123718,0.001,437,,
,36.061378479003906,,33399,,,33500,0.07600973546504974,0.001,,-41.767424260000006,100.0
75,36.107940673828125,-42.18243137,33499,100.0,336,33600,0.11651580035686493,0.001,443,,
,36.48623275756836,,33899,,,34000,0.08356378972530365,0.001,,-40.729400440000006,100.0
75,,-42.11617509,,100.0,340,34000,,,449,,
76,36.282230377197266,-42.023057,34299,100.0,344,34400,0.09130746871232986,0.001,451,,
,36.855323791503906,,34399,,,34500,0.07797736674547195,0.001,,-40.66445374,100.0
75,36.57204818725586,-41.81941006,34699,100.0,348,34800,0.1036217212677002,0.001,458,,
,36.76055145263672,,34899,,,35000,0.08799988031387329,0.001,,-41.43543398,100.0
75,36.986366271972656,-41.77707186,35099,100.0,352,35200,0.07362589240074158,0.001,463,,
,36.870452880859375,,35399,,,35500,0.07957340031862259,0.001,,-41.28295612,100.0
75,36.84074401855469,-41.61766222999999,35499,100.0,356,35600,0.10424093902111053,0.001,469,,
,37.42652130126953,,35899,,,36000,0.11225353181362152,0.001,,-41.24688462,100.0
75,,-41.637853539999995,,100.0,360,36000,,,475,,
76,37.764564514160156,-41.54200294,36299,100.0,364,36400,0.11585651338100433,0.001,478,,
,37.98457336425781,,36399,,,36500,0.10054704546928406,0.001,,-42.25936282,100.0
75,37.99532699584961,-41.8017279,36699,100.0,368,36800,0.08733490109443665,0.001,484,,
,37.9100341796875,,36899,,,37000,0.0952303484082222,0.001,,-45.40817336,100.0
75,38.2556037902832,-41.82154069,37099,100.0,372,37200,0.11004865169525146,0.001,490,,
,38.59760284423828,,37399,,,37500,0.10913640260696411,0.001,,-42.89636748,100.0
75,37.746429443359375,-41.49860142000001,37499,100.0,376,37600,0.08430644869804382,0.001,496,,
,38.740516662597656,,37899,,,38000,0.09558119624853134,0.001,,-43.50824948,100.0
75,,-41.701947520000004,,100.0,380,38000,,,502,,
76,38.654720306396484,-41.70101449,38299,100.0,384,38400,0.11260031908750534,0.001,504,,
,38.20684814453125,,38399,,,38500,0.12087563425302505,0.001,,-43.04764811999999,100.0
76,38.74813461303711,-41.67864116,38699,100.0,388,38800,0.07803748548030853,0.001,510,,
,39.022396087646484,,38899,,,39000,0.098485067486763,0.001,,-43.95330752000001,100.0
75,39.041526794433594,-41.800672060000004,39099,100.0,392,39200,0.08079434931278229,0.001,516,,
,39.16136169433594,,39399,,,39500,0.10119059681892395,0.001,,-42.16499608,100.0
75,39.36581802368164,-42.05074424,39499,100.0,396,39600,0.08224016427993774,0.001,522,,
,38.910789489746094,,39899,,,40000,0.10055641829967499,0.001,,-41.635622139999995,100.0
75,,-41.878029039999994,,100.0,400,40000,,,528,,
76,39.31321334838867,-41.68232427000001,40299,100.0,404,40400,0.0797925591468811,0.001,530,,
,39.77275466918945,,40399,,,40500,0.06576114892959595,0.001,,-41.5648207,100.0
75,40.01573944091797,-41.97421343999999,40699,100.0,408,40800,0.0688624307513237,0.001,536,,
,40.05935287475586,,40899,,,41000,0.15837953984737396,0.001,,-43.980510699999996,100.0
75,40.012577056884766,-42.06586747,41099,100.0,412,41200,0.09200780093669891,0.001,543,,
,40.31673812866211,,41399,,,41500,0.09276631474494934,0.001,,-42.15296008,100.0
75,39.75210189819336,-41.910997980000005,41499,100.0,416,41600,0.07318169623613358,0.001,549,,
,39.98160934448242,,41899,,,42000,0.08202360570430756,0.001,,-42.47889418,100.0
75,,-41.913420800000004,,100.0,420,42000,,,554,,
76,40.22686767578125,-42.25346245000001,42299,100.0,424,42400,0.09543707966804504,0.001,557,,
,40.581260681152344,,42399,,,42500,0.07281385362148285,0.001,,-43.41921983999999,100.0
76,40.34789276123047,-42.06113076,42699,100.0,428,42800,0.10817410796880722,0.001,563,,
,40.71503448486328,,42899,,,43000,0.06998012959957123,0.001,,-41.035236260000005,100.0
75,40.74779510498047,-41.98230708999999,43099,100.0,432,43200,0.07935450971126556,0.001,569,,
,41.00722122192383,,43399,,,43500,0.08881399035453796,0.001,,-40.15857318,100.0
75,40.73847961425781,-41.854887260000005,43499,100.0,436,43600,0.09287676960229874,0.001,575,,
,40.92646408081055,,43899,,,44000,0.0628206804394722,0.001,,-39.85876104,100.0
75,,-41.604120470000005,,100.0,440,44000,,,581,,
76,41.47370147705078,-41.59598831,44299,100.0,444,44400,0.13350903987884521,0.001,583,,
,41.19123840332031,,44399,,,44500,0.09978485107421875,0.001,,-39.82215076,100.0
76,41.142154693603516,-41.56919459999999,44699,100.0,448,44800,0.0826939269900322,0.001,589,,
,41.176734924316406,,44899,,,45000,0.08924104273319244,0.001,,-40.383688299999996,100.0
75,41.553428649902344,-41.52394865,45099,100.0,452,45200,0.07208554446697235,0.001,595,,
,41.82460021972656,,45399,,,45500,0.07734304666519165,0.001,,-41.35664016,100.0
75,41.66790008544922,-41.55693947999999,45499,100.0,456,45600,0.07764089107513428,0.001,601,,
,41.38174057006836,,45899,,,46000,0.09871897846460342,0.001,,-41.14693546,100.0
75,,-41.40587962000001,,100.0,460,46000,,,607,,
76,42.100440979003906,-41.24238464,46299,100.0,464,46400,0.10097600519657135,0.001,609,,
,41.793521881103516,,46399,,,46500,0.10976631939411163,0.001,,-40.8925054,100.0
76,42.07433319091797,-41.152164469999995,46699,100.0,468,46800,0.10348248481750488,0.001,615,,
,42.02611541748047,,46899,,,47000,0.09065206348896027,0.001,,-40.7553619,100.0
75,42.11786651611328,-40.867837800000004,47099,100.0,472,47200,0.09070625901222229,0.001,621,,
,42.45703125,,47399,,,47500,0.07893410325050354,0.001,,-43.34752762,100.0
75,42.06062316894531,-41.314564759999996,47499,100.0,476,47600,0.10426123440265656,0.001,627,,
,42.30814743041992,,47899,,,48000,0.08949384093284607,0.001,,-41.189216179999995,100.0
75,,-40.89201955,,100.0,480,48000,,,633,,
76,42.55543518066406,-40.80834921,48299,100.0,484,48400,0.132548987865448,0.001,635,,
,42.58769226074219,,48399,,,48500,0.08640604466199875,0.001,,-40.65579108,100.0
76,42.85102844238281,-40.96259359,48699,100.0,488,48800,0.109549880027771,0.001,641,,
,42.79882049560547,,48899,,,49000,0.08491653203964233,0.001,,-39.805710760000004,100.0
75,42.851417541503906,-40.92555261,49099,100.0,492,49200,0.0662459135055542,0.001,648,,
,42.94738006591797,,49399,,,49500,0.07954518496990204,0.001,,-40.72591716,100.0
75,43.083106994628906,-40.698340619999996,49499,100.0,496,49600,0.07678630948066711,0.001,653,,
,43.32048034667969,,49899,,,50000,0.06813905388116837,0.001,,-41.488201720000006,100.0
75,,-41.04634243,,100.0,500,50000,,,659,,
76,43.38690185546875,-40.982605080000006,50299,100.0,504,50400,0.0591973140835762,0.001,662,,
,43.50587463378906,,50399,,,50500,0.09070952236652374,0.001,,-39.990125799999994,100.0
76,43.54297637939453,-40.619431559999995,50699,100.0,508,50800,0.09354127198457718,0.001,668,,
,43.97418212890625,,50899,,,51000,0.07376426458358765,0.001,,-40.18271206,100.0
75,43.483070373535156,-40.380590850000004,51099,100.0,512,51200,0.07819686830043793,0.001,674,,
,43.55107879638672,,51399,,,51500,0.06040772795677185,0.001,,-40.721115260000005,100.0
75,43.182071685791016,-40.18799663,51499,100.0,516,51600,0.058635368943214417,0.001,680,,
,43.24794006347656,,51899,,,52000,0.061105698347091675,0.001,,-40.512042279999996,100.0
75,,-40.17182833,,100.0,520,52000,,,686,,
76,43.38837432861328,-39.71564136999999,52299,100.0,524,52400,0.06827877461910248,0.001,688,,
,43.899085998535156,,52399,,,52500,0.07248330116271973,0.001,,-41.43189836,100.0
76,43.840633392333984,-39.67702829,52699,100.0,528,52800,0.06640937924385071,0.001,694,,
,44.34590148925781,,52899,,,53000,0.06658164411783218,0.001,,-40.90815046,100.0
75,43.72611999511719,-39.686907139999995,53099,100.0,532,53200,0.06464467942714691,0.001,700,,
,44.697898864746094,,53399,,,53500,0.0882965475320816,0.001,,-42.836773980000004,100.0
75,44.31991958618164,-39.60829844,53499,100.0,536,53600,0.0764247253537178,0.001,706,,
,44.42372512817383,,53899,,,54000,0.06757292151451111,0.001,,-38.66222716,100.0
75,,-39.54276376999999,,100.0,540,54000,,,712,,
76,44.50701904296875,-39.436183879999994,54299,100.0,544,54400,0.07472038269042969,0.001,714,,
,43.94697189331055,,54399,,,54500,0.06757950037717819,0.001,,-39.07059484,100.0
76,44.59437561035156,-39.37174661,54699,100.0,548,54800,0.06621349602937698,0.001,720,,
,44.72187805175781,,54899,,,55000,0.07580894231796265,0.001,,-39.733548160000005,100.0
75,44.5594596862793,-39.15910047,55099,100.0,552,55200,0.08685009181499481,0.001,726,,
,44.6373291015625,,55399,,,55500,0.07745972275733948,0.001,,-39.28815726,100.0
75,44.92013931274414,-39.20981416,55499,100.0,556,55600,0.08629679679870605,0.001,732,,
,44.595211029052734,,55899,,,56000,0.08085343986749649,0.001,,-39.38849092,100.0
75,,-39.35105486,,100.0,560,56000,,,738,,
76,45.17512512207031,-39.30796613,56299,100.0,564,56400,0.05897640436887741,0.001,741,,
,44.98963165283203,,56399,,,56500,0.07778270542621613,0.001,,-40.12246436,100.0
76,44.728126525878906,-39.23732623,56699,100.0,568,56800,0.10719068348407745,0.001,747,,
,45.448917388916016,,56899,,,57000,0.06462766975164413,0.001,,-42.95253400000001,100.0
75,45.43745422363281,-39.743909,57099,100.0,572,57200,0.08479270339012146,0.001,753,,
,45.27528381347656,,57399,,,57500,0.07717978954315186,0.001,,-36.775429980000006,100.0
75,45.72562026977539,-39.51305051,57499,100.0,576,57600,0.1018705815076828,0.001,759,,
,45.6607551574707,,57899,,,58000,0.10697512328624725,0.001,,-38.12063184,100.0
75,,-39.77457738,,100.0,580,58000,,,765,,
76,45.48676681518555,-39.51043936,58299,100.0,584,58400,0.07543666660785675,0.001,767,,
,45.28959655761719,,58399,,,58500,0.10063906013965607,0.001,,-39.0577813,100.0
76,45.88451385498047,-39.15741714999999,58699,100.0,588,58800,0.0944482609629631,0.001,773,,
,45.56236267089844,,58899,,,59000,0.12011025846004486,0.001,,-38.561837059999995,100.0
75,45.932891845703125,-39.077725660000006,59099,100.0,592,59200,0.2148841917514801,0.001,779,,
,46.0339241027832,,59399,,,59500,0.10739970207214355,0.001,,-39.869245240000005,100.0
75,46.05453872680664,-39.014181029999996,59499,100.0,596,59600,0.1503053605556488,0.001,785,,
,46.03998565673828,,59899,,,60000,0.13266858458518982,0.001,,-39.81998110000001,100.0
75,,-38.81931144,,100.0,600,60000,,,791,,
76,45.87462615966797,-38.58588219,60299,100.0,604,60400,0.1435849368572235,0.001,794,,
,46.22306442260742,,60399,,,60500,0.17137621343135834,0.001,,-38.543561079999996,100.0
75,46.19065856933594,-38.491354189999996,60699,100.0,608,60800,0.12737339735031128,0.001,800,,
,46.09122848510742,,60899,,,61000,0.10065103322267532,0.001,,-42.77604864,100.0
75,46.198490142822266,-38.49513796000001,61099,100.0,612,61200,0.12584230303764343,0.001,805,,
,46.6706428527832,,61399,,,61500,0.16697219014167786,0.001,,-38.8438871,100.0
75,46.617794036865234,-38.72871733,61499,100.0,616,61600,0.096654012799263,0.001,812,,
,46.55693054199219,,61899,,,62000,0.11689162254333496,0.001,,-39.164195680000006,100.0
75,,-38.551618899999994,,100.0,620,62000,,,818,,
76,46.698387145996094,-39.222264069999994,62299,100.0,624,62400,0.14564163982868195,0.001,820,,
,46.61325454711914,,62399,,,62500,0.08768878877162933,0.001,,-41.3030095,100.0
75,46.78205108642578,-39.177216439999995,62699,100.0,628,62800,0.09876678884029388,0.001,826,,
,46.57929229736328,,62899,,,63000,0.08711738884449005,0.001,,-39.934000340000004,100.0
75,46.53614044189453,-38.923836370000004,63099,100.0,632,63200,0.17492805421352386,0.001,832,,
,46.69224548339844,,63399,,,63500,0.11277217417955399,0.001,,-40.506905939999996,100.0
75,46.94463348388672,-38.88222426,63499,100.0,636,63600,0.1069089025259018,0.001,838,,
,46.90353012084961,,63899,,,64000,0.13492245972156525,0.001,,-44.05927661999999,100.0
75,,-39.11750473,,100.0,640,64000,,,844,,
76,47.06980895996094,-39.49759306,64299,100.0,644,64400,0.08504161238670349,0.001,846,,
,46.62614440917969,,64399,,,64500,0.09023872762918472,0.001,,-40.5346223,100.0
75,46.614219665527344,-39.44352508,64699,100.0,648,64800,0.09708235412836075,0.001,853,,
,46.947715759277344,,64899,,,65000,0.11092637479305267,0.001,,-39.60678359999999,100.0
75,47.01456832885742,-39.55873116,65099,100.0,652,65200,0.11155682802200317,0.001,859,,
,47.38745880126953,,65399,,,65500,0.11579295247793198,0.001,,-40.017910380000004,100.0
75,47.31581115722656,-39.517157669999996,65499,100.0,656,65600,0.062607541680336,0.001,864,,
,47.8564453125,,65899,,,66000,0.1625625491142273,0.001,,-39.12811284,100.0
75,,-39.627114379999995,,100.0,660,66000,,,870,,
76,47.85638427734375,-39.76240457,66299,100.0,664,66400,0.10865022242069244,0.001,873,,
,47.28541946411133,,66399,,,66500,0.10872958600521088,0.001,,-39.55425319999999,100.0
75,47.51062774658203,-39.6972273,66699,100.0,668,66800,0.10463594645261765,0.001,879,,
,47.27129364013672,,66899,,,67000,0.09937781095504761,0.001,,-37.92784942,100.0
75,47.329933166503906,-39.40656300999999,67099,100.0,672,67200,0.10050676017999649,0.001,885,,
,47.36360168457031,,67399,,,67500,0.07178309559822083,0.001,,-39.62767236,100.0
75,47.724761962890625,-39.22262427,67499,100.0,676,67600,0.06808970123529434,0.001,891,,
,47.40436553955078,,67899,,,68000,0.11760435253381729,0.001,,-39.46008656000001,100.0
75,,-39.28939798,,100.0,680,68000,,,897,,
75,47.93873596191406,-39.40762738,68299,100.0,684,68400,0.09947046637535095,0.001,900,,
,47.573150634765625,,68399,,,68500,0.09900897741317749,0.001,,-40.3299852,100.0
75,47.5289306640625,-39.49329384000001,68699,100.0,688,68800,0.09282578527927399,0.001,906,,
,47.817806243896484,,68899,,,69000,0.31925657391548157,0.001,,-39.73326284000001,100.0
75,47.9871826171875,-39.5755672,69099,100.0,692,69200,0.10564631223678589,0.001,911,,
,47.650779724121094,,69399,,,69500,0.10500168055295944,0.001,,-40.09857948,100.0
75,47.65456771850586,-39.67159688,69499,100.0,696,69600,0.08691143244504929,0.001,917,,
,47.84844207763672,,69899,,,70000,0.08098626136779785,0.001,,-39.94510612,100.0
75,,-39.610447320000006,,100.0,700,70000,,,923,,
76,47.669395446777344,-39.573200230000005,70299,100.0,704,70400,0.12477065622806549,0.001,926,,
